FacilityID,ObsRecordDate,FlowConnectivity,FlowCondition,PersistentFlow,SampleDry,FloatDischargeCFS,AvgDischarge,VolumeDischargeCFS,date,rain_gage,wet_within_72,GlobalID,QInscfsV,QInscfsF,QInscfsFadj,QInscfs
J01-10006-1,2024-07-10,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,NA,NA,0,NA,2024-07-10,ELTORO,FALSE,{F79CDE56-859F-4A33-BFA7-8A7FFBF9055A},NA,NA,NA,NA
L01-766-8,2024-06-10,Direct Connection,Pooled or Ponded,Unknown,NA,NA,0,NA,2024-06-10,PALISADES,FALSE,{F793BB7D-2AA5-48FA-8294-218E3F3B93B5},NA,NA,NA,NA
L01-766-8,2024-07-25,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-07-25,PALISADES,FALSE,{F793BB7D-2AA5-48FA-8294-218E3F3B93B5},0,0,0,0
L03-141-2,2024-07-09,Direct Connection,Flowing,Yes,NA,NA,0.005866,NA,2024-07-09,TRABUCO,FALSE,{F5FE5213-7964-43D8-9FCF-D95DAD36D8E5},NA,NA,NA,NA
L03-141-2,2024-08-22,Direct Connection,Flowing,Yes,NA,NA,0.005866,NA,2024-08-22,TRABUCO,FALSE,{F5FE5213-7964-43D8-9FCF-D95DAD36D8E5},NA,NA,NA,NA
L01-727-3,2024-07-11,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0.006964,0,2024-07-11,DANAPOINT,FALSE,{F5B625B6-1B6F-4CA5-84AD-4CBD11F17148},0,0,0,0
L01-727-3,2024-09-03,Partial - Significant Distance,Other - See Comments,Unknown,NA,NA,0.006964,NA,2024-09-03,DANAPOINT,FALSE,{F5B625B6-1B6F-4CA5-84AD-4CBD11F17148},NA,NA,NA,NA
L03-172-2,2024-07-09,Direct Connection,Flowing,Yes,NA,0.015,0.017881,0,2024-07-09,TRABUCO,FALSE,{F5690724-C245-4E1E-8E50-C527FA115971},0,0.015,0.010349999999999998,0
L03-172-2,2024-08-20,Direct Connection,Flowing,Yes,NA,0.062069,0.017881,NA,2024-08-20,TRABUCO,FALSE,{F5690724-C245-4E1E-8E50-C527FA115971},NA,0.062069,0.042827609999999995,0.042827609999999995
L01-749-3,2024-06-10,None - Flow Infiltrates or Outfall is Dry,Other - See Comments,Unknown,NA,NA,0,NA,2024-06-10,PALISADES,FALSE,{F283626A-51CD-43CB-A8FF-746A67B87B2B},NA,NA,NA,NA
L01-340-1,2024-05-21,Undetermined,Flowing,Yes,Yes,0.052355,0.056759,0.033,2024-05-21,TRABUCO,FALSE,{F1CABFEE-57C0-45D7-805A-974B2EF723C4},0.033,0.052355,0.036124949999999996,0.033
DP01-12022-2,2024-09-03,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-09-03,DANAPOINT,FALSE,{F1A20556-9AFE-4BFC-A5BD-765B4F16802D},0,0,0,0
DP01-12022-2,2024-07-10,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-07-10,DANAPOINT,FALSE,{F1A20556-9AFE-4BFC-A5BD-765B4F16802D},0,0,0,0
M02-015-1,2024-05-22,Direct Connection,Pooled or Ponded,Yes,NA,NA,0.020964,NA,2024-05-22,PALISADES,FALSE,{EE82778D-4874-4889-8E55-64DF8A4422C0},NA,NA,NA,NA
M02-015-1,2024-08-19,Undetermined,Flowing,Yes,NA,NA,0.020964,NA,2024-08-19,PALISADES,FALSE,{EE82778D-4874-4889-8E55-64DF8A4422C0},NA,NA,NA,NA
I01-11077-1,2024-08-01,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-08-01,LAGUNABEACH,FALSE,{ED3BCD26-6F4E-4AE2-9C8B-80EDA743C061},0,0,0,0
J07-9022-6,2024-08-15,Direct Connection,Flowing,Unknown,NA,0.002667,0.001924,NA,2024-08-15,ELTORO,FALSE,{ED29B567-C00D-4966-8303-25068F8D1BA9},NA,0.002667,0.00184023,0.00184023
L01-733-4,2024-06-12,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-06-12,TRABUCO,FALSE,{ED00D5DA-856D-4A09-BD27-B31F6E37C9A8},0,0,0,0
I01-11023-1,2024-08-08,Direct Connection,Pooled or Ponded,Unknown,Yes,NA,0.002155,NA,2024-08-08,LAGUNABEACH,FALSE,{EC705F4A-8057-41AB-99F6-CDD22A7AEEDC},NA,NA,NA,NA
I01-11023-1,2024-06-18,Direct Connection,Other - See Comments,Unknown,Yes,NA,0.002155,NA,2024-06-18,LAGUNABEACH,FALSE,{EC705F4A-8057-41AB-99F6-CDD22A7AEEDC},NA,NA,NA,NA
K01-12155-1,2024-05-17,Direct Connection,Dry,Unknown,NA,0,4.4e-4,0,2024-05-17,DANAPOINT,FALSE,{EBDB95ED-DC08-4DB5-AB03-DFC2113EF527},0,0,0,0
L03-455-3 (L03P37),2024-06-11,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-06-11,SULPHURCREEK,FALSE,{EA609467-FD74-48DE-8B48-BB275FE1F19A},0,0,0,0
L03-455-3 (L03P37),2024-07-22,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-07-22,SULPHURCREEK,FALSE,{EA609467-FD74-48DE-8B48-BB275FE1F19A},0,0,0,0
L03-693-1 (L03P11),2024-07-25,Direct Connection,Flowing,Yes,NA,0.1484,0.116283,0.028,2024-07-25,ELTORO,FALSE,{EA5E6ACE-3E1C-43C1-8629-A007A2C06A36},0.028,0.1484,0.102396,0.028
L03-693-1 (L03P11),2024-05-16,Direct Connection,Flowing,Yes,NA,0.1113,0.116283,0.038,2024-05-16,ELTORO,FALSE,{EA5E6ACE-3E1C-43C1-8629-A007A2C06A36},0.038,0.1113,0.07679699999999999,0.038
L03-141-3,2024-08-22,Direct Connection,Flowing,Yes,NA,NA,0.01245,NA,2024-08-22,TRABUCO,FALSE,{E9C93353-55FF-4789-80D4-68FBA02BD5E3},NA,NA,NA,NA
L03-141-3,2024-07-09,Direct Connection,Flowing,Yes,NA,NA,0.01245,NA,2024-07-09,TRABUCO,FALSE,{E9C93353-55FF-4789-80D4-68FBA02BD5E3},NA,NA,NA,NA
SC09-081-2d,2024-05-29,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,0.060976,0.072646,NA,2024-05-29,PALISADES,FALSE,{E9218AF6-1B54-445E-9A38-6540931E914C},NA,0.060976,0.04207344,0.04207344
L02-344-2,2024-07-31,Direct Connection,Pooled or Ponded,Yes,NA,NA,0.408144,NA,2024-07-31,ELTORO,FALSE,{E885A8CA-0AA1-47CD-A582-4DCD7E616FC7},NA,NA,NA,NA
M02-052-3,2024-05-22,Direct Connection,Flowing,Yes,NA,NA,0.100222,0.001,2024-05-22,PALISADES,FALSE,{E7B21F39-AB19-4339-B5EA-533C4BDF4CF1},0.001,NA,NA,0.001
K01-12032-2 (K01P11),2024-05-17,Direct Connection,Flowing,Yes,NA,0.094026,0.097353,NA,2024-05-17,SULPHURCREEK,FALSE,{E67A1268-C953-4917-B816-D1F3A4A6B507},NA,0.094026,0.06487794,0.06487794
K01-12032-2 (K01P11),2024-08-14,Direct Connection,Flowing,Yes,NA,0.134615,0.097353,0.034,2024-08-14,SULPHURCREEK,FALSE,{E67A1268-C953-4917-B816-D1F3A4A6B507},0.034,0.134615,0.09288435,0.034
L01-517-6,2024-06-06,Undetermined,Flowing,Unknown,NA,0.0264,0.0279,NA,2024-06-06,PALISADES,FALSE,{E5E98A69-01CF-4012-9B40-92C07976275C},NA,0.0264,0.018216,0.018216
L01-517-6,2024-07-15,Unsafe to Access,Flowing,Unknown,NA,0.015,0.0279,0.004,2024-07-15,PALISADES,FALSE,{E5E98A69-01CF-4012-9B40-92C07976275C},0.004,0.015,0.010349999999999998,0.004
J05-9255-1 (J05P01),2024-09-25,Undetermined,Pooled or Ponded,Yes,NA,NA,0,NA,2024-09-25,SULPHURCREEK,FALSE,{E4A45859-C01A-4CBC-8954-294275402A42},NA,NA,NA,NA
J07-9110-2,2024-08-20,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,NA,NA,0.013448,NA,2024-08-20,ELTORO,FALSE,{E0B5BFB0-FF67-482C-B2DA-0715F995C4FF},NA,NA,NA,NA
J07-9110-2,2024-07-01,Direct Connection,Flowing,Yes,NA,0.023645,0.013448,0.001,2024-07-01,ELTORO,FALSE,{E0B5BFB0-FF67-482C-B2DA-0715F995C4FF},0.001,0.023645,0.016315049999999998,0.001
J01-9992-1 (J01P27),2024-08-06,Direct Connection,Flowing,Yes,Yes,0.167647,0.159686,0.024,2024-08-06,SULPHURCREEK,FALSE,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},0.024,0.167647,0.11567642999999998,0.024
J01-9992-1 (J01P27),2024-02-01,Direct Connection,Flowing,Yes,Yes,NA,0.159686,NA,2024-02-01,SULPHURCREEK,FALSE,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},NA,NA,NA,NA
J01-9992-1 (J01P27),2024-05-29,Direct Connection,Flowing,Yes,Yes,0.068085,0.159686,NA,2024-05-29,SULPHURCREEK,FALSE,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},NA,0.068085,0.046978650000000004,0.046978650000000004
SC11-130-2,2024-06-27,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0.011571,0,2024-06-27,PALISADES,FALSE,{DE0020F6-684A-482B-8896-B9B1BD8DEE8C},0,0,0,0
K01-12062-1,2024-05-20,Partial - Significant Distance,Pooled or Ponded,Yes,NA,NA,0.122807,NA,2024-05-20,SULPHURCREEK,FALSE,{DC0E267C-D89F-4834-A9CC-2BD31EFE7608},NA,NA,NA,NA
L01-748-2,2024-07-22,Direct Connection,Pooled or Ponded,Yes,NA,NA,0,NA,2024-07-22,PALISADES,FALSE,{DBC981FA-992C-4171-A16D-E171B6935A16},NA,NA,NA,NA
L01-618-2,2024-06-03,Direct Connection,Pooled or Ponded,Yes,NA,NA,NA,NA,2024-06-03,PALISADES,FALSE,{DBB6D67B-D85C-4FC2-AE21-A7AD70D991C8},NA,NA,NA,NA
I01-11015-3,2024-08-01,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,8.36e-4,0,2024-08-01,LAGUNABEACH,FALSE,{DB9C2669-FA77-4FA1-A76C-F2D11E0410E4},0,0,0,0
L01-749-2,2024-08-15,Partial - Significant Distance,Pooled or Ponded,Yes,Yes,NA,0.077331,NA,2024-08-15,PALISADES,FALSE,{DB892315-C6C6-4493-889A-BD642E17B637},NA,NA,NA,NA
I01-11059-3,2024-08-01,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-08-01,LAGUNABEACH,FALSE,{DB859266-5BF1-4E9B-91AB-9674CD92B469},0,0,0,0
I01-11216-3,2024-06-28,Undetermined,Pooled or Ponded,Yes,NA,NA,NA,NA,2024-06-28,ELTORO,FALSE,{DB80E054-4D2C-4D53-8065-26F13D35FE95},NA,NA,NA,NA
L01-618-5 (L01S09),2024-06-10,Direct Connection,Flowing,Yes,NA,0.14,0.170796,NA,2024-06-10,PALISADES,FALSE,{DB6B9824-56ED-459B-A97E-F9966647E89B},NA,0.14,0.0966,0.0966
L01-618-5 (L01S09),2024-07-29,Direct Connection,Flowing,Yes,NA,0.083571,0.170796,0.023,2024-07-29,PALISADES,FALSE,{DB6B9824-56ED-459B-A97E-F9966647E89B},0.023,0.083571,0.05766399,0.023
L01-303-4,2024-08-05,Direct Connection,Flowing,Unknown,NA,0.0036,0.018628,0,2024-08-05,TRABUCO,FALSE,{DB68879F-B851-41C0-A2C5-D131F57A6ECE},0,0.0036,0.0024839999999999997,0
L01-303-4,2024-06-12,Unsafe to Access,Other - See Comments,Unknown,NA,NA,0.018628,NA,2024-06-12,TRABUCO,FALSE,{DB68879F-B851-41C0-A2C5-D131F57A6ECE},NA,NA,NA,NA
L01-303-2,2024-09-16,Partial - Significant Distance,Pooled or Ponded,Yes,NA,NA,0.07,NA,2024-09-16,TRABUCO,FALSE,{DAFC646C-2E59-4F16-8AFD-87B9CAE3A703},NA,NA,NA,NA
L01-303-2,2024-06-12,Unsafe to Access,Pooled or Ponded,Yes,NA,NA,0.07,NA,2024-06-12,TRABUCO,FALSE,{DAFC646C-2E59-4F16-8AFD-87B9CAE3A703},NA,NA,NA,NA
L01-218-1,2024-08-27,Undetermined,Pooled or Ponded,Yes,NA,NA,NA,NA,2024-08-27,TRABUCO,FALSE,{D9AB8BDF-6FF9-4F23-895B-E154A03243AF},NA,NA,NA,NA
M01-042-1 (M01S01),2024-06-26,Undetermined,Flowing,Yes,Yes,0.0602,0.018533,0.062,2024-06-26,PALISADES,FALSE,{D81C1D29-E0B6-4468-A3DA-A14172F34DD5},0.062,0.0602,0.04153799999999999,0.062
M01-042-1 (M01S01),2024-08-14,Direct Connection,Flowing,Yes,Yes,0.082909,0.018533,0.025,2024-08-14,PALISADES,FALSE,{D81C1D29-E0B6-4468-A3DA-A14172F34DD5},0.025,0.082909,0.057207209999999994,0.025
M01-042-1 (M01S01),2024-05-22,Direct Connection,Flowing,Yes,Yes,0.003228,0.018533,NA,2024-05-22,PALISADES,FALSE,{D81C1D29-E0B6-4468-A3DA-A14172F34DD5},NA,0.003228,0.0022273199999999996,0.0022273199999999996
J01-9082-2,2024-07-31,Direct Connection,Flowing,Yes,Yes,0.08254,0.162521,0.053,2024-07-31,SULPHURCREEK,FALSE,{D7F5B54C-C817-44EE-AD28-FD7E7AE69350},0.053,0.08254,0.0569526,0.053
L01-726-6,2024-06-10,Direct Connection,Dry,Unknown,NA,0,0,0,2024-06-10,DANAPOINT,FALSE,{D64CBB08-F94D-40E2-BF24-D05C3319C2F7},0,0,0,0
L01-726-6,2024-08-27,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-08-27,DANAPOINT,FALSE,{D64CBB08-F94D-40E2-BF24-D05C3319C2F7},0,0,0,0
L01-218-4,2024-08-27,Partial - Significant Distance,NA,Yes,NA,NA,0.033304,NA,2024-08-27,TRABUCO,FALSE,{D52E55F3-6949-417B-9C1F-389593FDF685},NA,NA,NA,NA
L01-391-3,2024-08-28,Partial - Significant Distance,Flowing,Unknown,NA,0.016,0.013986,0.003,2024-08-28,TRABUCO,FALSE,{D41F3C53-33B2-4B80-AB83-E479787A54C2},0.003,0.016,0.01104,0.003
L01-391-3,2024-09-12,Partial - Significant Distance,Flowing,Unknown,NA,0.018,0.013986,0.0035,2024-09-12,TRABUCO,FALSE,{D41F3C53-33B2-4B80-AB83-E479787A54C2},0.0035,0.018,0.012419999999999999,0.0035
J01-9275-1,2024-09-04,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0.0025,0,2024-09-04,ELTORO,FALSE,{D1EBB0B7-3D03-4EE5-8D43-EF34E157DB50},0,0,0,0
J07-9109-4 (J07P02),2023-12-15,Direct Connection,Flowing,Yes,NA,0.046452,0.170884,0.014,2023-12-15,ELTORO,FALSE,{D0C41BF9-0216-43F4-8129-6EAC01EF1A03},0.014,0.046452,0.03205188,0.014
J07-9109-4 (J07P02),2024-08-20,Partial - Significant Distance,Flowing,Yes,NA,0.08,0.170884,NA,2024-08-20,ELTORO,FALSE,{D0C41BF9-0216-43F4-8129-6EAC01EF1A03},NA,0.08,0.0552,0.0552
J07-9109-4 (J07P02),2024-07-01,Direct Connection,Flowing,Yes,NA,0.042218,0.170884,0.024,2024-07-01,ELTORO,FALSE,{D0C41BF9-0216-43F4-8129-6EAC01EF1A03},0.024,0.042218,0.029130419999999997,0.024
L03-708-11 (L03P05),2024-07-15,Direct Connection,Flowing,Yes,NA,0.036474,0.129137,0.016,2024-07-15,SULPHURCREEK,FALSE,{D0B00686-BBBD-4543-B725-46856EE3A1A0},0.016,0.036474,0.025167059999999998,0.016
L03-708-11 (L03P05),2024-05-13,Direct Connection,Flowing,Yes,NA,0.102857,0.129137,0.028,2024-05-13,SULPHURCREEK,FALSE,{D0B00686-BBBD-4543-B725-46856EE3A1A0},0.028,0.102857,0.07097133,0.028
L03-708-11 (L03P05),2024-02-01,Direct Connection,Flowing,Yes,NA,NA,0.129137,NA,2024-02-01,SULPHURCREEK,FALSE,{D0B00686-BBBD-4543-B725-46856EE3A1A0},NA,NA,NA,NA
I01-11503-5,2024-06-28,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,NA,NA,NA,NA,2024-06-28,LAGUNABEACH,FALSE,{CEFC14D7-9ED9-43A9-BA53-748978BC75CB},NA,NA,NA,NA
I01-11503-5,2024-08-29,Direct Connection,Pooled or Ponded,Yes,NA,NA,NA,NA,2024-08-29,LAGUNABEACH,FALSE,{CEFC14D7-9ED9-43A9-BA53-748978BC75CB},NA,NA,NA,NA
M00.1-071-4 (M00S04),2024-08-19,Undetermined,Flowing,Yes,NA,0.03,0.014497,NA,2024-08-19,PALISADES,FALSE,{CE5F1A41-58E7-4E58-AD13-8F4DE72B6F30},NA,0.03,0.020699999999999996,0.020699999999999996
M02-061-5,2024-05-29,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-05-29,PALISADES,FALSE,{CDF7BCAC-53C5-4BB5-A35D-E02581964FBA},0,0,0,0
L01-404-1,2024-05-21,Undetermined,Flowing,Yes,Yes,0.243478,0.139529,0.084,2024-05-21,TRABUCO,FALSE,{CDCEA1A5-E306-47B2-8945-27B1CD159C10},0.084,0.243478,0.16799982,0.084
L01-517-1,2024-07-29,Undetermined,Other - See Comments,Unknown,NA,NA,0,NA,2024-07-29,PALISADES,FALSE,{CD0E12FD-1932-4531-BF8C-AE40939F31B4},NA,NA,NA,NA
L01-517-1,2024-06-10,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-06-10,PALISADES,FALSE,{CD0E12FD-1932-4531-BF8C-AE40939F31B4},0,0,0,0
M01-050-7,2024-08-19,Direct Connection,Pooled or Ponded,Unknown,NA,NA,4e-6,NA,2024-08-19,PALISADES,FALSE,{C9AF768A-2A02-4DA5-A0A2-B1935AC72D2C},NA,NA,NA,NA
M01-050-7,2024-05-23,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,4e-6,0,2024-05-23,PALISADES,FALSE,{C9AF768A-2A02-4DA5-A0A2-B1935AC72D2C},0,0,0,0
L05-489-3,2024-07-30,Direct Connection,Flowing,Yes,Yes,1.072666,0.851665,NA,2024-07-30,SULPHURCREEK,FALSE,{C7C5C7FF-5ABD-4100-A07F-AD4029A16E9D},NA,1.072666,0.7401395399999998,0.7401395399999998
L05-489-3,2024-05-21,Direct Connection,Flowing,Yes,Yes,1.731148,0.851665,NA,2024-05-21,SULPHURCREEK,FALSE,{C7C5C7FF-5ABD-4100-A07F-AD4029A16E9D},NA,1.731148,1.1944921199999998,1.1944921199999998
I01-11059-1,2024-05-07,Direct Connection,Flowing,Unknown,NA,0.03,0.002,NA,2024-05-07,LAGUNABEACH,FALSE,{C71E52F8-AC08-4469-BA89-8E02697C744D},NA,0.03,0.020699999999999996,0.020699999999999996
I01-11059-1,2024-08-01,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0.002,0,2024-08-01,LAGUNABEACH,FALSE,{C71E52F8-AC08-4469-BA89-8E02697C744D},0,0,0,0
M02-061-4 (SCBS@M02),2024-08-07,Direct Connection,Flowing,Yes,NA,0.054,0.025637,0.011,2024-08-07,PALISADES,FALSE,{C461CAC3-1849-40E8-B3F7-D3281D347977},0.011,0.054,0.037259999999999995,0.011
M02-061-4 (SCBS@M02),2024-05-29,Direct Connection,Flowing,Yes,NA,0.08547,0.025637,NA,2024-05-29,PALISADES,FALSE,{C461CAC3-1849-40E8-B3F7-D3281D347977},NA,0.08547,0.0589743,0.0589743
I01-11502-1,2024-06-28,Partial - Significant Distance,Pooled or Ponded,Yes,NA,NA,NA,NA,2024-06-28,LAGUNABEACH,FALSE,{C081E89B-5CDA-439B-97FB-CCA6D19E46F4},NA,NA,NA,NA
J01-9005-1 (J03P05),2024-09-11,Direct Connection,Flowing,Yes,NA,0.032727,0.033399,0.009,2024-09-11,SULPHURCREEK,FALSE,{BEADF14B-536C-491F-AF1C-E6C6959F66BD},0.009,0.032727,0.02258163,0.009
J01-9005-1 (J03P05),2024-05-01,Direct Connection,Flowing,Yes,NA,0.03625,0.033399,NA,2024-05-01,SULPHURCREEK,FALSE,{BEADF14B-536C-491F-AF1C-E6C6959F66BD},NA,0.03625,0.025012499999999997,0.025012499999999997
J01-9005-1 (J03P05),2024-07-17,Direct Connection,Flowing,Yes,NA,0.025513,0.033399,NA,2024-07-17,SULPHURCREEK,FALSE,{BEADF14B-536C-491F-AF1C-E6C6959F66BD},NA,0.025513,0.01760397,0.01760397
J03-9216-2,2024-07-02,Direct Connection,Flowing,Yes,NA,1.960563,1.520455,NA,2024-07-02,SULPHURCREEK,FALSE,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},NA,1.960563,1.35278847,1.35278847
J03-9216-2,2024-05-15,Direct Connection,Flowing,Yes,NA,1.084557,1.520455,0.062,2024-05-15,SULPHURCREEK,FALSE,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},0.062,1.084557,0.7483443299999999,0.062
J03-9216-2,2024-01-18,Undetermined,Flowing,Yes,NA,0.504,1.520455,NA,2024-01-18,SULPHURCREEK,FALSE,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},NA,0.504,0.34775999999999996,0.34775999999999996
I01-11216-4 (I02P14),2024-06-28,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,NA,NA,NA,NA,2024-06-28,ELTORO,FALSE,{BD8B9607-5DAE-4D8D-9B8E-9B2DC1C2A8C1},NA,NA,NA,NA
I01-11216-4 (I02P14),2024-08-29,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,NA,NA,NA,NA,2024-08-29,ELTORO,FALSE,{BD8B9607-5DAE-4D8D-9B8E-9B2DC1C2A8C1},NA,NA,NA,NA
SC11-035-3d,2024-06-27,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-06-27,PALISADES,FALSE,{BBC10ACC-C12B-4BF8-854C-F341793E1E96},0,0,0,0
DP04-12015-1,2024-08-12,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,NA,NA,0.010065,NA,2024-08-12,LAGUNABEACH,FALSE,{B9E368D1-0601-4D99-B7EE-076F034D1D23},NA,NA,NA,NA
DP04-12015-1,2024-07-02,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,NA,NA,0.010065,NA,2024-07-02,LAGUNABEACH,FALSE,{B9E368D1-0601-4D99-B7EE-076F034D1D23},NA,NA,NA,NA
I01-11077-2,2024-08-01,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-08-01,LAGUNABEACH,FALSE,{B9DC0E18-53B8-47A3-A9E6-B022A6119F8C},0,0,0,0
L02-198-1 (L02P29),2024-06-20,Undetermined,Flowing,Yes,NA,0.002641,0.008785,NA,2024-06-20,TRABUCO,FALSE,{B9C33AB1-61DE-417E-AE9D-511CF2D50E19},NA,0.002641,0.0018222899999999998,0.0018222899999999998
L02-198-1 (L02P29),2024-08-22,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,0.009,0.008785,0.002,2024-08-22,TRABUCO,FALSE,{B9C33AB1-61DE-417E-AE9D-511CF2D50E19},0.002,0.009,0.006209999999999999,0.002
L01-727-2,2024-07-11,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-07-11,DANAPOINT,FALSE,{B9983359-9D26-40FE-905C-4936B6ED0548},0,0,0,0
