Station,date,Flow_cfs_md
J03-9216-2,2024-05-06,1.73
J03-9216-2,2024-05-07,0.528
J03-9216-2,2024-05-08,0.594
J03-9216-2,2024-05-09,0.594
J03-9216-2,2024-05-10,0.647
J03-9216-2,2024-05-11,0.639
J03-9216-2,2024-05-12,0.631
J03-9216-2,2024-05-13,0.609
J03-9216-2,2024-05-14,0.604
J03-9216-2,2024-05-15,0.608
J03-9216-2,2024-05-16,0.569
J03-9216-2,2024-05-17,0.6
J03-9216-2,2024-05-18,0.613
J03-9216-2,2024-05-19,0.627
J03-9216-2,2024-05-20,0.616
J03-9216-2,2024-05-21,0.608
J03-9216-2,2024-05-22,0.585
J03-9216-2,2024-05-23,0.609
J03-9216-2,2024-05-24,0.781
J03-9216-2,2024-05-25,1.17
J03-9216-2,2024-05-26,1.04
J03-9216-2,2024-05-27,0.967
J03-9216-2,2024-05-28,0.842
J03-9216-2,2024-05-29,0.823
J03-9216-2,2024-05-30,0.7
J03-9216-2,2024-05-31,0.677
J03-9216-2,2024-06-01,0.679
J03-9216-2,2024-06-02,0.659
J03-9216-2,2024-06-03,0.624
J03-9216-2,2024-06-04,0.607
J03-9216-2,2024-06-05,0.628
J03-9216-2,2024-06-06,0.628
J03-9216-2,2024-06-07,0.623
J03-9216-2,2024-06-08,0.593
J03-9216-2,2024-06-09,0.615
J03-9216-2,2024-06-10,0.653
J03-9216-2,2024-06-11,0.605
J03-9216-2,2024-06-12,0.736
J03-9216-2,2024-06-13,0.602
J03-9216-2,2024-06-14,0.613
J03-9216-2,2024-06-15,0.654
J03-9216-2,2024-06-16,0.674
J03-9216-2,2024-06-17,0.731
J03-9216-2,2024-06-18,0.916
J03-9216-2,2024-06-19,1.05
J03-9216-2,2024-06-20,1.12
J03-9216-2,2024-06-21,1.15
J03-9216-2,2024-06-22,1.29
J03-9216-2,2024-06-23,1.53
J03-9216-2,2024-06-24,1.67
J03-9216-2,2024-06-25,1.59
J03-9216-2,2024-06-26,1.59
J03-9216-2,2024-06-27,1.47
J03-9216-2,2024-06-28,1.65
J03-9216-2,2024-06-29,1.63
J03-9216-2,2024-06-30,1.64
J03-9216-2,2024-07-01,1.7
J03-9216-2,2024-07-02,1.72
L02-166-2 (L02P25),2023-11-21,0.065
L02-166-2 (L02P25),2023-11-22,0.016
L02-166-2 (L02P25),2023-11-23,0.025
L02-166-2 (L02P25),2023-11-24,0.034
L02-166-2 (L02P25),2023-11-25,0.028
L02-166-2 (L02P25),2023-11-26,0.017
L02-166-2 (L02P25),2023-11-27,0.013
L02-166-2 (L02P25),2023-11-28,0.026
L02-166-2 (L02P25),2023-11-29,0.018
L02-166-2 (L02P25),2023-11-30,0.028
L02-166-2 (L02P25),2023-12-01,0.026
L02-166-2 (L02P25),2023-12-02,0.022
L02-166-2 (L02P25),2023-12-03,0.019
L02-166-2 (L02P25),2023-12-04,0.029
L02-166-2 (L02P25),2023-12-05,0.017
L02-166-2 (L02P25),2023-12-06,0.018
L02-166-2 (L02P25),2023-12-07,0.019
L02-166-2 (L02P25),2023-12-08,0.027
L02-166-2 (L02P25),2023-12-09,0.018
L02-166-2 (L02P25),2023-12-10,0.014
L02-166-2 (L02P25),2023-12-11,0.017
L02-166-2 (L02P25),2023-12-12,0.02
L02-166-2 (L02P25),2023-12-13,0.029
L02-166-2 (L02P25),2023-12-14,0.024
L02-166-2 (L02P25),2023-12-15,0.015
L02-166-2 (L02P25),2023-12-16,0.021
L02-166-2 (L02P25),2023-12-17,0.02
L02-166-2 (L02P25),2023-12-18,0.027
L02-166-2 (L02P25),2023-12-19,0.259
L02-166-2 (L02P25),2023-12-20,0.049
L02-166-2 (L02P25),2023-12-21,0.102
L02-166-2 (L02P25),2023-12-22,0
L02-166-2 (L02P25),2023-12-23,0.037
L02-166-2 (L02P25),2023-12-24,0.022
L02-166-2 (L02P25),2023-12-25,0.016
L02-166-2 (L02P25),2023-12-26,0.025
L02-166-2 (L02P25),2023-12-27,0.021
L02-166-2 (L02P25),2023-12-28,0.034
L02-166-2 (L02P25),2023-12-29,0.021
L02-166-2 (L02P25),2023-12-30,0.042
L02-166-2 (L02P25),2023-12-31,0.046
L02-166-2 (L02P25),2024-01-01,0.024
L02-166-2 (L02P25),2024-01-02,0.021
L02-166-2 (L02P25),2024-01-03,0.02
L02-166-2 (L02P25),2024-01-04,0.02
L02-166-2 (L02P25),2024-01-05,0.023
L02-166-2 (L02P25),2024-01-06,0.018
L02-166-2 (L02P25),2024-01-07,0.035
L02-166-2 (L02P25),2024-01-08,0.012
L02-166-2 (L02P25),2024-01-09,0.016
L02-166-2 (L02P25),2024-01-10,0.018
L02-166-2 (L02P25),2024-01-11,0.039
L02-166-2 (L02P25),2024-01-12,0.022
L02-166-2 (L02P25),2024-01-13,0.019
L02-166-2 (L02P25),2024-01-14,0.025
L02-166-2 (L02P25),2024-01-15,0.026
L02-166-2 (L02P25),2024-01-16,0.026
L02-166-2 (L02P25),2024-01-17,0.04
L02-166-2 (L02P25),2024-01-18,0.046
L02-166-2 (L02P25),2024-01-19,0.023
L02-166-2 (L02P25),2024-01-20,0.034
L02-166-2 (L02P25),2024-01-21,0.161
L02-166-2 (L02P25),2024-01-22,0.052
L02-166-2 (L02P25),2024-01-23,0.072
L02-166-2 (L02P25),2024-01-24,0.035
L02-166-2 (L02P25),2024-01-25,0.041
L02-166-2 (L02P25),2024-01-26,0.025
L02-166-2 (L02P25),2024-01-27,0.013
L02-166-2 (L02P25),2024-01-28,0.03
L02-166-2 (L02P25),2024-01-29,0.023
L02-166-2 (L02P25),2024-01-30,0.026
L02-166-2 (L02P25),2024-01-31,0.024
L02-166-2 (L02P25),2024-02-01,0.027
L02-166-2 (L02P25),2024-02-02,1.44
L02-166-2 (L02P25),2024-02-03,0.036
L02-166-2 (L02P25),2024-02-04,0.044
L02-166-2 (L02P25),2024-02-05,0
L02-166-2 (L02P25),2024-02-06,1.73
L02-166-2 (L02P25),2024-02-07,0.385
L02-166-2 (L02P25),2024-02-08,0.754
L02-166-2 (L02P25),2024-02-09,0.181
L02-166-2 (L02P25),2024-02-10,0.05
L02-166-2 (L02P25),2024-02-11,0.042
L02-166-2 (L02P25),2024-02-12,0.026
L02-166-2 (L02P25),2024-02-13,0.027
L02-166-2 (L02P25),2024-02-14,0.042
L02-166-2 (L02P25),2024-02-15,0.031
L02-166-2 (L02P25),2024-02-16,0.061
L02-166-2 (L02P25),2024-02-17,0.046
L02-166-2 (L02P25),2024-02-18,0.039
L02-166-2 (L02P25),2024-02-19,0.035
L02-166-2 (L02P25),2024-02-20,0.15
L02-166-2 (L02P25),2024-02-21,0.199
L02-166-2 (L02P25),2024-02-22,0.065
L02-166-2 (L02P25),2024-02-23,0.042
L02-166-2 (L02P25),2024-02-24,0.046
L02-166-2 (L02P25),2024-02-25,0.042
L02-166-2 (L02P25),2024-02-26,0.047
L02-166-2 (L02P25),2024-02-27,0.046
L02-166-2 (L02P25),2024-02-28,0.03
L02-166-2 (L02P25),2024-02-29,0.047
L02-166-2 (L02P25),2024-03-01,0.052
L02-166-2 (L02P25),2024-03-02,0.062
L02-166-2 (L02P25),2024-03-03,0.054
L02-166-2 (L02P25),2024-03-04,0.046
L02-166-2 (L02P25),2024-03-05,0.034
L02-166-2 (L02P25),2024-03-06,0.033
L02-166-2 (L02P25),2024-03-07,0.078
L02-166-2 (L02P25),2024-03-08,0.026
L02-166-2 (L02P25),2024-03-09,0.03
L02-166-2 (L02P25),2024-03-10,0.03
L02-166-2 (L02P25),2024-03-11,0.025
L02-166-2 (L02P25),2024-03-12,0.048
L02-166-2 (L02P25),2024-03-13,0.038
L02-166-2 (L02P25),2024-03-14,0.032
L02-166-2 (L02P25),2024-03-15,0.107
L02-166-2 (L02P25),2024-03-16,0.05
L02-166-2 (L02P25),2024-03-17,0.03
L02-166-2 (L02P25),2024-03-18,0.03
L02-166-2 (L02P25),2024-03-19,0.048
L02-166-2 (L02P25),2024-03-20,0.041
L02-166-2 (L02P25),2024-03-21,0.047
L02-166-2 (L02P25),2024-03-22,0.035
L02-166-2 (L02P25),2024-03-23,0.048
L02-166-2 (L02P25),2024-03-24,0.047
L02-166-2 (L02P25),2024-03-25,0.025
L02-166-2 (L02P25),2024-03-26,0.038
L02-166-2 (L02P25),2024-03-27,0.032
L02-166-2 (L02P25),2024-03-28,0.026
L02-166-2 (L02P25),2024-03-29,0.027
L02-166-2 (L02P25),2024-03-30,0.047
L02-166-2 (L02P25),2024-03-31,0.113
L02-166-2 (L02P25),2024-04-01,0.099
L02-166-2 (L02P25),2024-04-02,0.052
L02-166-2 (L02P25),2024-04-03,0.038
L02-166-2 (L02P25),2024-04-04,0.059
L02-166-2 (L02P25),2024-04-05,0.034
L02-166-2 (L02P25),2024-04-06,0.026
L02-166-2 (L02P25),2024-04-07,0.03
L02-166-2 (L02P25),2024-04-08,0.025
L02-166-2 (L02P25),2024-04-09,0.03
L02-166-2 (L02P25),2024-04-10,0.034
L02-166-2 (L02P25),2024-04-11,0.038
L02-166-2 (L02P25),2024-04-12,0.058
L02-166-2 (L02P25),2024-04-13,0.055
L02-166-2 (L02P25),2024-04-14,0.032
L02-166-2 (L02P25),2024-04-15,0.058
L02-166-2 (L02P25),2024-04-16,0.034
L02-166-2 (L02P25),2024-04-17,0.032
L02-166-2 (L02P25),2024-04-18,0.03
L02-166-2 (L02P25),2024-04-19,0.052
L02-166-2 (L02P25),2024-04-20,0.05
L02-166-2 (L02P25),2024-04-21,0.045
L02-166-2 (L02P25),2024-04-22,0.05
L02-166-2 (L02P25),2024-04-23,0.048
L02-166-2 (L02P25),2024-04-24,0.053
L02-166-2 (L02P25),2024-04-25,0.043
L02-166-2 (L02P25),2024-04-26,0.035
L02-166-2 (L02P25),2024-04-27,0.034
L02-166-2 (L02P25),2024-04-28,0.026
L02-166-2 (L02P25),2024-04-29,0.035
L02-166-2 (L02P25),2024-04-30,0.054
L02-166-2 (L02P25),2024-05-01,0.053
L02-166-2 (L02P25),2024-05-02,0.043
L02-166-2 (L02P25),2024-05-03,0.062
L02-166-2 (L02P25),2024-05-04,0.049
L02-166-2 (L02P25),2024-05-05,0.039
L02-166-2 (L02P25),2024-05-06,0.032
L02-166-2 (L02P25),2024-05-07,0.029
L02-166-2 (L02P25),2024-05-08,0.055
L02-166-2 (L02P25),2024-05-09,0.034
L02-166-2 (L02P25),2024-05-10,0.038
L02-166-2 (L02P25),2024-05-11,0.047
L02-166-2 (L02P25),2024-05-12,0.046
L02-166-2 (L02P25),2024-05-13,0.051
L02-166-2 (L02P25),2024-05-14,0.055
L02-166-2 (L02P25),2024-05-15,0.052
L02-166-2 (L02P25),2024-05-16,0.046
L02-166-2 (L02P25),2024-05-17,0.052
L02-166-2 (L02P25),2024-05-18,0.047
L02-166-2 (L02P25),2024-05-19,0.042
L02-166-2 (L02P25),2024-05-20,0.051
L02-166-2 (L02P25),2024-05-21,0.047
L02-166-2 (L02P25),2024-05-22,0.038
L02-166-2 (L02P25),2024-05-23,0.042
L02-166-2 (L02P25),2024-05-24,0.05
L02-166-2 (L02P25),2024-05-25,0.041
L02-166-2 (L02P25),2024-05-26,0.036
L02-166-2 (L02P25),2024-05-27,0.026
L02-166-2 (L02P25),2024-05-28,0.05
L02-166-2 (L02P25),2024-05-29,0.039
L02-166-2 (L02P25),2024-05-30,0.039
L02-166-2 (L02P25),2024-05-31,0.045
L02-166-2 (L02P25),2024-06-01,0.039
L02-166-2 (L02P25),2024-06-02,0.048
L02-166-2 (L02P25),2024-06-03,0.047
L02-166-2 (L02P25),2024-06-04,0.038
L02-166-2 (L02P25),2024-06-05,0.046
L02-166-2 (L02P25),2024-06-06,0.052
L02-166-2 (L02P25),2024-06-07,0.047
L02-166-2 (L02P25),2024-06-08,0.04
L02-166-2 (L02P25),2024-06-09,0.039
L02-166-2 (L02P25),2024-06-10,0.05
L02-166-2 (L02P25),2024-06-11,0.04
L02-166-2 (L02P25),2024-06-12,0.049
L02-166-2 (L02P25),2024-06-13,0.045
L02-166-2 (L02P25),2024-06-14,0.034
L02-166-2 (L02P25),2024-06-15,0.031
L02-166-2 (L02P25),2024-06-16,0.034
L02-166-2 (L02P25),2024-06-17,0.051
L02-166-2 (L02P25),2024-06-18,0.052
L02-166-2 (L02P25),2024-06-19,0.038
L05-049-1,2024-02-16,0.347
L05-049-1,2024-02-17,0.348
L05-049-1,2024-02-18,0.315
L05-049-1,2024-02-19,0.316
L05-049-1,2024-02-20,0.905
L05-049-1,2024-02-21,2.55
L05-049-1,2024-02-22,0.275
L05-049-1,2024-02-23,0.298
L05-049-1,2024-02-24,0.299
L05-049-1,2024-02-25,0.259
L05-049-1,2024-02-26,0.309
L05-049-1,2024-02-27,0.362
L05-049-1,2024-02-28,0.194
L05-049-1,2024-02-29,0.273
L05-049-1,2024-03-01,0.343
L05-049-1,2024-03-02,1.08
L05-049-1,2024-03-03,0.332
L05-049-1,2024-03-04,0.306
L05-049-1,2024-03-05,0.275
L05-049-1,2024-03-06,0.242
L05-049-1,2024-03-07,0.526
L05-049-1,2024-03-08,0.27
L05-049-1,2024-03-09,0.25
L05-049-1,2024-03-10,0.232
L05-049-1,2024-03-11,0.142
L05-049-1,2024-03-12,0.173
L05-049-1,2024-03-13,0.147
L05-049-1,2024-03-14,0.157
L05-049-1,2024-03-15,0.249
L05-049-1,2024-03-16,0.16
L05-049-1,2024-03-17,0.125
L05-049-1,2024-03-18,0.126
L05-049-1,2024-03-19,0.155
L05-049-1,2024-03-20,0.155
L05-049-1,2024-03-21,0.176
L05-049-1,2024-03-22,0.174
L05-049-1,2024-03-23,0.168
L05-049-1,2024-03-24,0.268
L05-049-1,2024-03-25,0.132
L05-049-1,2024-03-26,0.227
L05-049-1,2024-03-27,0.154
L05-049-1,2024-03-28,0.138
L05-049-1,2024-03-29,0.148
L05-049-1,2024-03-30,0.237
L05-049-1,2024-03-31,0.569
L05-049-1,2024-04-01,0.545
L05-049-1,2024-04-02,0.235
L05-049-1,2024-04-03,0.151
L05-049-1,2024-04-04,0.238
L05-049-1,2024-04-05,0.174
L05-049-1,2024-04-06,0.198
L05-049-1,2024-04-07,0.16
L05-049-1,2024-04-08,0.164
L05-049-1,2024-04-09,0.146
L05-049-1,2024-04-10,0.135
L05-049-1,2024-04-11,0.178
L05-049-1,2024-04-12,0.263
L05-049-1,2024-04-13,0.279
L05-049-1,2024-04-14,0.195
L05-049-1,2024-04-15,0.152
L05-049-1,2024-04-16,0.154
L05-049-1,2024-04-17,0.13
L05-049-1,2024-04-18,0.164
L05-049-1,2024-04-19,0.277
L05-049-1,2024-04-20,0.233
L05-049-1,2024-04-21,0.235
L05-049-1,2024-04-22,0.21
L05-049-1,2024-04-23,0.296
L05-049-1,2024-04-24,0.226
L05-049-1,2024-04-25,0.237
L05-049-1,2024-04-26,0.23
L05-049-1,2024-04-27,0.301
L05-049-1,2024-04-28,0.258
L05-049-1,2024-04-29,0.212
L05-049-1,2024-04-30,0.313
L05-049-1,2024-05-01,0.34
L05-049-1,2024-05-02,0.393
L05-049-1,2024-05-03,0.379
L05-049-1,2024-05-04,0.406
L05-049-1,2024-05-05,0.331
L05-049-1,2024-05-06,0.259
L05-049-1,2024-05-07,0.175
L05-049-1,2024-05-08,0.253
L05-049-1,2024-05-09,0.228
L05-049-1,2024-05-10,0.286
L05-049-1,2024-05-11,0.349
L05-049-1,2024-05-12,0.296
L05-049-1,2024-05-13,0.353
L05-049-1,2024-05-14,0.304
L05-049-1,2024-05-15,0.341
L05-049-1,2024-05-16,0.256
L05-049-1,2024-05-17,0.413
L05-049-1,2024-05-18,0.368
L05-049-1,2024-05-19,0.325
L05-049-1,2024-05-20,0.278
