Station,date,Flow_cfs_md
J01-9005-1 (J03P05),2024-03-22,0.003
J01-9005-1 (J03P05),2024-03-23,2.36
J01-9005-1 (J03P05),2024-03-24,4.15
J01-9005-1 (J03P05),2024-03-25,2.98
J01-9005-1 (J03P05),2024-03-26,1.97
J01-9005-1 (J03P05),2024-03-27,1.16
J01-9005-1 (J03P05),2024-03-28,0.594
J01-9005-1 (J03P05),2024-03-29,0.195
J01-9005-1 (J03P05),2024-03-30,19.7
J01-9005-1 (J03P05),2024-03-31,24.6
J01-9005-1 (J03P05),2024-04-01,9.75
J01-9005-1 (J03P05),2024-04-02,7.83
J01-9005-1 (J03P05),2024-04-03,6.75
J01-9005-1 (J03P05),2024-04-04,5.6
J01-9005-1 (J03P05),2024-04-05,8.68
J01-9005-1 (J03P05),2024-04-06,7.54
J01-9005-1 (J03P05),2024-04-07,6.05
J01-9005-1 (J03P05),2024-04-08,4.68
J01-9005-1 (J03P05),2024-04-09,3.45
J01-9005-1 (J03P05),2024-04-10,2.39
J01-9005-1 (J03P05),2024-04-11,1.56
J01-9005-1 (J03P05),2024-04-12,0.925
J01-9005-1 (J03P05),2024-04-13,1.11
J01-9005-1 (J03P05),2024-04-14,3.66
J01-9005-1 (J03P05),2024-04-15,2.93
J01-9005-1 (J03P05),2024-04-16,1.96
J01-9005-1 (J03P05),2024-04-17,1.18
J01-9005-1 (J03P05),2024-04-18,0.63
J01-9005-1 (J03P05),2024-04-19,0.252
J01-9005-1 (J03P05),2024-04-20,0.049
J01-9005-1 (J03P05),2024-04-21,0.014
J01-9005-1 (J03P05),2024-04-22,0.006
J01-9005-1 (J03P05),2024-04-23,0.006
J01-9005-1 (J03P05),2024-04-24,0.004
J01-9005-1 (J03P05),2024-04-25,0.004
J01-9005-1 (J03P05),2024-04-26,0.006
J01-9005-1 (J03P05),2024-04-27,0.004
J01-9005-1 (J03P05),2024-04-28,0.015
J01-9005-1 (J03P05),2024-04-29,0.003
J01-9005-1 (J03P05),2024-04-30,0.009
J01-9005-1 (J03P05),2024-05-02,0.07
J01-9005-1 (J03P05),2024-05-03,0.07
J01-9005-1 (J03P05),2024-05-04,0.071
J01-9005-1 (J03P05),2024-05-05,0.12
J01-9005-1 (J03P05),2024-05-06,0.068
J01-9005-1 (J03P05),2024-05-07,0.066
J01-9005-1 (J03P05),2024-05-08,0.069
J01-9005-1 (J03P05),2024-05-09,0.069
J01-9005-1 (J03P05),2024-05-10,0.072
J01-9005-1 (J03P05),2024-05-11,0.073
J01-9005-1 (J03P05),2024-05-12,0.072
J01-9005-1 (J03P05),2024-05-13,0.074
J01-9005-1 (J03P05),2024-05-14,0.074
J01-9005-1 (J03P05),2024-05-15,0.073
J01-9005-1 (J03P05),2024-05-16,0.078
J01-9005-1 (J03P05),2024-05-17,0.075
J01-9005-1 (J03P05),2024-05-18,0.077
J01-9005-1 (J03P05),2024-05-19,0.074
J01-9005-1 (J03P05),2024-05-20,0.074
J01-9005-1 (J03P05),2024-05-21,0.071
J01-9005-1 (J03P05),2024-05-22,0.071
J01-9005-1 (J03P05),2024-05-23,0.072
J01-9005-1 (J03P05),2024-05-24,0.073
J01-9005-1 (J03P05),2024-05-25,0.072
J01-9005-1 (J03P05),2024-05-26,0.072
J01-9005-1 (J03P05),2024-05-27,0.072
J01-9005-1 (J03P05),2024-05-28,0.074
J01-9005-1 (J03P05),2024-05-29,0.078
J01-9005-1 (J03P05),2024-05-30,0.077
J01-9005-1 (J03P05),2024-05-31,0.079
J01-9005-1 (J03P05),2024-06-01,0.075
J01-9005-1 (J03P05),2024-06-02,0.071
J01-9005-1 (J03P05),2024-06-03,0.075
J01-9005-1 (J03P05),2024-06-04,0.07
J01-9005-1 (J03P05),2024-06-05,0.07
J01-9005-1 (J03P05),2024-06-06,0.065
J01-9005-1 (J03P05),2024-06-07,0.066
J01-9005-1 (J03P05),2024-06-08,0.067
J01-9005-1 (J03P05),2024-06-09,0.069
J01-9005-1 (J03P05),2024-06-10,0.065
J01-9005-1 (J03P05),2024-06-11,0.066
J01-9005-1 (J03P05),2024-06-12,0.063
J01-9005-1 (J03P05),2024-06-13,0.065
J01-9005-1 (J03P05),2024-06-14,0.061
J01-9005-1 (J03P05),2024-06-15,0.064
J01-9005-1 (J03P05),2024-06-16,0.065
J01-9005-1 (J03P05),2024-06-17,0.068
J01-9005-1 (J03P05),2024-06-18,0.063
J01-9005-1 (J03P05),2024-06-19,0.065
J01-9005-1 (J03P05),2024-06-20,0.06
J01-9005-1 (J03P05),2024-06-21,0.06
J01-9005-1 (J03P05),2024-06-22,0.064
J01-9005-1 (J03P05),2024-06-23,0.065
J01-9005-1 (J03P05),2024-06-24,0.076
J01-9005-1 (J03P05),2024-06-25,0.062
J01-9005-1 (J03P05),2024-06-26,0.059
J01-9005-1 (J03P05),2024-06-27,0.059
J01-9005-1 (J03P05),2024-06-28,0.062
J01-9005-1 (J03P05),2024-06-29,0.055
J01-9005-1 (J03P05),2024-06-30,0.063
J01-9005-1 (J03P05),2024-07-01,0.062
J01-9005-1 (J03P05),2024-07-02,0.059
J01-9005-1 (J03P05),2024-07-03,0.063
J01-9005-1 (J03P05),2024-07-04,0.065
J01-9005-1 (J03P05),2024-07-05,0.066
J01-9005-1 (J03P05),2024-07-06,0.061
