"","AvgDischarge","FacilityID","FlowCondition","ObsRecordDate","PersistentFlow","FlowConnectivity","Priority","PrioritizationScore2022","FloatDischargeCFS","VolumeDischargeCFS","PointY","PointX","SWN_median2021","SWN_avg2021","SWN_sd2021","SWN_median2022","SWN_avg2022","SWN_sd2022","SWN_median2023","SWN_avg2023","SWN_sd2023","Juris in Trib","Acres","AREA","PERCENTAGE","area_acres","Juris Discharge Point"
"12",0.034405,"J01-9005-1 (J03P05)","Flowing",2021-07-19,"Yes","Direct Connection","Priority",57,0.019,0.015,33.53991146,-117.70417019,0.01,0.0103482434640523,0.00942549247523544,0.009,0.0102960893854749,0.00486405484806648,0.0035,0.0714112903225806,0.72597254099449,"LAGUNA NIGUEL",127.7926944,127.7905545,100,127.79044152,"LAGUNA NIGUEL"
"13",0.034405,"J01-9005-1 (J03P05)","Flowing",2023-04-26,"Yes",NA,"Priority",57,0.043334,NA,33.53991146,-117.70417019,0.01,0.0103482434640523,0.00942549247523544,0.009,0.0102960893854749,0.00486405484806648,0.0035,0.0714112903225806,0.72597254099449,"LAGUNA NIGUEL",127.7926944,127.7905545,100,127.79044152,"LAGUNA NIGUEL"
"14",0.034405,"J01-9005-1 (J03P05)","Flowing",2023-08-28,"Yes","Direct Connection","Priority",57,NA,NA,33.53991146,-117.70417019,0.01,0.0103482434640523,0.00942549247523544,0.009,0.0102960893854749,0.00486405484806648,0.0035,0.0714112903225806,0.72597254099449,"LAGUNA NIGUEL",127.7926944,127.7905545,100,127.79044152,"LAGUNA NIGUEL"
"15",0.034405,"J01-9005-1 (J03P05)","Flowing",2021-08-02,"Yes","Direct Connection","Priority",57,0.03,0.015,33.53991146,-117.70417019,0.01,0.0103482434640523,0.00942549247523544,0.009,0.0102960893854749,0.00486405484806648,0.0035,0.0714112903225806,0.72597254099449,"LAGUNA NIGUEL",127.7926944,127.7905545,100,127.79044152,"LAGUNA NIGUEL"
"16",0.034405,"J01-9005-1 (J03P05)","Flowing",2021-08-11,"Yes","Direct Connection","Priority",57,0.06,NA,33.53991146,-117.70417019,0.01,0.0103482434640523,0.00942549247523544,0.009,0.0102960893854749,0.00486405484806648,0.0035,0.0714112903225806,0.72597254099449,"LAGUNA NIGUEL",127.7926944,127.7905545,100,127.79044152,"LAGUNA NIGUEL"
"17",1.560945,"J03-9216-2","Flowing",2023-03-31,"Yes","Undetermined","Priority",74,3.033708,NA,33.5280069,-117.71007663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",1121.628952,1121.61017,99.85072453,1123.28596907,"LAGUNA NIGUEL"
"18",1.560945,"J03-9216-2","Flowing",2023-03-31,"Yes","Undetermined","Priority",74,3.033708,NA,33.5280069,-117.71007663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAN JUAN CAPISTRANO",1.676792619,1.676791419,0.149275428,1123.28596907,"LAGUNA NIGUEL"
"19",1.560945,"J03-9216-2","Flowing",2023-07-19,"Yes","Partial - Significant Distance","Priority",74,0.397275,NA,33.5280069,-117.71007663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",1121.628952,1121.61017,99.85072453,1123.28596907,"LAGUNA NIGUEL"
"20",1.560945,"J03-9216-2","Flowing",2023-07-19,"Yes","Partial - Significant Distance","Priority",74,0.397275,NA,33.5280069,-117.71007663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAN JUAN CAPISTRANO",1.676792619,1.676791419,0.149275428,1123.28596907,"LAGUNA NIGUEL"
"21",1.560945,"J03-9216-2","Flowing",2022-08-04,"Yes","Partial - Significant Distance","Priority",74,2.93494,NA,33.5280069,-117.71007663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",1121.628952,1121.61017,99.85072453,1123.28596907,"LAGUNA NIGUEL"
"22",1.560945,"J03-9216-2","Flowing",2022-08-04,"Yes","Partial - Significant Distance","Priority",74,2.93494,NA,33.5280069,-117.71007663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAN JUAN CAPISTRANO",1.676792619,1.676791419,0.149275428,1123.28596907,"LAGUNA NIGUEL"
"23",1.560945,"J03-9216-2","Flowing",2023-06-27,"Yes","Direct Connection","Priority",74,NA,NA,33.5280069,-117.71007663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",1121.628952,1121.61017,99.85072453,1123.28596907,"LAGUNA NIGUEL"
"24",1.560945,"J03-9216-2","Flowing",2023-06-27,"Yes","Direct Connection","Priority",74,NA,NA,33.5280069,-117.71007663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAN JUAN CAPISTRANO",1.676792619,1.676791419,0.149275428,1123.28596907,"LAGUNA NIGUEL"
"25",1.560945,"J03-9216-2","Flowing",2021-07-28,"Yes","Direct Connection","Priority",74,0.03075,NA,33.5280069,-117.71007663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",1121.628952,1121.61017,99.85072453,1123.28596907,"LAGUNA NIGUEL"
"26",1.560945,"J03-9216-2","Flowing",2021-07-28,"Yes","Direct Connection","Priority",74,0.03075,NA,33.5280069,-117.71007663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAN JUAN CAPISTRANO",1.676792619,1.676791419,0.149275428,1123.28596907,"LAGUNA NIGUEL"
"27",1.560945,"J03-9216-2","Flowing",2022-08-08,"Yes","Partial - Significant Distance","Priority",74,0.4,NA,33.5280069,-117.71007663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",1121.628952,1121.61017,99.85072453,1123.28596907,"LAGUNA NIGUEL"
"28",1.560945,"J03-9216-2","Flowing",2022-08-08,"Yes","Partial - Significant Distance","Priority",74,0.4,NA,33.5280069,-117.71007663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAN JUAN CAPISTRANO",1.676792619,1.676791419,0.149275428,1123.28596907,"LAGUNA NIGUEL"
"29",1.560945,"J03-9216-2","Flowing",2022-12-08,"Yes","Undetermined","Priority",74,0.252,NA,33.5280069,-117.71007663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",1121.628952,1121.61017,99.85072453,1123.28596907,"LAGUNA NIGUEL"
"30",1.560945,"J03-9216-2","Flowing",2022-12-08,"Yes","Undetermined","Priority",74,0.252,NA,33.5280069,-117.71007663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAN JUAN CAPISTRANO",1.676792619,1.676791419,0.149275428,1123.28596907,"LAGUNA NIGUEL"
"31",1.560945,"J03-9216-2","Flowing",2023-09-01,"Yes","Direct Connection","Priority",74,4.473214,NA,33.5280069,-117.71007663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",1121.628952,1121.61017,99.85072453,1123.28596907,"LAGUNA NIGUEL"
"32",1.560945,"J03-9216-2","Flowing",2023-09-01,"Yes","Direct Connection","Priority",74,4.473214,NA,33.5280069,-117.71007663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAN JUAN CAPISTRANO",1.676792619,1.676791419,0.149275428,1123.28596907,"LAGUNA NIGUEL"
"33",1.560945,"J03-9216-2","Flowing",2021-05-13,"Yes",NA,"Priority",74,0.083333,NA,33.5280069,-117.71007663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",1121.628952,1121.61017,99.85072453,1123.28596907,"LAGUNA NIGUEL"
"34",1.560945,"J03-9216-2","Flowing",2021-05-13,"Yes",NA,"Priority",74,0.083333,NA,33.5280069,-117.71007663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAN JUAN CAPISTRANO",1.676792619,1.676791419,0.149275428,1123.28596907,"LAGUNA NIGUEL"
"35",0.242793,"J03-9221-1 (J03P02)","Flowing",2023-08-08,"Yes","Undetermined","Priority",47,0.36824,0.187,33.54994727,-117.71717116,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",565.719346,565.709873,100,565.70937288,"LAGUNA NIGUEL"
"36",0.242793,"J03-9221-1 (J03P02)","Flowing",2022-08-18,"Yes","Undetermined","Priority",47,0.158257,0.03,33.54994727,-117.71717116,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",565.719346,565.709873,100,565.70937288,"LAGUNA NIGUEL"
"37",0.242793,"J03-9221-1 (J03P02)","Flowing",2022-07-08,"Yes","Unsafe to Access","Priority",47,0.089856,0.006,33.54994727,-117.71717116,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",565.719346,565.709873,100,565.70937288,"LAGUNA NIGUEL"
"38",0.242793,"J03-9221-1 (J03P02)","Flowing",2022-07-08,"Yes","Unsafe to Access","Priority",47,0.089856,0.025,33.54994727,-117.71717116,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",565.719346,565.709873,100,565.70937288,"LAGUNA NIGUEL"
"39",0.242793,"J03-9221-1 (J03P02)","Flowing",2022-06-15,"Yes","Undetermined","Priority",47,0.032,0.049,33.54994727,-117.71717116,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",565.719346,565.709873,100,565.70937288,"LAGUNA NIGUEL"
"40",0.242793,"J03-9221-1 (J03P02)","Flowing",2023-05-23,"Yes","Undetermined","Priority",47,0.384,NA,33.54994727,-117.71717116,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",565.719346,565.709873,100,565.70937288,"LAGUNA NIGUEL"
"41",0.242793,"J03-9221-1 (J03P02)","Flowing",2021-09-13,"Yes","Undetermined","Priority",47,0.084677,NA,33.54994727,-117.71717116,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",565.719346,565.709873,100,565.70937288,"LAGUNA NIGUEL"
"42",0.242793,"J03-9221-1 (J03P02)","Flowing",2023-04-27,"Yes",NA,"Priority",47,0.443573,0.141,33.54994727,-117.71717116,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",565.719346,565.709873,100,565.70937288,"LAGUNA NIGUEL"
"43",0.242793,"J03-9221-1 (J03P02)","Flowing",2021-05-27,"Yes","Undetermined","Priority",47,0.312,NA,33.54994727,-117.71717116,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",565.719346,565.709873,100,565.70937288,"LAGUNA NIGUEL"
"44",0.012897,"J03-9216-1 (J03P01)","Pooled or Ponded",2022-07-06,"Unknown","Direct Connection","Priority",43,NA,NA,33.5307754,-117.70824728,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",13.41191678,13.41169219,100,13.41168034,"LAGUNA NIGUEL"
"45",0.012897,"J03-9216-1 (J03P01)","Pooled or Ponded",2023-09-01,"Unknown","Undetermined","Priority",43,NA,NA,33.5307754,-117.70824728,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",13.41191678,13.41169219,100,13.41168034,"LAGUNA NIGUEL"
"46",0.012897,"J03-9216-1 (J03P01)","Pooled or Ponded",2021-07-28,"Unknown","Direct Connection","Priority",43,NA,NA,33.5307754,-117.70824728,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",13.41191678,13.41169219,100,13.41168034,"LAGUNA NIGUEL"
"47",0.012897,"J03-9216-1 (J03P01)","Flowing",2021-05-13,"Unknown","Direct Connection","Priority",43,0.004125,NA,33.5307754,-117.70824728,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",13.41191678,13.41169219,100,13.41168034,"LAGUNA NIGUEL"
"48",0.012897,"J03-9216-1 (J03P01)","Pooled or Ponded",2022-08-04,"Unknown","Direct Connection","Priority",43,NA,NA,33.5307754,-117.70824728,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",13.41191678,13.41169219,100,13.41168034,"LAGUNA NIGUEL"
"49",0.012897,"J03-9216-1 (J03P01)","Dry",2023-06-27,"Unknown",NA,"Priority",43,NA,NA,33.5307754,-117.70824728,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",13.41191678,13.41169219,100,13.41168034,"LAGUNA NIGUEL"
"50",0.012897,"J03-9216-1 (J03P01)","Flowing",2022-07-08,"Unknown","Direct Connection","Priority",43,NA,0.211,33.5307754,-117.70824728,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL",13.41191678,13.41169219,100,13.41168034,"LAGUNA NIGUEL"
"51",0.005115,"J03-9368-1 (J03TBN1)","Flowing",2021-05-13,"Yes","Direct Connection","Priority",45,0.001714,0.001,33.5378206,-117.69749913,0,0.00133721405228758,0.00527024674007145,0,0.000279329608938548,0.00258347549155526,0,0.171151162790698,2.03087021947765,"LAGUNA NIGUEL",91.152289,91.15076265,98.70823565,92.34354303,"LAGUNA NIGUEL"
"52",0.005115,"J03-9368-1 (J03TBN1)","Flowing",2021-05-13,"Yes","Direct Connection","Priority",45,0.001714,0.001,33.5378206,-117.69749913,0,0.00133721405228758,0.00527024674007145,0,0.000279329608938548,0.00258347549155526,0,0.171151162790698,2.03087021947765,"SAN JUAN CAPISTRANO",1.192862982,1.192862129,1.291764465,92.34354303,"LAGUNA NIGUEL"
"53",0.005115,"J03-9368-1 (J03TBN1)","Flowing",2021-07-28,"Yes","Direct Connection","Priority",45,0.005866,NA,33.5378206,-117.69749913,0,0.00133721405228758,0.00527024674007145,0,0.000279329608938548,0.00258347549155526,0,0.171151162790698,2.03087021947765,"LAGUNA NIGUEL",91.152289,91.15076265,98.70823565,92.34354303,"LAGUNA NIGUEL"
"54",0.005115,"J03-9368-1 (J03TBN1)","Flowing",2021-07-28,"Yes","Direct Connection","Priority",45,0.005866,NA,33.5378206,-117.69749913,0,0.00133721405228758,0.00527024674007145,0,0.000279329608938548,0.00258347549155526,0,0.171151162790698,2.03087021947765,"SAN JUAN CAPISTRANO",1.192862982,1.192862129,1.291764465,92.34354303,"LAGUNA NIGUEL"
"55",0.005115,"J03-9368-1 (J03TBN1)","Flowing",2022-06-23,"Yes","Direct Connection","Priority",45,0.003822,NA,33.5378206,-117.69749913,0,0.00133721405228758,0.00527024674007145,0,0.000279329608938548,0.00258347549155526,0,0.171151162790698,2.03087021947765,"LAGUNA NIGUEL",91.152289,91.15076265,98.70823565,92.34354303,"LAGUNA NIGUEL"
"56",0.005115,"J03-9368-1 (J03TBN1)","Flowing",2022-06-23,"Yes","Direct Connection","Priority",45,0.003822,NA,33.5378206,-117.69749913,0,0.00133721405228758,0.00527024674007145,0,0.000279329608938548,0.00258347549155526,0,0.171151162790698,2.03087021947765,"SAN JUAN CAPISTRANO",1.192862982,1.192862129,1.291764465,92.34354303,"LAGUNA NIGUEL"
"57",0.005115,"J03-9368-1 (J03TBN1)","Flowing",2023-04-27,"Yes",NA,"Priority",45,0.003375,0.014,33.5378206,-117.69749913,0,0.00133721405228758,0.00527024674007145,0,0.000279329608938548,0.00258347549155526,0,0.171151162790698,2.03087021947765,"LAGUNA NIGUEL",91.152289,91.15076265,98.70823565,92.34354303,"LAGUNA NIGUEL"
"58",0.005115,"J03-9368-1 (J03TBN1)","Flowing",2023-04-27,"Yes",NA,"Priority",45,0.003375,0.014,33.5378206,-117.69749913,0,0.00133721405228758,0.00527024674007145,0,0.000279329608938548,0.00258347549155526,0,0.171151162790698,2.03087021947765,"SAN JUAN CAPISTRANO",1.192862982,1.192862129,1.291764465,92.34354303,"LAGUNA NIGUEL"
"59",0.005115,"J03-9368-1 (J03TBN1)","Flowing",2023-06-27,"Yes",NA,"Priority",45,0.008824,NA,33.5378206,-117.69749913,0,0.00133721405228758,0.00527024674007145,0,0.000279329608938548,0.00258347549155526,0,0.171151162790698,2.03087021947765,"LAGUNA NIGUEL",91.152289,91.15076265,98.70823565,92.34354303,"LAGUNA NIGUEL"
"60",0.005115,"J03-9368-1 (J03TBN1)","Flowing",2023-06-27,"Yes",NA,"Priority",45,0.008824,NA,33.5378206,-117.69749913,0,0.00133721405228758,0.00527024674007145,0,0.000279329608938548,0.00258347549155526,0,0.171151162790698,2.03087021947765,"SAN JUAN CAPISTRANO",1.192862982,1.192862129,1.291764465,92.34354303,"LAGUNA NIGUEL"
"61",0.005115,"J03-9368-1 (J03TBN1)","Flowing",2022-08-04,"Yes","Direct Connection","Priority",45,0.005085,NA,33.5378206,-117.69749913,0,0.00133721405228758,0.00527024674007145,0,0.000279329608938548,0.00258347549155526,0,0.171151162790698,2.03087021947765,"LAGUNA NIGUEL",91.152289,91.15076265,98.70823565,92.34354303,"LAGUNA NIGUEL"
"62",0.005115,"J03-9368-1 (J03TBN1)","Flowing",2022-08-04,"Yes","Direct Connection","Priority",45,0.005085,NA,33.5378206,-117.69749913,0,0.00133721405228758,0.00527024674007145,0,0.000279329608938548,0.00258347549155526,0,0.171151162790698,2.03087021947765,"SAN JUAN CAPISTRANO",1.192862982,1.192862129,1.291764465,92.34354303,"LAGUNA NIGUEL"
"63",0.005115,"J03-9368-1 (J03TBN1)","Flowing",2022-07-08,"Yes","Direct Connection","Priority",45,0.000741,0,33.5378206,-117.69749913,0,0.00133721405228758,0.00527024674007145,0,0.000279329608938548,0.00258347549155526,0,0.171151162790698,2.03087021947765,"LAGUNA NIGUEL",91.152289,91.15076265,98.70823565,92.34354303,"LAGUNA NIGUEL"
"64",0.005115,"J03-9368-1 (J03TBN1)","Flowing",2022-07-08,"Yes","Direct Connection","Priority",45,0.000741,0,33.5378206,-117.69749913,0,0.00133721405228758,0.00527024674007145,0,0.000279329608938548,0.00258347549155526,0,0.171151162790698,2.03087021947765,"SAN JUAN CAPISTRANO",1.192862982,1.192862129,1.291764465,92.34354303,"LAGUNA NIGUEL"
"65",0.005115,"J03-9368-1 (J03TBN1)","Flowing",2022-07-08,"Yes","Direct Connection","Priority",45,0.000741,0.001,33.5378206,-117.69749913,0,0.00133721405228758,0.00527024674007145,0,0.000279329608938548,0.00258347549155526,0,0.171151162790698,2.03087021947765,"LAGUNA NIGUEL",91.152289,91.15076265,98.70823565,92.34354303,"LAGUNA NIGUEL"
"66",0.005115,"J03-9368-1 (J03TBN1)","Flowing",2022-07-08,"Yes","Direct Connection","Priority",45,0.000741,0.001,33.5378206,-117.69749913,0,0.00133721405228758,0.00527024674007145,0,0.000279329608938548,0.00258347549155526,0,0.171151162790698,2.03087021947765,"SAN JUAN CAPISTRANO",1.192862982,1.192862129,1.291764465,92.34354303,"LAGUNA NIGUEL"
"67",0.005115,"J03-9368-1 (J03TBN1)","Flowing",2023-09-01,"Yes","Direct Connection","Priority",45,NA,NA,33.5378206,-117.69749913,0,0.00133721405228758,0.00527024674007145,0,0.000279329608938548,0.00258347549155526,0,0.171151162790698,2.03087021947765,"LAGUNA NIGUEL",91.152289,91.15076265,98.70823565,92.34354303,"LAGUNA NIGUEL"
"68",0.005115,"J03-9368-1 (J03TBN1)","Flowing",2023-09-01,"Yes","Direct Connection","Priority",45,NA,NA,33.5378206,-117.69749913,0,0.00133721405228758,0.00527024674007145,0,0.000279329608938548,0.00258347549155526,0,0.171151162790698,2.03087021947765,"SAN JUAN CAPISTRANO",1.192862982,1.192862129,1.291764465,92.34354303,"LAGUNA NIGUEL"
"69",0.303774,"J01-9005-3","Flowing",2021-07-28,"Yes",NA,"Priority",52,0.613233,NA,33.5461744,-117.70304417,0,0.134077205882353,0.648814494503081,NA,NA,NA,0.235,1.13151485148515,6.16958649767367,"LAGUNA HILLS",3.399706881,2.7957869,1.384801424,201.89063791,"LAGUNA NIGUEL"
"70",0.303774,"J01-9005-3","Flowing",2021-07-28,"Yes",NA,"Priority",52,0.613233,NA,33.5461744,-117.70304417,0,0.134077205882353,0.648814494503081,NA,NA,NA,0.235,1.13151485148515,6.16958649767367,"LAGUNA NIGUEL",199.0983629,199.0950289,98.6151983,201.89063791,"LAGUNA NIGUEL"
"71",0.303774,"J01-9005-3","Pooled or Ponded",2023-06-29,"Yes",NA,"Priority",52,NA,NA,33.5461744,-117.70304417,0,0.134077205882353,0.648814494503081,NA,NA,NA,0.235,1.13151485148515,6.16958649767367,"LAGUNA HILLS",3.399706881,2.7957869,1.384801424,201.89063791,"LAGUNA NIGUEL"
"72",0.303774,"J01-9005-3","Pooled or Ponded",2023-06-29,"Yes",NA,"Priority",52,NA,NA,33.5461744,-117.70304417,0,0.134077205882353,0.648814494503081,NA,NA,NA,0.235,1.13151485148515,6.16958649767367,"LAGUNA NIGUEL",199.0983629,199.0950289,98.6151983,201.89063791,"LAGUNA NIGUEL"
"73",0.303774,"J01-9005-3","Flowing",2021-05-05,"Yes","Direct Connection","Priority",52,0.07125,0.027,33.5461744,-117.70304417,0,0.134077205882353,0.648814494503081,NA,NA,NA,0.235,1.13151485148515,6.16958649767367,"LAGUNA HILLS",3.399706881,2.7957869,1.384801424,201.89063791,"LAGUNA NIGUEL"
"74",0.303774,"J01-9005-3","Flowing",2021-05-05,"Yes","Direct Connection","Priority",52,0.07125,0.027,33.5461744,-117.70304417,0,0.134077205882353,0.648814494503081,NA,NA,NA,0.235,1.13151485148515,6.16958649767367,"LAGUNA NIGUEL",199.0983629,199.0950289,98.6151983,201.89063791,"LAGUNA NIGUEL"
"75",0.303774,"J01-9005-3","Flowing",2021-05-05,"Yes","Direct Connection","Priority",52,0.07125,0,33.5461744,-117.70304417,0,0.134077205882353,0.648814494503081,NA,NA,NA,0.235,1.13151485148515,6.16958649767367,"LAGUNA HILLS",3.399706881,2.7957869,1.384801424,201.89063791,"LAGUNA NIGUEL"
"76",0.303774,"J01-9005-3","Flowing",2021-05-05,"Yes","Direct Connection","Priority",52,0.07125,0,33.5461744,-117.70304417,0,0.134077205882353,0.648814494503081,NA,NA,NA,0.235,1.13151485148515,6.16958649767367,"LAGUNA NIGUEL",199.0983629,199.0950289,98.6151983,201.89063791,"LAGUNA NIGUEL"
"77",0.303774,"J01-9005-3","Flowing",2022-07-08,"Yes","Direct Connection","Priority",52,NA,NA,33.5461744,-117.70304417,0,0.134077205882353,0.648814494503081,NA,NA,NA,0.235,1.13151485148515,6.16958649767367,"LAGUNA HILLS",3.399706881,2.7957869,1.384801424,201.89063791,"LAGUNA NIGUEL"
"78",0.303774,"J01-9005-3","Flowing",2022-07-08,"Yes","Direct Connection","Priority",52,NA,NA,33.5461744,-117.70304417,0,0.134077205882353,0.648814494503081,NA,NA,NA,0.235,1.13151485148515,6.16958649767367,"LAGUNA NIGUEL",199.0983629,199.0950289,98.6151983,201.89063791,"LAGUNA NIGUEL"
"79",0.303774,"J01-9005-3","Flowing",2023-08-28,"Yes","Partial - Significant Distance","Priority",52,NA,NA,33.5461744,-117.70304417,0,0.134077205882353,0.648814494503081,NA,NA,NA,0.235,1.13151485148515,6.16958649767367,"LAGUNA HILLS",3.399706881,2.7957869,1.384801424,201.89063791,"LAGUNA NIGUEL"
"80",0.303774,"J01-9005-3","Flowing",2023-08-28,"Yes","Partial - Significant Distance","Priority",52,NA,NA,33.5461744,-117.70304417,0,0.134077205882353,0.648814494503081,NA,NA,NA,0.235,1.13151485148515,6.16958649767367,"LAGUNA NIGUEL",199.0983629,199.0950289,98.6151983,201.89063791,"LAGUNA NIGUEL"
"81",0.344732,"J03-9234-8","Pooled or Ponded",2022-07-06,"Yes","Partial - Significant Distance",NA,NA,NA,NA,33.51992,-117.715433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL"
"82",0.344732,"J03-9234-8","Flowing",2023-06-28,"Yes","Undetermined",NA,NA,0.872727,NA,33.51992,-117.715433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA NIGUEL"
