"","AvgDischarge","FacilityID","FlowCondition","ObsRecordDate","PersistentFlow","FlowConnectivity","Priority","PrioritizationScore2022","FloatDischargeCFS","VolumeDischargeCFS","PointY","PointX","Juris in Trib","Acres","AREA","PERCENTAGE","area_acres","Juris Discharge Point"
"29",0,"L03-455-3 (L03P37)","Dry",2022-07-06,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"LAGUNA NIGUEL",3.030775074,3.030724323,4.200759936,72.14698507,"SAN JUAN CAPISTRANO"
"30",0,"L03-455-3 (L03P37)","Dry",2022-07-06,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"MISSION VIEJO",43.30716458,43.30696036,60.02596233,72.14698507,"SAN JUAN CAPISTRANO"
"31",0,"L03-455-3 (L03P37)","Dry",2022-07-06,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"SAN JUAN CAPISTRANO",25.80938429,25.80936582,35.77328003,72.14698507,"SAN JUAN CAPISTRANO"
"32",0,"L03-455-3 (L03P37)","Dry",2021-08-25,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"LAGUNA NIGUEL",3.030775074,3.030724323,4.200759936,72.14698507,"SAN JUAN CAPISTRANO"
"33",0,"L03-455-3 (L03P37)","Dry",2021-08-25,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"MISSION VIEJO",43.30716458,43.30696036,60.02596233,72.14698507,"SAN JUAN CAPISTRANO"
"34",0,"L03-455-3 (L03P37)","Dry",2021-08-25,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"SAN JUAN CAPISTRANO",25.80938429,25.80936582,35.77328003,72.14698507,"SAN JUAN CAPISTRANO"
"35",0,"L03-455-3 (L03P37)","Dry",2023-08-31,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"LAGUNA NIGUEL",3.030775074,3.030724323,4.200759936,72.14698507,"SAN JUAN CAPISTRANO"
"36",0,"L03-455-3 (L03P37)","Dry",2023-08-31,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"MISSION VIEJO",43.30716458,43.30696036,60.02596233,72.14698507,"SAN JUAN CAPISTRANO"
"37",0,"L03-455-3 (L03P37)","Dry",2023-08-31,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"SAN JUAN CAPISTRANO",25.80938429,25.80936582,35.77328003,72.14698507,"SAN JUAN CAPISTRANO"
"38",0,"L03-455-3 (L03P37)","Dry",2021-05-14,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"LAGUNA NIGUEL",3.030775074,3.030724323,4.200759936,72.14698507,"SAN JUAN CAPISTRANO"
"39",0,"L03-455-3 (L03P37)","Dry",2021-05-14,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"MISSION VIEJO",43.30716458,43.30696036,60.02596233,72.14698507,"SAN JUAN CAPISTRANO"
"40",0,"L03-455-3 (L03P37)","Dry",2021-05-14,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"SAN JUAN CAPISTRANO",25.80938429,25.80936582,35.77328003,72.14698507,"SAN JUAN CAPISTRANO"
"41",0,"L03-455-3 (L03P37)","Dry",2023-06-29,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"LAGUNA NIGUEL",3.030775074,3.030724323,4.200759936,72.14698507,"SAN JUAN CAPISTRANO"
"42",0,"L03-455-3 (L03P37)","Dry",2023-06-29,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"MISSION VIEJO",43.30716458,43.30696036,60.02596233,72.14698507,"SAN JUAN CAPISTRANO"
"43",0,"L03-455-3 (L03P37)","Dry",2023-06-29,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"SAN JUAN CAPISTRANO",25.80938429,25.80936582,35.77328003,72.14698507,"SAN JUAN CAPISTRANO"
"44",0,"L03-455-3 (L03P37)","Dry",2022-08-11,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"LAGUNA NIGUEL",3.030775074,3.030724323,4.200759936,72.14698507,"SAN JUAN CAPISTRANO"
"45",0,"L03-455-3 (L03P37)","Dry",2022-08-11,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"MISSION VIEJO",43.30716458,43.30696036,60.02596233,72.14698507,"SAN JUAN CAPISTRANO"
"46",0,"L03-455-3 (L03P37)","Dry",2022-08-11,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"SAN JUAN CAPISTRANO",25.80938429,25.80936582,35.77328003,72.14698507,"SAN JUAN CAPISTRANO"
"47",0.114855,"L03-693-1 (L03P11)","Flowing",2023-05-18,"Yes","Direct Connection","Priority",55,0.532895,0.032,33.59775734,-117.65573521,"MISSION VIEJO",279.8136716,279.8123521,100,279.81210476,"MISSION VIEJO"
"48",0.114855,"L03-693-1 (L03P11)","Flowing",2021-07-15,"Yes","Direct Connection","Priority",55,0.054,NA,33.59775734,-117.65573521,"MISSION VIEJO",279.8136716,279.8123521,100,279.81210476,"MISSION VIEJO"
"49",0.114855,"L03-693-1 (L03P11)","Flowing",2021-05-06,"Yes","Direct Connection","Priority",55,0.0528,NA,33.59775734,-117.65573521,"MISSION VIEJO",279.8136716,279.8123521,100,279.81210476,"MISSION VIEJO"
"50",0.114855,"L03-693-1 (L03P11)","Flowing",2023-08-02,"Yes","Direct Connection","Priority",55,0.112,0.038,33.59775734,-117.65573521,"MISSION VIEJO",279.8136716,279.8123521,100,279.81210476,"MISSION VIEJO"
"51",0.114855,"L03-693-1 (L03P11)","Flowing",2021-07-19,"Yes","Direct Connection","Priority",55,0.07584,NA,33.59775734,-117.65573521,"MISSION VIEJO",279.8136716,279.8123521,100,279.81210476,"MISSION VIEJO"
"52",0.114855,"L03-693-1 (L03P11)","Flowing",2022-07-06,"Yes","Direct Connection","Priority",55,0.028,0.011,33.59775734,-117.65573521,"MISSION VIEJO",279.8136716,279.8123521,100,279.81210476,"MISSION VIEJO"
"53",0.114855,"L03-693-1 (L03P11)","Flowing",2022-08-23,"Yes","Direct Connection","Priority",55,0.110294,0.011,33.59775734,-117.65573521,"MISSION VIEJO",279.8136716,279.8123521,100,279.81210476,"MISSION VIEJO"
"54",0.114855,"L03-693-1 (L03P11)","Flowing",2022-11-21,"Yes","Direct Connection","Priority",55,0.043158,NA,33.59775734,-117.65573521,"MISSION VIEJO",279.8136716,279.8123521,100,279.81210476,"MISSION VIEJO"
"55",0.114855,"L03-693-1 (L03P11)","Flowing",2021-08-11,"Yes","Direct Connection","Priority",55,0.058333,NA,33.59775734,-117.65573521,"MISSION VIEJO",279.8136716,279.8123521,100,279.81210476,"MISSION VIEJO"
"56",0.114855,"L03-693-1 (L03P11)","Flowing",2021-08-17,"Yes","Direct Connection","Priority",55,0.28,0.031,33.59775734,-117.65573521,"MISSION VIEJO",279.8136716,279.8123521,100,279.81210476,"MISSION VIEJO"
"57",0.114855,"L03-693-1 (L03P11)","Flowing",2021-08-02,"Yes","Direct Connection","Priority",55,0.06816,NA,33.59775734,-117.65573521,"MISSION VIEJO",279.8136716,279.8123521,100,279.81210476,"MISSION VIEJO"
"58",0.01245,"L03-141-3","Flowing",2021-05-06,"Yes","Direct Connection","Priority",57,0.00375,NA,33.65655533,-117.63437842,NA,NA,NA,NA,NA,"MISSION VIEJO"
"59",0.01245,"L03-141-3","Pooled or Ponded",2022-08-09,"Yes","Direct Connection","Priority",57,NA,NA,33.65655533,-117.63437842,NA,NA,NA,NA,NA,"MISSION VIEJO"
"60",0.408144,"L02-344-2","Pooled or Ponded",2023-08-17,"Yes",NA,NA,NA,NA,NA,33.59189214,-117.62860278,NA,NA,NA,NA,NA,"ORANGE CO"
"61",0.408144,"L02-344-2","Pooled or Ponded",2023-06-01,"Yes","Unsafe to Access",NA,NA,NA,NA,33.59189214,-117.62860278,NA,NA,NA,NA,NA,"ORANGE CO"
"62",0.408144,"L02-344-2","Pooled or Ponded",2022-07-26,"Yes","Undetermined",NA,NA,NA,NA,33.59189214,-117.62860278,NA,NA,NA,NA,NA,"ORANGE CO"
"63",0.408144,"L02-344-2","Flowing",2021-05-03,"Yes","Undetermined",NA,NA,0.42,NA,33.59189214,-117.62860278,NA,NA,NA,NA,NA,"ORANGE CO"
"64",0.408144,"L02-344-2","Flowing",2022-09-19,"Yes","Undetermined",NA,NA,0.06,NA,33.59189214,-117.62860278,NA,NA,NA,NA,NA,"ORANGE CO"
"65",0.133895,"L03-708-11 (L03P05)","Flowing",2021-05-13,"Yes","Direct Connection","Priority",48,0.0225,0.008,33.56274915,-117.67587321,"LAGUNA HILLS",206.3489796,169.6933866,98.82675596,171.70778799,"LAGUNA NIGUEL"
"66",0.133895,"L03-708-11 (L03P05)","Flowing",2021-05-13,"Yes","Direct Connection","Priority",48,0.0225,0.008,33.56274915,-117.67587321,"LAGUNA NIGUEL",2.014587167,2.014553432,1.173244193,171.70778799,"LAGUNA NIGUEL"
"67",0.133895,"L03-708-11 (L03P05)","Flowing",2021-08-25,"Yes","Partial - Significant Distance","Priority",48,0.0675,0.121,33.56274915,-117.67587321,"LAGUNA HILLS",206.3489796,169.6933866,98.82675596,171.70778799,"LAGUNA NIGUEL"
"68",0.133895,"L03-708-11 (L03P05)","Flowing",2021-08-25,"Yes","Partial - Significant Distance","Priority",48,0.0675,0.121,33.56274915,-117.67587321,"LAGUNA NIGUEL",2.014587167,2.014553432,1.173244193,171.70778799,"LAGUNA NIGUEL"
"69",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-17,"Yes","Direct Connection","Priority",48,0.091837,0.023,33.56274915,-117.67587321,"LAGUNA HILLS",206.3489796,169.6933866,98.82675596,171.70778799,"LAGUNA NIGUEL"
"70",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-17,"Yes","Direct Connection","Priority",48,0.091837,0.023,33.56274915,-117.67587321,"LAGUNA NIGUEL",2.014587167,2.014553432,1.173244193,171.70778799,"LAGUNA NIGUEL"
"71",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-17,"Yes","Direct Connection","Priority",48,0.091837,0.064,33.56274915,-117.67587321,"LAGUNA HILLS",206.3489796,169.6933866,98.82675596,171.70778799,"LAGUNA NIGUEL"
"72",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-17,"Yes","Direct Connection","Priority",48,0.091837,0.064,33.56274915,-117.67587321,"LAGUNA NIGUEL",2.014587167,2.014553432,1.173244193,171.70778799,"LAGUNA NIGUEL"
"73",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-17,"Yes","Direct Connection","Priority",48,0.105943,0.023,33.56274915,-117.67587321,"LAGUNA HILLS",206.3489796,169.6933866,98.82675596,171.70778799,"LAGUNA NIGUEL"
"74",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-17,"Yes","Direct Connection","Priority",48,0.105943,0.023,33.56274915,-117.67587321,"LAGUNA NIGUEL",2.014587167,2.014553432,1.173244193,171.70778799,"LAGUNA NIGUEL"
"75",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-17,"Yes","Direct Connection","Priority",48,0.105943,0.064,33.56274915,-117.67587321,"LAGUNA HILLS",206.3489796,169.6933866,98.82675596,171.70778799,"LAGUNA NIGUEL"
"76",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-17,"Yes","Direct Connection","Priority",48,0.105943,0.064,33.56274915,-117.67587321,"LAGUNA NIGUEL",2.014587167,2.014553432,1.173244193,171.70778799,"LAGUNA NIGUEL"
"77",0.133895,"L03-708-11 (L03P05)","Flowing",2022-08-04,"Yes","None - Flow Infiltrates or Outfall is Dry","Priority",48,0.034682,0.012,33.56274915,-117.67587321,"LAGUNA HILLS",206.3489796,169.6933866,98.82675596,171.70778799,"LAGUNA NIGUEL"
"78",0.133895,"L03-708-11 (L03P05)","Flowing",2022-08-04,"Yes","None - Flow Infiltrates or Outfall is Dry","Priority",48,0.034682,0.012,33.56274915,-117.67587321,"LAGUNA NIGUEL",2.014587167,2.014553432,1.173244193,171.70778799,"LAGUNA NIGUEL"
"79",0.133895,"L03-708-11 (L03P05)","Flowing",2023-09-01,"Yes","Direct Connection","Priority",48,0.216867,NA,33.56274915,-117.67587321,"LAGUNA HILLS",206.3489796,169.6933866,98.82675596,171.70778799,"LAGUNA NIGUEL"
"80",0.133895,"L03-708-11 (L03P05)","Flowing",2023-09-01,"Yes","Direct Connection","Priority",48,0.216867,NA,33.56274915,-117.67587321,"LAGUNA NIGUEL",2.014587167,2.014553432,1.173244193,171.70778799,"LAGUNA NIGUEL"
"81",0.133895,"L03-708-11 (L03P05)","Flowing",2023-02-16,"Yes","Direct Connection","Priority",48,0.081,NA,33.56274915,-117.67587321,"LAGUNA HILLS",206.3489796,169.6933866,98.82675596,171.70778799,"LAGUNA NIGUEL"
"82",0.133895,"L03-708-11 (L03P05)","Flowing",2023-02-16,"Yes","Direct Connection","Priority",48,0.081,NA,33.56274915,-117.67587321,"LAGUNA NIGUEL",2.014587167,2.014553432,1.173244193,171.70778799,"LAGUNA NIGUEL"
"83",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-17,"Yes","Direct Connection","Priority",48,0.114545,0.023,33.56274915,-117.67587321,"LAGUNA HILLS",206.3489796,169.6933866,98.82675596,171.70778799,"LAGUNA NIGUEL"
"84",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-17,"Yes","Direct Connection","Priority",48,0.114545,0.023,33.56274915,-117.67587321,"LAGUNA NIGUEL",2.014587167,2.014553432,1.173244193,171.70778799,"LAGUNA NIGUEL"
"85",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-17,"Yes","Direct Connection","Priority",48,0.114545,0.064,33.56274915,-117.67587321,"LAGUNA HILLS",206.3489796,169.6933866,98.82675596,171.70778799,"LAGUNA NIGUEL"
"86",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-17,"Yes","Direct Connection","Priority",48,0.114545,0.064,33.56274915,-117.67587321,"LAGUNA NIGUEL",2.014587167,2.014553432,1.173244193,171.70778799,"LAGUNA NIGUEL"
"87",0.133895,"L03-708-11 (L03P05)","Flowing",2023-06-27,"Yes","Direct Connection","Priority",48,0.307895,NA,33.56274915,-117.67587321,"LAGUNA HILLS",206.3489796,169.6933866,98.82675596,171.70778799,"LAGUNA NIGUEL"
"88",0.133895,"L03-708-11 (L03P05)","Flowing",2023-06-27,"Yes","Direct Connection","Priority",48,0.307895,NA,33.56274915,-117.67587321,"LAGUNA NIGUEL",2.014587167,2.014553432,1.173244193,171.70778799,"LAGUNA NIGUEL"
"89",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-18,"Yes","Direct Connection","Priority",48,0.095,0.012,33.56274915,-117.67587321,"LAGUNA HILLS",206.3489796,169.6933866,98.82675596,171.70778799,"LAGUNA NIGUEL"
"90",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-18,"Yes","Direct Connection","Priority",48,0.095,0.012,33.56274915,-117.67587321,"LAGUNA NIGUEL",2.014587167,2.014553432,1.173244193,171.70778799,"LAGUNA NIGUEL"
"91",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-18,"Yes","Direct Connection","Priority",48,0.095,0.037,33.56274915,-117.67587321,"LAGUNA HILLS",206.3489796,169.6933866,98.82675596,171.70778799,"LAGUNA NIGUEL"
"92",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-18,"Yes","Direct Connection","Priority",48,0.095,0.037,33.56274915,-117.67587321,"LAGUNA NIGUEL",2.014587167,2.014553432,1.173244193,171.70778799,"LAGUNA NIGUEL"
"93",0.133895,"L03-708-11 (L03P05)","Flowing",2022-12-08,"Yes","Direct Connection","Priority",48,0.048,NA,33.56274915,-117.67587321,"LAGUNA HILLS",206.3489796,169.6933866,98.82675596,171.70778799,"LAGUNA NIGUEL"
"94",0.133895,"L03-708-11 (L03P05)","Flowing",2022-12-08,"Yes","Direct Connection","Priority",48,0.048,NA,33.56274915,-117.67587321,"LAGUNA NIGUEL",2.014587167,2.014553432,1.173244193,171.70778799,"LAGUNA NIGUEL"
"95",0.133895,"L03-708-11 (L03P05)","Flowing",2022-06-23,"Yes","Direct Connection","Priority",48,0.171701,0.022,33.56274915,-117.67587321,"LAGUNA HILLS",206.3489796,169.6933866,98.82675596,171.70778799,"LAGUNA NIGUEL"
"96",0.133895,"L03-708-11 (L03P05)","Flowing",2022-06-23,"Yes","Direct Connection","Priority",48,0.171701,0.022,33.56274915,-117.67587321,"LAGUNA NIGUEL",2.014587167,2.014553432,1.173244193,171.70778799,"LAGUNA NIGUEL"
"97",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-18,"Yes","Direct Connection","Priority",48,0.06281,0.012,33.56274915,-117.67587321,"LAGUNA HILLS",206.3489796,169.6933866,98.82675596,171.70778799,"LAGUNA NIGUEL"
"98",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-18,"Yes","Direct Connection","Priority",48,0.06281,0.012,33.56274915,-117.67587321,"LAGUNA NIGUEL",2.014587167,2.014553432,1.173244193,171.70778799,"LAGUNA NIGUEL"
"99",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-18,"Yes","Direct Connection","Priority",48,0.06281,0.037,33.56274915,-117.67587321,"LAGUNA HILLS",206.3489796,169.6933866,98.82675596,171.70778799,"LAGUNA NIGUEL"
"100",0.133895,"L03-708-11 (L03P05)","Flowing",2023-08-18,"Yes","Direct Connection","Priority",48,0.06281,0.037,33.56274915,-117.67587321,"LAGUNA NIGUEL",2.014587167,2.014553432,1.173244193,171.70778799,"LAGUNA NIGUEL"
"101",NA,"L02-502-6","Other - See Comments",2023-06-29,"Unknown","Unsafe to Access","Not A Priority",NA,NA,NA,33.53046796,-117.66923072,"SAN JUAN CAPISTRANO",39.57532287,39.57529455,100,39.57525956,"SAN JUAN CAPISTRANO"
"102",NA,"L02-502-6","Other - See Comments",2023-08-31,"Unknown",NA,"Not A Priority",NA,NA,NA,33.53046796,-117.66923072,"SAN JUAN CAPISTRANO",39.57532287,39.57529455,100,39.57525956,"SAN JUAN CAPISTRANO"
"103",NA,"L02-502-6","Other - See Comments",2022-08-11,"Unknown","Undetermined","Not A Priority",NA,NA,NA,33.53046796,-117.66923072,"SAN JUAN CAPISTRANO",39.57532287,39.57529455,100,39.57525956,"SAN JUAN CAPISTRANO"
"104",NA,"L02-502-6",NA,2021-05-14,"Unknown",NA,"Not A Priority",NA,NA,NA,33.53046796,-117.66923072,"SAN JUAN CAPISTRANO",39.57532287,39.57529455,100,39.57525956,"SAN JUAN CAPISTRANO"
"105",0.009971,"L02-198-1 (L02P29)","Pooled or Ponded",2023-06-12,"Yes","None - Flow Infiltrates or Outfall is Dry","Priority",43,NA,NA,33.6089755,-117.62622119,NA,NA,NA,NA,NA,"RANCHO SANTA MARGARITA"
"106",0.009971,"L02-198-1 (L02P29)","Flowing",2022-07-27,"Yes","None - Flow Infiltrates or Outfall is Dry","Priority",43,NA,NA,33.6089755,-117.62622119,NA,NA,NA,NA,NA,"RANCHO SANTA MARGARITA"
"107",0.009971,"L02-198-1 (L02P29)","Flowing",2023-08-11,"Yes","Direct Connection","Priority",43,0.016457,NA,33.6089755,-117.62622119,NA,NA,NA,NA,NA,"RANCHO SANTA MARGARITA"
"108",0.009971,"L02-198-1 (L02P29)","Flowing",2021-05-12,"Yes","Direct Connection","Priority",43,0.0016,0.001,33.6089755,-117.62622119,NA,NA,NA,NA,NA,"RANCHO SANTA MARGARITA"
"109",0.009971,"L02-198-1 (L02P29)","Flowing",2022-09-20,"Yes","Partial - Significant Distance","Priority",43,0.012,NA,33.6089755,-117.62622119,NA,NA,NA,NA,NA,"RANCHO SANTA MARGARITA"
"110",0.228296,"L04-136-1u (L04P07)","Flowing",2022-08-23,"Yes","Partial - Significant Distance","Not A Priority",NA,0.226573,NA,33.6084557,-117.67902299,NA,NA,NA,NA,NA,"MISSION VIEJO"
