"","AvgDischarge","FacilityID","FlowCondition","ObsRecordDate","PersistentFlow","FlowConnectivity","Priority","PrioritizationScore2022","FloatDischargeCFS","VolumeDischargeCFS","PointY","PointX","SWN_median2021","SWN_avg2021","SWN_sd2021","SWN_median2022","SWN_avg2022","SWN_sd2022","SWN_median2023","SWN_avg2023","SWN_sd2023","Juris in Trib","Acres","AREA","PERCENTAGE","area_acres","Juris Discharge Point"
"11",0.083379,"J01-9066-2 (J01P03)","Flowing",2022-07-01,"Yes","Direct Connection","Priority",64,NA,0.002,33.61059435,-117.69276829,0,0.916655200533768,16.8654156643349,0.256,0.8012,2.46544916520436,NA,NA,NA,"LAKE FOREST",11.10607353,3.440043196,0.818376545,420.34930926,"MISSION VIEJO"
"12",0.083379,"J01-9066-2 (J01P03)","Flowing",2022-07-01,"Yes","Direct Connection","Priority",64,NA,0.002,33.61059435,-117.69276829,0,0.916655200533768,16.8654156643349,0.256,0.8012,2.46544916520436,NA,NA,NA,"MISSION VIEJO",416.9116038,416.9096378,99.18162349,420.34930926,"MISSION VIEJO"
"13",0.083379,"J01-9066-2 (J01P03)","Flowing",2023-07-05,"Yes","Direct Connection","Priority",64,NA,0.024,33.61059435,-117.69276829,0,0.916655200533768,16.8654156643349,0.256,0.8012,2.46544916520436,NA,NA,NA,"LAKE FOREST",11.10607353,3.440043196,0.818376545,420.34930926,"MISSION VIEJO"
"14",0.083379,"J01-9066-2 (J01P03)","Flowing",2023-07-05,"Yes","Direct Connection","Priority",64,NA,0.024,33.61059435,-117.69276829,0,0.916655200533768,16.8654156643349,0.256,0.8012,2.46544916520436,NA,NA,NA,"MISSION VIEJO",416.9116038,416.9096378,99.18162349,420.34930926,"MISSION VIEJO"
"15",0.083379,"J01-9066-2 (J01P03)","Flowing",2021-05-04,"Yes","Direct Connection","Priority",64,0.0384,NA,33.61059435,-117.69276829,0,0.916655200533768,16.8654156643349,0.256,0.8012,2.46544916520436,NA,NA,NA,"LAKE FOREST",11.10607353,3.440043196,0.818376545,420.34930926,"MISSION VIEJO"
"16",0.083379,"J01-9066-2 (J01P03)","Flowing",2021-05-04,"Yes","Direct Connection","Priority",64,0.0384,NA,33.61059435,-117.69276829,0,0.916655200533768,16.8654156643349,0.256,0.8012,2.46544916520436,NA,NA,NA,"MISSION VIEJO",416.9116038,416.9096378,99.18162349,420.34930926,"MISSION VIEJO"
"17",0.083379,"J01-9066-2 (J01P03)","Flowing",2023-04-25,"Yes",NA,"Priority",64,0.014375,0.042,33.61059435,-117.69276829,0,0.916655200533768,16.8654156643349,0.256,0.8012,2.46544916520436,NA,NA,NA,"LAKE FOREST",11.10607353,3.440043196,0.818376545,420.34930926,"MISSION VIEJO"
"18",0.083379,"J01-9066-2 (J01P03)","Flowing",2023-04-25,"Yes",NA,"Priority",64,0.014375,0.042,33.61059435,-117.69276829,0,0.916655200533768,16.8654156643349,0.256,0.8012,2.46544916520436,NA,NA,NA,"MISSION VIEJO",416.9116038,416.9096378,99.18162349,420.34930926,"MISSION VIEJO"
"19",0.083379,"J01-9066-2 (J01P03)","Flowing",2022-06-21,"Yes","Direct Connection","Priority",64,0.365414,NA,33.61059435,-117.69276829,0,0.916655200533768,16.8654156643349,0.256,0.8012,2.46544916520436,NA,NA,NA,"LAKE FOREST",11.10607353,3.440043196,0.818376545,420.34930926,"MISSION VIEJO"
"20",0.083379,"J01-9066-2 (J01P03)","Flowing",2022-06-21,"Yes","Direct Connection","Priority",64,0.365414,NA,33.61059435,-117.69276829,0,0.916655200533768,16.8654156643349,0.256,0.8012,2.46544916520436,NA,NA,NA,"MISSION VIEJO",416.9116038,416.9096378,99.18162349,420.34930926,"MISSION VIEJO"
"21",0.083379,"J01-9066-2 (J01P03)","Flowing",2022-07-01,"Yes","Direct Connection","Priority",64,0.017671,0.002,33.61059435,-117.69276829,0,0.916655200533768,16.8654156643349,0.256,0.8012,2.46544916520436,NA,NA,NA,"LAKE FOREST",11.10607353,3.440043196,0.818376545,420.34930926,"MISSION VIEJO"
"22",0.083379,"J01-9066-2 (J01P03)","Flowing",2022-07-01,"Yes","Direct Connection","Priority",64,0.017671,0.002,33.61059435,-117.69276829,0,0.916655200533768,16.8654156643349,0.256,0.8012,2.46544916520436,NA,NA,NA,"MISSION VIEJO",416.9116038,416.9096378,99.18162349,420.34930926,"MISSION VIEJO"
"23",0.083379,"J01-9066-2 (J01P03)","Flowing",2021-07-20,"Yes","Direct Connection","Priority",64,0.077746,0.013,33.61059435,-117.69276829,0,0.916655200533768,16.8654156643349,0.256,0.8012,2.46544916520436,NA,NA,NA,"LAKE FOREST",11.10607353,3.440043196,0.818376545,420.34930926,"MISSION VIEJO"
"24",0.083379,"J01-9066-2 (J01P03)","Flowing",2021-07-20,"Yes","Direct Connection","Priority",64,0.077746,0.013,33.61059435,-117.69276829,0,0.916655200533768,16.8654156643349,0.256,0.8012,2.46544916520436,NA,NA,NA,"MISSION VIEJO",416.9116038,416.9096378,99.18162349,420.34930926,"MISSION VIEJO"
"25",0.083379,"J01-9066-2 (J01P03)","Flowing",2022-08-09,"Yes","Direct Connection","Priority",64,0.052529,0.015,33.61059435,-117.69276829,0,0.916655200533768,16.8654156643349,0.256,0.8012,2.46544916520436,NA,NA,NA,"LAKE FOREST",11.10607353,3.440043196,0.818376545,420.34930926,"MISSION VIEJO"
"26",0.083379,"J01-9066-2 (J01P03)","Flowing",2022-08-09,"Yes","Direct Connection","Priority",64,0.052529,0.015,33.61059435,-117.69276829,0,0.916655200533768,16.8654156643349,0.256,0.8012,2.46544916520436,NA,NA,NA,"MISSION VIEJO",416.9116038,416.9096378,99.18162349,420.34930926,"MISSION VIEJO"
"27",0,"J01-10006-1","Pooled or Ponded",2021-05-04,"Yes","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.62836754,-117.68367057,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAKE FOREST",74.91051418,23.2031063,100,23.20308578,"LAKE FOREST"
"28",0,"J01-10006-1","Pooled or Ponded",2022-08-09,"Yes","Direct Connection","Not A Priority",NA,NA,NA,33.62836754,-117.68367057,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAKE FOREST",74.91051418,23.2031063,100,23.20308578,"LAKE FOREST"
"29",0,"J01-10006-1","Pooled or Ponded",2023-07-17,"Yes","Unsafe to Access","Not A Priority",NA,NA,NA,33.62836754,-117.68367057,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAKE FOREST",74.91051418,23.2031063,100,23.20308578,"LAKE FOREST"
"30",0,"J01-10006-1","Pooled or Ponded",2023-09-25,"Yes","Undetermined","Not A Priority",NA,NA,NA,33.62836754,-117.68367057,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAKE FOREST",74.91051418,23.2031063,100,23.20308578,"LAKE FOREST"
"31",0,"J01-10006-1","Pooled or Ponded",2022-06-21,"Yes","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.62836754,-117.68367057,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAKE FOREST",74.91051418,23.2031063,100,23.20308578,"LAKE FOREST"
"32",0.001776,"J07-9022-6","Flowing",2022-06-21,"Unknown","Partial - Significant Distance",NA,NA,0,NA,33.628759,-117.66624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISSION VIEJO"
"33",0.001776,"J07-9022-6","Flowing",2022-08-09,"Unknown","Partial - Significant Distance",NA,NA,0.001214,NA,33.628759,-117.66624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISSION VIEJO"
"34",0.001776,"J07-9022-6","Dry",2023-08-28,"Unknown","None - Flow Infiltrates or Outfall is Dry",NA,NA,NA,NA,33.628759,-117.66624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISSION VIEJO"
"35",0.001776,"J07-9022-6","Flowing",2021-05-04,"Unknown","Direct Connection",NA,NA,0.0045,NA,33.628759,-117.66624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISSION VIEJO"
"36",0.001776,"J07-9022-6","Dry",2023-07-27,"Unknown",NA,NA,NA,NA,NA,33.628759,-117.66624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISSION VIEJO"
"37",0.001776,"J07-9022-6","Flowing",2021-07-20,"Unknown","Direct Connection",NA,NA,5e-04,NA,33.628759,-117.66624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISSION VIEJO"
"38",0.00601,"J01-9259-3","Pooled or Ponded",2023-09-25,"Yes","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.62434247,-117.68995504,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAKE FOREST",454.3888664,140.7443706,99.99231896,140.75505759,"LAKE FOREST"
"39",0.00601,"J01-9259-3","Pooled or Ponded",2022-06-21,"Yes","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.62434247,-117.68995504,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAKE FOREST",454.3888664,140.7443706,99.99231896,140.75505759,"LAKE FOREST"
"40",0.00601,"J01-9259-3","Pooled or Ponded",2021-07-20,"Yes","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.62434247,-117.68995504,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAKE FOREST",454.3888664,140.7443706,99.99231896,140.75505759,"LAKE FOREST"
"41",0.00601,"J01-9259-3","Pooled or Ponded",2023-07-17,"Yes","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.62434247,-117.68995504,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAKE FOREST",454.3888664,140.7443706,99.99231896,140.75505759,"LAKE FOREST"
"42",0.00601,"J01-9259-3",NA,2022-08-09,"Yes","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,0.013396,NA,33.62434247,-117.68995504,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAKE FOREST",454.3888664,140.7443706,99.99231896,140.75505759,"LAKE FOREST"
"43",0.00601,"J01-9259-3","Flowing",2021-05-04,"Yes","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,6e-04,NA,33.62434247,-117.68995504,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAKE FOREST",454.3888664,140.7443706,99.99231896,140.75505759,"LAKE FOREST"
"44",0,"J05-9255-1 (J05P01)","Pooled or Ponded",2022-09-21,"Yes","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.584603,-117.706386,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA HILLS",85.17570945,70.04519538,100,70.04513345,"LAGUNA HILLS"
"45",0,"J05-9255-1 (J05P01)",NA,2023-09-27,"Yes",NA,"Not A Priority",NA,NA,NA,33.584603,-117.706386,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA HILLS",85.17570945,70.04519538,100,70.04513345,"LAGUNA HILLS"
"46",0,"J05-9255-1 (J05P01)","Pooled or Ponded",2021-05-04,"Yes","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.584603,-117.706386,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA HILLS",85.17570945,70.04519538,100,70.04513345,"LAGUNA HILLS"
"47",0,"J05-9255-1 (J05P01)","Pooled or Ponded",2022-08-02,"Yes","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.584603,-117.706386,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA HILLS",85.17570945,70.04519538,100,70.04513345,"LAGUNA HILLS"
"48",0,"J05-9255-1 (J05P01)","Pooled or Ponded",2021-09-16,"Yes","Undetermined","Not A Priority",NA,NA,NA,33.584603,-117.706386,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA HILLS",85.17570945,70.04519538,100,70.04513345,"LAGUNA HILLS"
"49",0,"J05-9255-1 (J05P01)",NA,2023-07-27,"Yes",NA,"Not A Priority",NA,NA,NA,33.584603,-117.706386,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA HILLS",85.17570945,70.04519538,100,70.04513345,"LAGUNA HILLS"
"50",0,"J05-9255-1 (J05P01)",NA,2023-08-17,"Yes","Undetermined","Not A Priority",NA,NA,NA,33.584603,-117.706386,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGUNA HILLS",85.17570945,70.04519538,100,70.04513345,"LAGUNA HILLS"
"51",0.012035,"J07-9110-2","Flowing",2021-05-05,"Yes","Direct Connection","Priority",45,0.020571,0.001,33.6360887,-117.66225214,0.001,0.00498136552244436,0.0110178408528076,NA,NA,NA,0.001,0.00385416666666667,0.00786193918313403,"MISSION VIEJO",133.3916332,133.3910042,100,133.39088631,"MISSION VIEJO"
"52",0.012035,"J07-9110-2","Flowing",2023-08-28,"Yes","Direct Connection","Priority",45,NA,NA,33.6360887,-117.66225214,0.001,0.00498136552244436,0.0110178408528076,NA,NA,NA,0.001,0.00385416666666667,0.00786193918313403,"MISSION VIEJO",133.3916332,133.3910042,100,133.39088631,"MISSION VIEJO"
"53",0.012035,"J07-9110-2","Pooled or Ponded",2022-08-09,"Yes","Direct Connection","Priority",45,NA,NA,33.6360887,-117.66225214,0.001,0.00498136552244436,0.0110178408528076,NA,NA,NA,0.001,0.00385416666666667,0.00786193918313403,"MISSION VIEJO",133.3916332,133.3910042,100,133.39088631,"MISSION VIEJO"
"54",0.012035,"J07-9110-2","Flowing",2022-06-30,"Yes","Direct Connection","Priority",45,0.000586,0,33.6360887,-117.66225214,0.001,0.00498136552244436,0.0110178408528076,NA,NA,NA,0.001,0.00385416666666667,0.00786193918313403,"MISSION VIEJO",133.3916332,133.3910042,100,133.39088631,"MISSION VIEJO"
"55",0.012035,"J07-9110-2","Flowing",2022-06-30,"Yes","Direct Connection","Priority",45,0.000586,0,33.6360887,-117.66225214,0.001,0.00498136552244436,0.0110178408528076,NA,NA,NA,0.001,0.00385416666666667,0.00786193918313403,"MISSION VIEJO",133.3916332,133.3910042,100,133.39088631,"MISSION VIEJO"
"56",0.012035,"J07-9110-2","Pooled or Ponded",2023-07-17,"Yes","Direct Connection","Priority",45,NA,0,33.6360887,-117.66225214,0.001,0.00498136552244436,0.0110178408528076,NA,NA,NA,0.001,0.00385416666666667,0.00786193918313403,"MISSION VIEJO",133.3916332,133.3910042,100,133.39088631,"MISSION VIEJO"
"57",0.012035,"J07-9110-2","Flowing",2023-04-26,"Yes",NA,"Priority",45,0.125,NA,33.6360887,-117.66225214,0.001,0.00498136552244436,0.0110178408528076,NA,NA,NA,0.001,0.00385416666666667,0.00786193918313403,"MISSION VIEJO",133.3916332,133.3910042,100,133.39088631,"MISSION VIEJO"
"58",0.012035,"J07-9110-2","Flowing",2021-07-20,"Yes","Direct Connection","Priority",45,0.004898,NA,33.6360887,-117.66225214,0.001,0.00498136552244436,0.0110178408528076,NA,NA,NA,0.001,0.00385416666666667,0.00786193918313403,"MISSION VIEJO",133.3916332,133.3910042,100,133.39088631,"MISSION VIEJO"
"59",0.012035,"J07-9110-2","Flowing",2022-06-21,"Yes","Direct Connection","Priority",45,0.002264,0.002,33.6360887,-117.66225214,0.001,0.00498136552244436,0.0110178408528076,NA,NA,NA,0.001,0.00385416666666667,0.00786193918313403,"MISSION VIEJO",133.3916332,133.3910042,100,133.39088631,"MISSION VIEJO"
"60",0.165159,"J01-9992-1 (J01P27)","Flowing",2021-09-07,"Yes","Direct Connection","Priority",66,0.09,NA,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ALISO VIEJO",568.0809311,552.2218442,99.70754793,553.84107573,"ALISO VIEJO"
"61",0.165159,"J01-9992-1 (J01P27)","Flowing",2021-09-07,"Yes","Direct Connection","Priority",66,0.09,NA,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ORANGE CO",1.619726429,1.619720764,0.292452005,553.84107573,"ALISO VIEJO"
"62",0.165159,"J01-9992-1 (J01P27)","Flowing",2023-06-21,"Yes","Direct Connection","Priority",66,0.046151,0.015,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ALISO VIEJO",568.0809311,552.2218442,99.70754793,553.84107573,"ALISO VIEJO"
"63",0.165159,"J01-9992-1 (J01P27)","Flowing",2023-06-21,"Yes","Direct Connection","Priority",66,0.046151,0.015,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ORANGE CO",1.619726429,1.619720764,0.292452005,553.84107573,"ALISO VIEJO"
"64",0.165159,"J01-9992-1 (J01P27)","Flowing",2023-04-26,"Yes",NA,"Priority",66,0.197321,0.023,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ALISO VIEJO",568.0809311,552.2218442,99.70754793,553.84107573,"ALISO VIEJO"
"65",0.165159,"J01-9992-1 (J01P27)","Flowing",2023-04-26,"Yes",NA,"Priority",66,0.197321,0.023,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ORANGE CO",1.619726429,1.619720764,0.292452005,553.84107573,"ALISO VIEJO"
"66",0.165159,"J01-9992-1 (J01P27)","Flowing",2022-06-23,"Yes","Direct Connection","Priority",66,0.039616,NA,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ALISO VIEJO",568.0809311,552.2218442,99.70754793,553.84107573,"ALISO VIEJO"
"67",0.165159,"J01-9992-1 (J01P27)","Flowing",2022-06-23,"Yes","Direct Connection","Priority",66,0.039616,NA,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ORANGE CO",1.619726429,1.619720764,0.292452005,553.84107573,"ALISO VIEJO"
"68",0.165159,"J01-9992-1 (J01P27)","Flowing",2022-11-03,"Yes","Direct Connection","Priority",66,0.0416,NA,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ALISO VIEJO",568.0809311,552.2218442,99.70754793,553.84107573,"ALISO VIEJO"
"69",0.165159,"J01-9992-1 (J01P27)","Flowing",2022-11-03,"Yes","Direct Connection","Priority",66,0.0416,NA,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ORANGE CO",1.619726429,1.619720764,0.292452005,553.84107573,"ALISO VIEJO"
"70",0.165159,"J01-9992-1 (J01P27)","Flowing",2022-09-08,"Yes","Direct Connection","Priority",66,0.033,0.025,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ALISO VIEJO",568.0809311,552.2218442,99.70754793,553.84107573,"ALISO VIEJO"
"71",0.165159,"J01-9992-1 (J01P27)","Flowing",2022-09-08,"Yes","Direct Connection","Priority",66,0.033,0.025,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ORANGE CO",1.619726429,1.619720764,0.292452005,553.84107573,"ALISO VIEJO"
"72",0.165159,"J01-9992-1 (J01P27)","Flowing",2022-07-01,"Yes","Direct Connection","Priority",66,0.05125,0.001,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ALISO VIEJO",568.0809311,552.2218442,99.70754793,553.84107573,"ALISO VIEJO"
"73",0.165159,"J01-9992-1 (J01P27)","Flowing",2022-07-01,"Yes","Direct Connection","Priority",66,0.05125,0.001,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ORANGE CO",1.619726429,1.619720764,0.292452005,553.84107573,"ALISO VIEJO"
"74",0.165159,"J01-9992-1 (J01P27)","Flowing",2022-07-01,"Yes","Direct Connection","Priority",66,0.05125,0,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ALISO VIEJO",568.0809311,552.2218442,99.70754793,553.84107573,"ALISO VIEJO"
"75",0.165159,"J01-9992-1 (J01P27)","Flowing",2022-07-01,"Yes","Direct Connection","Priority",66,0.05125,0,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ORANGE CO",1.619726429,1.619720764,0.292452005,553.84107573,"ALISO VIEJO"
"76",0.165159,"J01-9992-1 (J01P27)","Flowing",2023-09-06,"Yes","Direct Connection","Priority",66,0.087591,NA,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ALISO VIEJO",568.0809311,552.2218442,99.70754793,553.84107573,"ALISO VIEJO"
"77",0.165159,"J01-9992-1 (J01P27)","Flowing",2023-09-06,"Yes","Direct Connection","Priority",66,0.087591,NA,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ORANGE CO",1.619726429,1.619720764,0.292452005,553.84107573,"ALISO VIEJO"
"78",0.165159,"J01-9992-1 (J01P27)","Flowing",2023-09-27,"Yes","Partial - Significant Distance","Priority",66,NA,NA,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ALISO VIEJO",568.0809311,552.2218442,99.70754793,553.84107573,"ALISO VIEJO"
"79",0.165159,"J01-9992-1 (J01P27)","Flowing",2023-09-27,"Yes","Partial - Significant Distance","Priority",66,NA,NA,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ORANGE CO",1.619726429,1.619720764,0.292452005,553.84107573,"ALISO VIEJO"
"80",0.165159,"J01-9992-1 (J01P27)","Flowing",2021-05-26,"Yes","Direct Connection","Priority",66,0.04125,NA,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ALISO VIEJO",568.0809311,552.2218442,99.70754793,553.84107573,"ALISO VIEJO"
"81",0.165159,"J01-9992-1 (J01P27)","Flowing",2021-05-26,"Yes","Direct Connection","Priority",66,0.04125,NA,33.57325594,-117.71661229,0.001,0.0189131212997384,0.164791903273329,0.007,0.0254823529411765,0.0928692900910565,0.009,0.0824722222222222,0.401318148542034,"ORANGE CO",1.619726429,1.619720764,0.292452005,553.84107573,"ALISO VIEJO"
"82",0.170103,"J01-9082-2","Flowing",2023-09-06,"Yes","Direct Connection","Priority",57,0.153191,NA,33.5815891,-117.74576013,0.045,0.0483764297385621,0.0639255327176223,0.037,0.0385664739884393,0.0148771100807725,0.042,0.0584583333333333,0.180900139659819,"ALISO VIEJO",125.4804575,121.9774259,97.84740395,124.66076066,"ALISO VIEJO"
"83",0.170103,"J01-9082-2","Flowing",2023-09-06,"Yes","Direct Connection","Priority",57,0.153191,NA,33.5815891,-117.74576013,0.045,0.0483764297385621,0.0639255327176223,0.037,0.0385664739884393,0.0148771100807725,0.042,0.0584583333333333,0.180900139659819,"ORANGE CO",2.683453208,2.683443822,2.152595119,124.66076066,"ALISO VIEJO"
