jurisdicti,EMC_Group,RC,EMC_Group_Area,Area_Rainfall,Juris_LU_Volume
SAN CLEMENTE,multi-family,0.485,678.1089996038748,20.2,553.6194890932635
SAN CLEMENTE,open space,0.078,2127.193350077535,20.2,279.3004868651803
SAN CLEMENTE,single family,0.405,3158.4572880766495,20.2,2153.278256146256
SAN CLEMENTE,surface street,0.471,1537.6196005231125,20.2,1219.1017002747496
SAN CLEMENTE,water,0.797,0.8250273241319684,20.2,1.1068704085108512
SAN JUAN CAPISTRANO,agriculture,0.222,410.85833035715393,20.2,153.53775805446844
SAN JUAN CAPISTRANO,business,0.414,539.6326124538084,20.2,376.06996761905907
SAN JUAN CAPISTRANO,business,0.422,201.77457956709435,20.2,143.33393550514492
SAN JUAN CAPISTRANO,business,0.486,760.5164174726307,20.2,622.1784811343591
SAN JUAN CAPISTRANO,developed open space,0.217,1386.4426412857074,20.2,506.4443894843142
SAN JUAN CAPISTRANO,highway/arterial,0.45,228.47695998404564,20.2,173.07129718791458
SAN JUAN CAPISTRANO,multi-family,0.485,429.40463662254126,20.2,350.5731020825864
SAN JUAN CAPISTRANO,open space,0.078,1913.4187885481401,20.2,251.2318869363708
SAN JUAN CAPISTRANO,single family,0.405,2527.578285161291,20.2,1723.1764959087104
SAN JUAN CAPISTRANO,surface street,0.471,822.243247403035,20.2,651.9155587034962
