jurisdicti,EMC_Group,RC,EMC_Group_Area,RC_Group,Juris_LU_Volume,"Copper, Total - Dissolved - mg/L","Copper, Total - Total - mg/L",Fecal coliforms - Total - CFU/100 mL,"Lead, Total - Total - mg/L",TN - Total - mg/L,TP - Total - mg/L,TSS - Total - mg/L,"Zinc, Total - Dissolved - mg/L","Zinc, Total - Total - mg/L"
LAGUNA HILLS,agriculture,0.222,11.201015957602184,Agriculture,4.185819663355937,0.07163864227808805,0.16517053609297327,45140624367.17652,0.006918308377900407,62.889309794268705,10.112262131464684,701.0942810813007,0.10790450209471464,0.47455780567514866
LAGUNA HILLS,business,0.414,7.301468432653245,Light Industrial,5.0883933507160455,0.11558399977836092,0.16769511811871926,278996462018.7005,0.008614863471598865,41.29170931906793,3.693381704813152,242.9917399595794,0.6104354698975798,0.9728713951885648
LAGUNA HILLS,business,0.422,73.2326405853135,Education,52.022026783787204,1.1816920426171456,1.7144586365467875,2852366242023.3843,0.08807547439215171,422.152585322954,37.75989565419537,2484.266040996506,6.240887481766099,9.94631080762613
LAGUNA HILLS,business,0.486,287.1573790390245,Commercial,234.92345179182593,5.336339061919639,7.742230853977455,12880846148798.008,0.39773526218811706,1906.3759845246811,170.5178666577311,11218.562397534211,28.182885598717412,44.916006007095604
LAGUNA HILLS,developed open space,0.217,347.40437576847,Developed Open Space,126.90102839529263,0.11425776818942844,1.609092800382714,7716322661711.426,0.2079607307850564,1123.5724286675074,112.45320995179799,9712.96850666451,3.367678604486233,3.7591317793209407
LAGUNA HILLS,highway/arterial,0.45,99.7787458348112,Freeway,75.58239996986948,3.948346651597231,4.91547483199968,478842736101.3417,0.4887189465959813,569.2403750505996,104.59930610316559,3166.7170487448348,22.26639300530523,26.83251272049413
LAGUNA HILLS,multi-family,0.485,194.21609113193236,Multi-family Residential,158.56125373496175,3.5687825221380405,4.4860746559744324,8013182177457.271,0.2267106701599128,1608.8535344959876,123.72370843533763,6286.466613854096,9.892791741803405,19.65854406023429
LAGUNA HILLS,open space,0.078,134.8476536851397,Open Space,17.705496928858842,0.014574337512792229,0.18721984186150803,63106712261.03833,0.03300373309280191,68.84707858825122,3.711144194460991,2079.0005196224506,0.37948826002585806,0.4067018140461448
LAGUNA HILLS,single family,0.405,1721.6556194272923,Single Family Residential,1173.7387185445566,26.5432002193539,39.267297576184596,88003387596647.25,2.4182522576949053,9906.442433019814,1094.3722890631452,96242.83232514973,50.91619593618736,147.53245761468133
LAGUNA HILLS,surface street,0.471,621.6059754309248,Streets and Roads,492.8402976204087,13.878190527755866,19.83402467896806,27547915571121.37,1.558175906427077,4258.532019633356,504.9217716799071,36500.56122223635,42.29707402597181,91.19408651982593
LAGUNA NIGUEL,agriculture,0.222,1.56619189939035,Agriculture,0.5852859128021738,0.01001693611043505,0.023095115356138993,6311827470.374312,9.673585485429089e-4,8.79355300723267,1.4139559388862963,98.03112395292888,0.015087841828650422,0.06635546220576814
LAGUNA NIGUEL,business,0.414,65.54446404635526,Light Industrial,45.67793699390498,1.0375846157091098,1.5053802863991221,2504519980126.7827,0.07733466415512301,370.67104813774006,33.15507374899701,2181.309624255187,5.479810818655093,8.73335751182487
LAGUNA NIGUEL,business,0.422,97.36789873637672,Education,69.16690966569747,1.5711419146369408,2.2794922260999537,3792419680522.754,0.11710248057739972,561.2812790922122,50.20441249924249,3303.004812890453,8.297694791461426,13.224313308616228
LAGUNA NIGUEL,business,0.486,588.4083428461148,Commercial,481.3768652824065,10.934583797905502,15.864447718412393,26393879768069.58,0.814991233374401,3906.316242506714,349.4046911888516,22987.727954404258,57.74897746754167,92.03647404202553
LAGUNA NIGUEL,developed open space,0.217,2273.768629900868,Developed Open Space,830.5697843589553,0.7478193919029686,10.531544756787758,50503487089309.65,1.3611071675892128,7353.804154235336,736.0085219262246,63571.57432118117,22.041524231037325,24.603593137179875
LAGUNA NIGUEL,highway/arterial,0.45,81.32050618965789,Freeway,61.60028343866585,3.2179352990835794,4.006152794929986,390260805136.48254,0.39830999867905664,463.93563133517864,85.24930282726369,2580.9006838960013,18.147295148477905,21.868720622961977
LAGUNA NIGUEL,multi-family,0.485,713.0656450417872,Multi-family Residential,582.1586770395324,13.10280830146836,16.47065235235844,29420450617165.47,0.8323697038347745,5906.916242968907,454.25240230211125,23080.803165770787,36.32144938928432,72.17647270725345
LAGUNA NIGUEL,open space,0.078,1601.083171284556,Open Space,210.22222038966223,0.17304510598929576,2.2229125234534917,749283300339.5432,0.3918623735777727,817.4402439150615,44.06343272264639,24684.54329084239,4.505768177814548,4.8288821674317495
LAGUNA NIGUEL,single family,0.405,2765.7103961667035,Single Family Residential,1885.5230625866502,42.63965683138273,63.07996321119767,141370830047242.22,3.8847405568165962,15913.955448967148,1758.0268568144477,154606.87893362786,81.7930431875904,236.99980831978425
LAGUNA NIGUEL,surface street,0.471,1230.535222676706,Streets and Roads,975.6298512992264,27.473356026834953,39.26356396106006,54534032428000.51,3.084575135648433,8430.217620451001,999.5464157462808,72256.74785428522,83.73156221518033,180.52840544957544
LAGUNA WOODS,business,0.486,12.041827738900428,Commercial,9.851419273194441,0.22377720522121433,0.3246672976692913,540153037244.519,0.016678866233504726,79.94310049787431,7.1505972911744085,470.4458451365579,1.181837829487823,1.8835344188851864
LAGUNA WOODS,developed open space,0.217,159.54874427870422,Developed Open Space,58.280497139272676,0.05247396034775301,0.7389910825419893,3543794140192.0073,0.09550793188094546,516.0112612385368,51.64519991503005,4460.772622765484,1.5466382404985324,1.726416812229632
LAGUNA WOODS,multi-family,0.485,513.4434853080536,Multi-family Residential,419.18381879691674,9.434687547224298,11.859706336850131,21184218885381.418,0.5993484678072156,4253.279742617493,327.08480385965606,16619.35069168566,26.153288544396695,51.970726624870714
LAGUNA WOODS,open space,0.078,7.606460732802005,Open Space,0.9987282942169033,8.221064510066005e-4,0.010560661135759137,3559711390.386033,0.0018616682822857362,3.8835128794486162,0.20933751398334102,117.27186483279414,0.02140610140081472,0.022941158366200455
LAGUNA WOODS,single family,0.405,0.02174854940853365,Single Family Residential,0.014827073559267816,3.3530288805565543e-4,4.960380878954928e-4,1111689237.7702649,3.054819913768288e-5,0.1251416080464427,0.013824489364450989,1.215772754098767,6.431910020315857e-4,0.0018636810449134057
LAGUNA WOODS,surface street,0.471,63.34840427341328,Streets and Roads,50.22578232817572,1.4143384376674628,2.0213026634132585,2807431976952.0576,0.15879505852723813,433.9906929047644,51.457015831697454,3719.80386274399,4.31053151173818,9.29366847897125
LAKE FOREST,agriculture,0.222,9.323612435697246,Agriculture,3.4842339672200615,0.059631281532736356,0.1374862842938841,37574599330.813034,0.005758729946492198,52.348425632971086,8.41734475862114,583.5837911872025,0.08981861657961333,0.395017119446832
LAKE FOREST,business,0.414,176.41649416282718,Light Industrial,122.94465478207427,2.7927154941907584,4.051813015368362,6741051908552.297,0.20815045978341654,997.681310718673,89.23868643385892,5871.113635509736,14.749209218019697,23.50630731250002
LAKE FOREST,business,0.422,31.57801829265465,Education,22.431971594492108,0.5095472816465958,0.7392769911635767,1229944361531.4426,0.037978269242518216,182.0327924143311,16.28212046113273,1071.2190337451912,2.6910795170907957,4.28886330080845
LAKE FOREST,business,0.486,446.9698423493028,Commercial,365.66602802596464,8.306186096316551,12.051035274855069,20049457867741.06,0.6190879302210853,2967.336504160302,265.4166305348113,17462.058899521562,43.86758221280202,69.91323082532918
LAKE FOREST,developed open space,0.217,706.5654571516634,Developed Open Space,258.0965854065501,0.2323821973609674,3.272639809406364,15693777710605.041,0.422959176871926,2285.168299761276,228.7120118219749,19754.639008303428,6.849324702532,7.6454784378404135
LAKE FOREST,highway/arterial,0.45,65.57838499331527,Freeway,49.67562663243632,2.5950035214330716,3.2306369283443575,314713650052.22076,0.321204671047461,374.12641496425385,68.74664046212006,2081.2868316794556,14.63431997162797,17.635347435973543
LAKE FOREST,multi-family,0.485,393.8112778265768,Multi-family Residential,321.51409073891443,7.2364076381993465,9.096397638312077,16248301025778.156,0.45970042024965635,3262.2665947141886,250.87412393273183,12747.046013474997,20.059578660067352,39.86155993280651
LAKE FOREST,open space,0.078,239.37101783335802,Open Space,31.42941464151991,0.025871225114749038,0.33233803392404265,112022104450.64853,0.058585648076389746,122.2119542027967,6.587733185396764,3690.4792694435127,0.673637906005406,0.7219452806365523
LAKE FOREST,single family,0.405,763.0034724954239,Single Family Residential,520.1776173737553,11.763417555739355,17.402484020646668,39001348219650.88,1.0717212252964357,4390.337934705266,485.00399692925305,42652.90598087887,22.565043709781815,65.38344614077431
LAKE FOREST,surface street,0.471,471.33898790216574,Streets and Roads,373.70111655823206,10.52327766432929,15.039348860394325,20888484276724.16,1.181502565511439,3229.0747698997957,382.86201587491354,27676.91795823431,32.072182138860285,69.14883405539875
MISSION VIEJO,agriculture,0.222,1.0056725477006214,Agriculture,0.37581983107572225,0.00643200725419206,0.01482967924217266,4052907957.989669,6.211537273509133e-4,5.646456771719037,0.907919822564348,62.94708216667006,0.009688102931083496,0.042607720520265076
MISSION VIEJO,business,0.414,131.66885329269357,Light Industrial,91.76002385967814,2.084349586685735,3.024079896959979,5031199486179.498,0.15535357100302422,744.6217246139952,66.6034974102115,4381.919069455992,11.008105981962549,17.54398614296176
MISSION VIEJO,business,0.422,541.2776372046723,Education,384.5055908822923,8.734131005234369,12.671919412684609,21082430560812.18,0.6509841007184053,3120.217325186515,279.09122131118005,18361.725620038113,46.127693924340406,73.51524634132677
MISSION VIEJO,business,0.486,967.7263810671973,Commercial,791.6969523510741,17.98357439331975,26.09148011720845,43408721274634.7,1.3403761630231759,6424.52699154484,574.6487816548836,37806.79022100607,94.97691467914953,151.36788088364628
MISSION VIEJO,developed open space,0.217,2358.4073845349944,Developed Open Space,861.4869107808912,0.7756562180380343,10.923570937845124,52383428696255.92,1.4117730155006416,7627.542131465185,763.4057002832221,65937.9623564098,22.861997843268604,25.519437192406567
MISSION VIEJO,highway/arterial,0.45,527.0756977309144,Freeway,399.25984103116764,20.856922472441777,25.965723512342276,2529460228452.192,2.5816307633075564,3006.9807487169833,552.5400403184955,16728.00739294564,117.62098762647986,141.74126208643824
MISSION VIEJO,multi-family,0.485,591.6165993004826,Multi-family Residential,483.00565194556896,10.871143410851841,13.665377655926413,24409571636276.5,0.6906008401437163,4900.852711552601,376.88432101970193,19149.69031674063,30.135195151764336,59.88340572776721
MISSION VIEJO,open space,0.078,458.209331553236,Open Space,60.162885232939885,0.04952327509650773,0.6361688635174066,214435206334.1785,0.11214595186449802,233.94084359060767,12.610385528932916,7064.397580245123,1.2894926771566904,1.3819637291628228
MISSION VIEJO,single family,0.405,4019.2983846991287,Single Family Residential,2740.156673768631,61.96653997614424,91.67163510433046,205448679529137.03,5.64554100336361,23127.12694679121,2554.871441220156,224684.1099569156,118.86661988151728,344.42252090963166
MISSION VIEJO,surface street,0.471,1778.868533688389,Streets and Roads,1410.3759169348393,39.71563564401503,56.75962553827785,78834699335379.44,4.459078901184924,12186.7692860878,1444.9498349704818,104454.75491961077,121.04281011734061,260.9728628430819
ORANGE CO,agriculture,0.222,1020.3162614579069,Agriculture,381.2921869068198,6.525664452382985,15.045615909064137,4111922817406.0083,0.6301984182927062,5728.675478888673,921.1401476359592,63863.66187764318,9.829172513323039,43.22813644448985
ORANGE CO,business,0.414,353.11185864083166,Light Industrial,246.08365428679556,5.589845572481271,8.11003093282934,13492759732693.926,0.4166299533377372,1996.9397058414254,178.6184368919742,11751.50803196955,29.52173324366417,47.04977221256007
ORANGE CO,business,0.422,154.31672747791563,Education,109.62145930939532,2.4900761114975007,3.6127284783611597,6010541481496.199,0.18559373075491056,889.5651575951011,79.56811990788125,5234.876177713304,13.150875416298648,20.958989352882934
ORANGE CO,business,0.486,817.736260007596,Commercial,668.9900343122143,15.19625914273853,22.047502048646813,36680704464919.516,1.1326282015223827,5428.774886337352,485.5826550994442,31947.02949414635,80.2562258467513,127.90702746221113
ORANGE CO,developed open space,0.217,5639.918138865754,Developed Open Space,2060.1680974920123,1.8549117520250915,26.122732771923854,125270236014905.45,3.376127589446634,18240.57773237308,1825.615745852059,157684.67838608267,54.672401881231096,61.027427940943824
ORANGE CO,highway/arterial,0.45,167.96733726491033,Freeway,127.23525797816959,6.646638701648564,8.27470030832575,806082885474.8523,0.8227084780815057,958.2580865390072,176.08225859034977,5330.845022141901,37.483200578477394,45.16979719558491
ORANGE CO,multi-family,0.485,428.56775754560744,Multi-family Residential,349.889860056193,7.87506902114347,9.899215581406786,17682322286387.8,0.5002720575613565,3550.183445046713,273.0154436242857,13872.058097156352,21.829970667931477,43.379609255872424
ORANGE CO,open space,0.078,79657.55021431607,Open Space,10459.0363431397,8.609389859881377,110.59498290583062,37278558161134.9,19.496049462145518,40669.52201154203,2192.256572095044,1228112.4940749689,224.17227369291996,240.247933792595
ORANGE CO,single family,0.405,4675.315001722693,Single Family Residential,3187.396002424446,72.08051411614794,106.63397683220474,238981334937290.28,6.566987573340438,26901.860278077384,2971.8691257363876,261356.30883471054,138.26763727016188,400.63802803744545
ORANGE CO,surface street,0.471,1765.6561276712425,Streets and Roads,1399.9004608241446,39.42065088633327,56.33804788720884,78249160811237.34,4.4259594436256915,12096.253016450255,1434.2175838049309,103678.92544920136,120.14377417261528,259.03450744579436
RANCHO SANTA MARGARITA,agriculture,0.222,21.80230699764532,Agriculture,8.147522125020057,0.1394416075964349,0.3214975095558699,87864328936.21677,0.01346619661379857,122.411399483283,19.683093414506008,1364.6505645814773,0.2100315801711123,0.9237068321857278
RANCHO SANTA MARGARITA,business,0.414,106.57065756257336,Light Industrial,74.26909125535738,1.6870391173650712,2.447641754913557,4072172151288.747,0.12574068811613884,602.6848783370879,53.907802319770525,3546.654998048943,8.909784384682151,14.199820935387915
RANCHO SANTA MARGARITA,business,0.422,108.94411167686872,Education,77.3902654648583,1.7579372917541274,2.550504415414774,4243306044007.994,0.13102496702947053,628.0128373429984,56.1732890713565,3695.7039216697685,9.284219950859596,14.796571402290486
RANCHO SANTA MARGARITA,business,0.486,429.12782234486394,Commercial,351.06947146033315,7.974622029908564,11.569985342452398,19249129088344.72,0.5943753474270114,2848.8871765974927,254.8218020188147,16765.01320497004,42.116488055591475,67.122453585406
RANCHO SANTA MARGARITA,developed open space,0.217,1571.6413066083799,Developed Open Space,574.0943752822644,0.516896851659312,7.279461306880715,34908286354879.742,0.9408047147687169,5082.989631187077,508.73311376692976,43941.019686619955,15.235222039112253,17.006138072660544
RANCHO SANTA MARGARITA,highway/arterial,0.45,362.9351177645791,Freeway,274.9233517066687,14.361712456731187,17.879543605149433,1741742125175.336,1.7776658440891213,2070.5544134356524,380.46941922375885,11518.613662633656,80.9917573122415,97.60055693879562
RANCHO SANTA MARGARITA,multi-family,0.485,452.88425128267505,Multi-family Residential,369.74225081803064,8.321892337083732,10.460886891133216,18685599064828.145,0.5286569795260614,3751.617201989413,288.5060590710303,14659.144404748786,23.068580749257148,45.84092366465551
RANCHO SANTA MARGARITA,open space,0.078,3180.22245527831,Open Space,417.56320837804213,0.3437185161353285,4.415358583485948,1488297185206.8472,0.7783540181931033,1623.6769370707664,87.52294741114356,49030.76884434663,8.949781869150346,9.591581360784977
RANCHO SANTA MARGARITA,single family,0.405,1166.1175684021223,Single Family Residential,795.0006522581469,17.97832954984341,26.596657920760624,59606750152210.484,1.6379387437913893,6709.864871437797,741.2439155941624,65187.51853780734,34.48672889479699,99.9271798568232
RANCHO SANTA MARGARITA,surface street,0.471,812.8400055457195,Streets and Roads,644.4601983969236,18.147747787857597,25.935865109517206,36022896707323.55,2.037541083068522,5568.648512517486,660.2584787057885,47729.77989109019,55.30956143400063,119.24950004080088
SAN CLEMENTE,agriculture,0.222,5.993887585146538,Agriculture,2.2399157905692615,0.038335269782019565,0.08838605618160408,24155650612.795258,0.0037021251334231247,33.65332704114781,5.411273644905054,375.1695670550614,0.05774185644722383,0.2539453698340745
SAN CLEMENTE,business,0.414,255.28235121673973,Light Industrial,177.9062705629459,4.041180962242805,5.863149917825388,9754595731286.94,0.30120278170425485,1443.6883125576105,129.13226623414607,8495.757158342834,21.34274816893538,34.01465054406838
SAN CLEMENTE,business,0.422,164.9993025705095,Education,117.2100045693376,2.6624516243929066,3.86281959868231,6426621201255.825,0.19844145632495758,951.1453035136618,85.07622281923997,5597.260468663591,14.06124473571065,22.409875340982243
SAN CLEMENTE,business,0.486,507.8940615064909,Commercial,415.5081317184602,9.438360695463013,13.693651497679568,22782298988960.316,0.7034727033416027,3371.7992718100863,301.59424126951563,19842.224634503702,49.84695249555167,79.4427529389503
SAN CLEMENTE,developed open space,0.217,3064.993591100268,Developed Open Space,1119.5910756024095,1.0080452396702422,14.196306853502247,68077667279497.08,1.8347446132386207,9912.777538812517,992.1244285956268,85693.18149097238,29.7115236870675,33.16514015182916
SAN CLEMENTE,highway/arterial,0.45,237.6955458490501,Freeway,180.05437598065546,9.405854971422624,11.709773093698287,1140711727544.6,1.164239095270087,1356.0593544739086,249.17921097931455,7543.83642681833,53.043585537221574,63.92111570693107
SAN CLEMENTE,multi-family,0.485,678.1089996038748,Multi-family Residential,553.6194890932635,12.46046880969755,15.66321090791924,27978170698059.848,0.7915644107842207,5617.341253383189,431.9835687423844,21949.312035468454,34.54086153328421,68.63816261907249
SAN CLEMENTE,open space,0.078,2127.193350077535,Open Space,279.3004868651803,0.22990710621770105,2.9533535936803275,995495101311.7296,0.5206269419167414,1086.0481717178918,58.54251843394312,32795.79554624443,5.986347415761217,6.415635501700743
SAN CLEMENTE,single family,0.405,3158.4572880766495,Single Family Residential,2153.278256146256,48.69473501883256,72.03768327014862,161446306563054.84,4.436396211609987,18173.82927713006,2007.6768508503626,176561.95103851633,93.40812896674723,270.6551535178423
SAN CLEMENTE,surface street,0.471,1537.6196005231125,Streets and Roads,1219.1017002747496,34.32942831747751,49.06192396638147,68143191362257.23,3.854341672189057,10534.00797555744,1248.9867272071535,90288.67254131014,104.62706704520477,225.57990178179506
SAN JUAN CAPISTRANO,agriculture,0.222,410.85833035715393,Agriculture,153.53775805446844,2.6277377933250894,6.058529953017071,1655778514107.9163,0.25376667971898476,2306.8083214228673,370.9223476864735,25716.45526069545,3.957985930603477,17.406994904360893
SAN JUAN CAPISTRANO,business,0.414,539.6326124538084,Light Industrial,376.06996761905907,8.542513924913587,12.393911652271619,20619905578337.4,0.6367022365420889,3051.7632416079377,272.96827159371423,17958.889865587626,45.1157038332351,71.90240393553438
SAN JUAN CAPISTRANO,business,0.422,201.77457956709435,Education,143.33393550514492,3.255862593116337,4.72377027251121,7858995587973.683,0.24267036766133998,1163.1379086688755,104.0381312107238,6844.785766954931,17.19523477092036,27.404619926471515
SAN JUAN CAPISTRANO,business,0.486,760.5164174726307,Commercial,622.1784811343591,14.132924180363315,20.504761855737694,34114028341819.867,1.0533742775968744,5048.904677144093,451.60475241693075,29711.585028105466,74.64041934532617,118.9569290888857
SAN JUAN CAPISTRANO,developed open space,0.217,1386.4426412857074,Developed Open Space,506.4443894843142,0.45598689298472134,6.421666011838705,30794772657802.85,0.8299424100101032,4484.021602294847,448.7851515449368,38763.10907517084,13.439937850745455,15.002173134791542
SAN JUAN CAPISTRANO,highway/arterial,0.45,228.47695998404564,Freeway,173.07129718791458,9.041066134601493,11.255631017377977,1096471315003.3169,1.1190862169155291,1303.4670791218114,239.51525222071984,7251.262564721911,50.9863873422957,61.44205245134342
SAN JUAN CAPISTRANO,multi-family,0.485,429.40463662254126,Multi-family Residential,350.5731020825864,7.890446940684006,9.918546121915902,17716851168443.29,0.5012489561039473,3557.1160109995317,273.54857031995095,13899.146544598145,21.8725988063773,43.46431811861961
SAN JUAN CAPISTRANO,open space,0.078,1913.4187885481401,Open Space,251.2318869363708,0.20680234668919392,2.656553178472532,895451760738.19,0.4683059828348675,976.9046038798623,52.65922568644252,29499.947139868713,5.384743055762473,5.770889378242571
SAN JUAN CAPISTRANO,single family,0.405,2527.578285161291,Single Family Residential,1723.1764959087104,38.96831383470568,57.64867697730784,129198574325747.64,3.550258150131772,14543.738303035645,1606.6579184043828,141294.97812599037,74.75053068634884,216.59374384488814
SAN JUAN CAPISTRANO,surface street,0.471,822.243247403035,Streets and Roads,651.9155587034962,18.357687825811585,26.235901046158595,36439623256003.5,2.0611121320665924,5633.068753185177,667.8965995183161,48281.9361100881,55.94940344428259,120.6290235418554
