FACILITYID,EMC_Group,RC,RC_WMAcf,EMC_Group_Area,Area_Rainfall,Trib_LU_Volume_RC,Trib_LU_Volume_RC_WMAcf,TotalVol_RC,TotalVol_RC_WMAcf
I00-11518-1,business,0.486,0.12161927879041888,8.681885889,20.2,7.102650845790899,1.7774059122741728,357.43543662180275,73.38274095092206
I00-11518-1,developed open space,0.217,0.03558707832292528,30.175992617000002,20.2,11.022787169779818,1.8076902781008766,357.43543662180275,73.38274095092206
I00-11518-1,multi-family,0.485,0.13696337177934276,2.572304232,20.2,2.100072046742,0.5930576257759378,357.43543662180275,73.38274095092206
I00-11518-1,open space,0.078,0.01509272325584778,150.71226371999998,20.2,19.788520226435995,3.8290084541069835,357.43543662180275,73.38274095092206
I00-11518-1,single family,0.405,0.07981888209877125,364.2547243,20.2,248.33065829152503,48.94191490291725,357.43543662180275,73.38274095092206
I00-11518-1,surface street,0.471,0.09285404040906696,70.41739571,20.2,55.83043218867349,11.006541839708623,357.43543662180275,73.38274095092206
I00-11518-2,agriculture,0.222,0.01579763902777137,5.625015301,20.2,2.1020682179837005,0.14958430143899604,447.85141192767526,90.2604817891074
I00-11518-2,agriculture,0.222,0.222,5.625015301,20.2,2.1020682179837005,2.1020682179837005,447.85141192767526,90.2604817891074
I00-11518-2,business,0.422,0.14449337642180793,0.014031866,20.2,0.009967769877533334,0.00341297802132792,447.85141192767526,90.2604817891074
I00-11518-2,business,0.486,0.12161927879041888,16.508026003,20.2,13.505216073054301,3.379618598176208,447.85141192767526,90.2604817891074
I00-11518-2,developed open space,0.217,0.03558707832292528,38.077843476,20.2,13.9092015910582,2.2810499835499773,447.85141192767526,90.2604817891074
I00-11518-2,multi-family,0.485,0.13696337177934276,5.518646877,20.2,4.50551528783075,1.2723516812879907,447.85141192767526,90.2604817891074
I00-11518-2,open space,0.078,0.01509272325584778,160.34055354,20.2,21.052714679802,4.0736255954689184,447.85141192767526,90.2604817891074
I00-11518-2,single family,0.405,0.07981888209877125,444.301944,20.2,302.90285032200006,59.69720221539129,447.85141192767526,90.2604817891074
I00-11518-2,surface street,0.471,0.09285404040906696,110.6915681,20.2,87.761809768085,17.301568217788986,447.85141192767526,90.2604817891074
I01-11010-1,business,0.486,0.12161927879041888,8.228227366,20.2,6.7315128081246005,1.6845303145937887,9.84016610333675,2.2973774880362687
I01-11010-1,surface street,0.471,0.09285404040906696,3.920859299,20.2,3.1086532952121497,0.6128471734424801,9.84016610333675,2.2973774880362687
I01-11010-2,business,0.486,0.12161927879041888,2.149094555,20.2,1.7581742554454998,0.43997507188305235,16.2429788806659,3.588588626820705
I01-11010-2,developed open space,0.217,0.03558707832292528,1.028992271,20.2,0.37587372672511665,0.061641694711965615,16.2429788806659,3.588588626820705
I01-11010-2,multi-family,0.485,0.13696337177934276,4.393651076,20.2,3.5870499659643333,1.012978264081344,16.2429788806659,3.588588626820705
I01-11010-2,open space,0.078,0.01509272325584778,0.021783226,20.2,0.0028601375737999997,5.534264727566064e-4,16.2429788806659,3.588588626820705
I01-11010-2,single family,0.405,0.07981888209877125,7.603586746,20.2,5.1837452640855,1.0216314865780354,16.2429788806659,3.588588626820705
I01-11010-2,surface street,0.471,0.09285404040906696,6.729236969,20.2,5.335275530871649,1.0518086830935507,16.2429788806659,3.588588626820705
I01-11015-1,business,0.486,0.12161927879041888,1.354177762,20.2,1.1078528270922,0.2772351066602469,1.8547587468284,0.4192004421452566
I01-11015-1,developed open space,0.217,0.03558707832292528,0.43619826,20.2,0.159335954407,0.026130419765621936,1.8547587468284,0.4192004421452566
I01-11015-1,surface street,0.471,0.09285404040906696,0.741085912,20.2,0.5875699653291999,0.11583491571938771,1.8547587468284,0.4192004421452566
I01-11015-2,business,0.486,0.12161927879041888,3.827647451,20.2,3.1313983796631,0.7836181327985854,38.94981056344532,7.679295902933587
I01-11015-2,developed open space,0.217,0.03558707832292528,5.566055142,20.2,2.0331871757869,0.3334340611515929,38.94981056344532,7.679295902933587
I01-11015-2,multi-family,0.485,0.13696337177934276,0.180582673,20.2,0.14743070394841665,0.041634239827994246,38.94981056344532,7.679295902933587
I01-11015-2,open space,0.078,0.01509272325584778,231.2604285,20.2,30.36449426205,5.875421906421775,38.94981056344532,7.679295902933587
I01-11015-2,single family,0.405,0.07981888209877125,2.961159549,20.2,2.01877052253075,0.3978666822774241,38.94981056344532,7.679295902933587
I01-11015-2,surface street,0.471,0.09285404040906696,1.582303739,20.2,1.25452951946615,0.247320880456215,38.94981056344532,7.679295902933587
I01-11015-3,business,0.486,0.12161927879041888,4.078418242,20.2,3.3365539637802,0.8349573800828421,36.843177451050586,7.2614967646443205
I01-11015-3,developed open space,0.217,0.03558707832292528,5.586999535,20.2,2.040837813476583,0.33468873323769005,36.843177451050586,7.2614967646443205
I01-11015-3,open space,0.078,0.01509272325584778,232.6853565,20.2,30.551587308450003,5.9116237470936825,36.843177451050586,7.2614967646443205
I01-11015-3,single family,0.405,0.07981888209877125,0.007433913,20.2,0.0050680701877500005,9.988338192205304e-4,36.843177451050586,7.2614967646443205
I01-11015-3,surface street,0.471,0.09285404040906696,1.146661153,20.2,0.9091302951560498,0.179228070410885,36.843177451050586,7.2614967646443205
I01-11021-1,business,0.486,0.12161927879041888,6.224789474,20.2,5.0925002686794,1.274374917524286,11.77253956540225,2.6804538477049498
I01-11021-1,multi-family,0.485,0.13696337177934276,1.282644093,20.2,1.04717201492675,0.2957200206130638,11.77253956540225,2.6804538477049498
I01-11021-1,single family,0.405,0.07981888209877125,2.942449315,20.2,2.0060148205012505,0.39535274184191865,11.77253956540225,2.6804538477049498
I01-11021-1,surface street,0.471,0.09285404040906696,4.574449721,20.2,3.6268524612948494,0.7150061677256814,11.77253956540225,2.6804538477049498
I01-11023-1,developed open space,0.217,0.03558707832292528,0.13290549,20.2,0.048548160405499995,0.00796169210499755,1.5347350291683999,0.29967109922999147
I01-11023-1,open space,0.078,0.01509272325584778,2.675855561,20.2,0.3513398351593,0.06798301154890375,1.5347350291683999,0.29967109922999147
I01-11023-1,surface street,0.471,0.09285404040906696,1.431351496,20.2,1.1348470336035998,0.22372639557609014,1.5347350291683999,0.29967109922999147
I01-11023-2,business,0.486,0.12161927879041888,5.209896193,20.2,4.2622160754933,1.0666000929021084,11.11902932845665,2.43361925386388
I01-11023-2,developed open space,0.217,0.03558707832292528,0.134589184,20.2,0.049163185762133334,0.008062553651251447,11.11902932845665,2.43361925386388
I01-11023-2,multi-family,0.485,0.13696337177934276,0.261681238,20.2,0.21364092405716664,0.060331920224585674,11.11902932845665,2.43361925386388
I01-11023-2,open space,0.078,0.01509272325584778,2.111911831,20.2,0.2772940234103,0.05365540969015684,11.11902932845665,2.43361925386388
I01-11023-2,single family,0.405,0.07981888209877125,8.06689065,20.2,5.4996027006375,1.083881826054984,11.11902932845665,2.43361925386388
I01-11023-2,surface street,0.471,0.09285404040906696,1.030601525,20.2,0.81711241909625,0.16108745134079333,11.11902932845665,2.43361925386388
I01-11023-3,business,0.414,0.09586073875868442,0.197480777,20.2,0.13762435349129998,0.031866599509329345,5.420703505356201,1.053292035053864
I01-11023-3,developed open space,0.217,0.03558707832292528,0.277273287,20.2,0.10128331051964999,0.016610032738561965,5.420703505356201,1.053292035053864
I01-11023-3,open space,0.078,0.01509272325584778,34.96088254,20.2,4.590363877502001,0.8882191236766415,5.420703505356201,1.053292035053864
I01-11023-3,surface street,0.471,0.09285404040906696,0.745956945,20.2,0.5914319638432499,0.11659627912933113,5.420703505356201,1.053292035053864
I01-11023-4,business,0.486,0.12161927879041888,0.430179596,20.2,0.3519299274876,0.08806885589672082,3.1935017497639167,0.71128051197157
I01-11023-4,developed open space,0.217,0.03558707832292528,1.50014704,20.2,0.5479787112613334,0.08986618118411395,3.1935017497639167,0.71128051197157
I01-11023-4,multi-family,0.485,0.13696337177934276,1.179579965,20.2,0.9630287430920834,0.2719580696377612,3.1935017497639167,0.71128051197157
I01-11023-4,open space,0.078,0.01509272325584778,1.877254126,20.2,0.24648346674379998,0.04769367629110427,3.1935017497639167,0.71128051197157
I01-11023-4,single family,0.405,0.07981888209877125,0.612771764,20.2,0.41775715010700004,0.08233310792668967,3.1935017497639167,0.71128051197157
I01-11023-4,surface street,0.471,0.09285404040906696,0.840415906,20.2,0.6663237510721,0.13136062103518015,3.1935017497639167,0.71128051197157
I01-11023-5,business,0.414,0.09586073875868442,1.409502988,20.2,0.9822826323372,0.22744526281562608,3.350507125684733,0.678981467454006
I01-11023-5,developed open space,0.217,0.03558707832292528,0.908807302,20.2,0.33197216063223334,0.05444202433847935,3.350507125684733,0.678981467454006
I01-11023-5,open space,0.078,0.01509272325584778,9.060622791,20.2,1.1896597724583,0.23019494505548668,3.350507125684733,0.678981467454006
I01-11023-5,surface street,0.471,0.09285404040906696,1.06778402,20.2,0.8465925602569999,0.16689923524441386,3.350507125684733,0.678981467454006
I01-11023-6,developed open space,0.217,0.03558707832292528,1.580597059,20.2,0.5773657623683833,0.09468553274829088,7.176673018329983,1.378675158996064
I01-11023-6,open space,0.078,0.01509272325584778,35.54013036,20.2,4.666419116268,0.9029355425337269,7.176673018329983,1.378675158996064
I01-11023-6,surface street,0.471,0.09285404040906696,2.437898896,20.2,1.9328881396936,0.3810540837140463,7.176673018329983,1.378675158996064
I01-11059-1,business,0.414,0.09586073875868442,0.292129527,20.2,0.20358506736629997,0.04713964965693249,132.3719341437558,25.961045562150748
I01-11059-1,business,0.422,0.14449337642180793,1.025496842,20.2,0.7284787733287332,0.2494321270376435,132.3719341437558,25.961045562150748
I01-11059-1,developed open space,0.217,0.03558707832292528,18.001377649,20.2,6.575603232218882,1.0783710011311245,132.3719341437558,25.961045562150748
I01-11059-1,multi-family,0.485,0.13696337177934276,0.351961066,20.2,0.28734688030016664,0.08114638679625985,132.3719341437558,25.961045562150748
I01-11059-1,open space,0.078,0.01509272325584778,100.9081137,20.2,13.24923532881,2.563680027811932,132.3719341437558,25.961045562150748
I01-11059-1,single family,0.405,0.07981888209877125,153.0768522,20.2,104.36014398735,20.56767908330143,132.3719341437558,25.961045562150748
I01-11059-1,surface street,0.471,0.09285404040906696,8.787968562,20.2,6.967540874381699,1.3735972864154227,132.3719341437558,25.961045562150748
I01-11059-2,business,0.486,0.12161927879041888,0.220887366,20.2,0.1807079541246,0.04522133961383941,5.94170179189785,1.1683314695681384
I01-11059-2,developed open space,0.217,0.03558707832292528,1.005873807,20.2,0.36742893713365,0.060256785087024846,5.94170179189785,1.1683314695681384
I01-11059-2,open space,0.078,0.01509272325584778,0.363546633,20.2,0.0477336729129,0.0092362963494815,5.94170179189785,1.1683314695681384
I01-11059-2,single family,0.405,0.07981888209877125,6.814734846,20.2,4.6459454812605,0.9156399372988913,5.94170179189785,1.1683314695681384
I01-11059-2,surface street,0.471,0.09285404040906696,0.882746732,20.2,0.6998857464661999,0.13797711121890133,5.94170179189785,1.1683314695681384
I01-11059-3,business,0.486,0.12161927879041888,0.220886482,20.2,0.1807072309242,0.04522115863624462,5.941678409189216,1.1683268734499068
I01-11059-3,developed open space,0.217,0.03558707832292528,1.005869657,20.2,0.3674274212078167,0.06025653648162686,5.941678409189216,1.1683268734499068
I01-11059-3,open space,0.078,0.01509272325584778,0.363545179,20.2,0.0477334820027,0.009236259409035151,5.941678409189216,1.1683268734499068
I01-11059-3,single family,0.405,0.07981888209877125,6.814708249,20.2,4.64592734875575,0.9156363636784989,5.941678409189216,1.1683268734499068
I01-11059-3,surface street,0.471,0.09285404040906696,0.882743175,20.2,0.6998829262987499,0.13797655524450142,5.941678409189216,1.1683268734499068
I01-11065-1,business,0.486,0.12161927879041888,0.03981018,20.2,0.032568708258,0.00815017038986321,23.538007935381966,4.6364508756299285
I01-11065-1,developed open space,0.217,0.03558707832292528,0.253076678,20.2,0.09244469252876666,0.015160536928847763,23.538007935381966,4.6364508756299285
I01-11065-1,open space,0.078,0.01509272325584778,2.502067154,20.2,0.3285214173202,0.06356772865682893,23.538007935381966,4.6364508756299285
I01-11065-1,single family,0.405,0.07981888209877125,33.8606133,20.2,23.084473117275,4.549572439654389,23.538007935381966,4.6364508756299285
I01-11077-1,agriculture,0.222,0.01579763902777137,7.448850714,20.2,2.7836355118218,0.19808499549840722,54.00197131368549,12.93221801257784
I01-11077-1,agriculture,0.222,0.222,7.448850714,20.2,2.7836355118218,2.7836355118218,54.00197131368549,12.93221801257784
I01-11077-1,business,0.414,0.09586073875868442,5.126681788,20.2,3.5727845380572,0.8272699643569281,54.00197131368549,12.93221801257784
I01-11077-1,business,0.486,0.12161927879041888,6.613515831,20.2,5.410517301341099,1.3539572264859836,54.00197131368549,12.93221801257784
I01-11077-1,developed open space,0.217,0.03558707832292528,1.969159057,20.2,0.7193009842044833,0.11796230627945707,54.00197131368549,12.93221801257784
I01-11077-1,multi-family,0.485,0.13696337177934276,0.594827016,20.2,0.48562668964600003,0.13714034812362183,54.00197131368549,12.93221801257784
I01-11077-1,open space,0.078,0.01509272325584778,50.35412494,20.2,6.611496604621999,1.2793011353915011,54.00197131368549,12.93221801257784
I01-11077-1,single family,0.405,0.07981888209877125,43.15167793,20.2,29.418656428777503,5.797936466649013,54.00197131368549,12.93221801257784
I01-11077-1,surface street,0.471,0.09285404040906696,2.795380896,20.2,2.2163177433936,0.4369300579711284,54.00197131368549,12.93221801257784
I01-11077-2,agriculture,0.222,0.01579763902777137,7.448820795,20.2,2.7836243310914996,0.19808419987164438,92.92664109518097,20.759675510937413
I01-11077-2,agriculture,0.222,0.222,7.448820795,20.2,2.7836243310914996,2.7836243310914996,92.92664109518097,20.759675510937413
I01-11077-2,business,0.414,0.09586073875868442,6.085687624,20.2,4.241115705165599,0.9820204943435585,92.92664109518097,20.759675510937413
I01-11077-2,business,0.486,0.12161927879041888,10.43900404,20.2,8.5401492051240009,2.1371333067690332,92.92664109518097,20.759675510937413
I01-11077-2,developed open space,0.217,0.03558707832292528,3.967660028,20.2,1.4493200805612667,0.2376823374282128,92.92664109518097,20.759675510937413
I01-11077-2,multi-family,0.485,0.13696337177934276,0.594824637,20.2,0.48562474739074996,0.13713979963325507,92.92664109518097,20.759675510937413
I01-11077-2,open space,0.078,0.01509272325584778,70.07975467,20.2,9.201471788171,1.780452144171227,92.92664109518097,20.759675510937413
I01-11077-2,single family,0.405,0.07981888209877125,87.6988645,20.2,59.788700872875005,11.78337596496472,92.92664109518097,20.759675510937413
I01-11077-2,surface street,0.471,0.09285404040906696,4.607441551,20.2,3.6530100337103497,0.720162932664263,92.92664109518097,20.759675510937413
I01-11093-1,agriculture,0.222,0.01579763902777137,2.964039132,20.2,1.1076614236284,0.07882178079040005,20.067861985946152,5.2044842355502725
I01-11093-1,agriculture,0.222,0.222,2.964039132,20.2,1.1076614236284,1.1076614236284,20.067861985946152,5.2044842355502725
I01-11093-1,business,0.414,0.09586073875868442,0.555453457,20.2,0.3870955141833,0.08963106753571001,20.067861985946152,5.2044842355502725
I01-11093-1,business,0.422,0.14449337642180793,4.097174347,20.2,2.9104960836305667,0.9965578345645243,20.067861985946152,5.2044842355502725
I01-11093-1,business,0.486,0.12161927879041888,2.493212535,20.2,2.0396971748835,0.5104248958028522,20.067861985946152,5.2044842355502725
I01-11093-1,developed open space,0.217,0.03558707832292528,0.888149125,20.2,0.32442607287708336,0.05320449799758447,20.067861985946152,5.2044842355502725
I01-11093-1,open space,0.078,0.01509272325584778,73.415997,20.2,9.6395204061,1.8652129975431373,20.067861985946152,5.2044842355502725
I01-11093-1,single family,0.405,0.07981888209877125,0.006781341,20.2,0.00462317922675,9.11153080546782e-4,20.067861985946152,5.2044842355502725
I01-11093-1,surface street,0.471,0.09285404040906696,3.212058659,20.2,2.54668070778815,0.502058584607117,20.067861985946152,5.2044842355502725
I01-11093-2,agriculture,0.222,0.01579763902777137,3.064964437,20.2,1.1453772101069,0.08150565637794889,40.92756184498885,8.703282057886428
I01-11093-2,agriculture,0.222,0.222,3.064964437,20.2,1.1453772101069,1.1453772101069,40.92756184498885,8.703282057886428
I01-11093-2,open space,0.078,0.01509272325584778,293.6075586,20.2,38.55067244418,7.4594183400877645,40.92756184498885,8.703282057886428
I01-11093-2,surface street,0.471,0.09285404040906696,0.108639693,20.2,0.08613498059505,0.016980851313815225,40.92756184498885,8.703282057886428
I01-11195-2,agriculture,0.222,0.01579763902777137,0.235718032,20.2,0.0880878285584,0.006268377109485646,536.2595519539489,125.62947043040751
I01-11195-2,agriculture,0.222,0.222,0.235718032,20.2,0.0880878285584,0.0880878285584,536.2595519539489,125.62947043040751
I01-11195-2,business,0.414,0.09586073875868442,10.99823536,20.2,7.664670222384,1.774736593863334,536.2595519539489,125.62947043040751
I01-11195-2,business,0.486,0.12161927879041888,3.461122543,20.2,2.8315443524283,0.7085810329329496,536.2595519539489,125.62947043040751
I01-11195-2,developed open space,0.217,0.03558707832292528,242.69308940000002,20.2,88.65174067299667,14.538508934532686,536.2595519539489,125.62947043040751
I01-11195-2,highway/arterial,0.45,0.12604461666229483,87.78152928,20.2,66.4945084296,18.62505516701481,536.2595519539489,125.62947043040751
I01-11195-2,multi-family,0.485,0.13696337177934276,242.4821001,20.2,197.966427889975,55.905462810150716,536.2595519539489,125.62947043040751
I01-11195-2,open space,0.078,0.01509272325584778,31.190288003,20.2,4.0952848147939,0.7924230815841046,536.2595519539489,125.62947043040751
I01-11195-2,single family,0.405,0.07981888209877125,108.0484797,20.2,73.662051035475,14.517586584578392,536.2595519539489,125.62947043040751
I01-11195-2,surface street,0.471,0.09285404040906696,119.464146912,20.2,94.7171488791792,18.672760020082627,536.2595519539489,125.62947043040751
I01-11216-1 (I02P13),developed open space,0.217,0.03558707832292528,56.98761897,20.2,20.8166274160915,3.4138384805327275,153.35080136670194,34.124423616541755
I01-11216-1 (I02P13),multi-family,0.485,0.13696337177934276,65.87242209,20.2,53.7793432679775,15.187216878476073,153.35080136670194,34.124423616541755
I01-11216-1 (I02P13),open space,0.078,0.01509272325584778,0.039957659,20.2,0.0052464406267,0.001015167646884868,153.35080136670194,34.124423616541755
I01-11216-1 (I02P13),single family,0.405,0.07981888209877125,63.09369407,20.2,43.014125932222505,8.477381349051276,153.35080136670194,34.124423616541755
I01-11216-1 (I02P13),surface street,0.471,0.09285404040906696,45.072155275,20.2,35.735458309783745,7.044971740834794,153.35080136670194,34.124423616541755
I01-11216-2 (I02P12),developed open space,0.217,0.03558707832292528,47.94134694,20.2,17.512175014733,2.8719223219081957,133.8041843290497,29.552281994514416
I01-11216-2 (I02P12),multi-family,0.485,0.13696337177934276,53.97140156,20.2,44.063151756943334,12.44337698114604,133.8041843290497,29.552281994514416
I01-11216-2 (I02P12),open space,0.078,0.01509272325584778,0.039957499,20.2,0.0052464196187,0.0010151635819114044,133.8041843290497,29.552281994514416
I01-11216-2 (I02P12),single family,0.405,0.07981888209877125,59.09342246,20.2,40.286940762105004,7.939897715581828,133.8041843290497,29.552281994514416
I01-11216-2 (I02P12),surface street,0.471,0.09285404040906696,40.280848049,20.2,31.936670375649648,6.296069812296442,133.8041843290497,29.552281994514416
I01-11216-3,developed open space,0.217,0.03558707832292528,0.423988814,20.2,0.15487604727396664,0.0253990139386347,3.704812993746433,0.7890161356628959
I01-11216-3,multi-family,0.485,0.13696337177934276,0.916234678,20.2,0.7480292616971667,0.21124249458073469,3.704812993746433,0.7890161356628959
I01-11216-3,surface street,0.471,0.09285404040906696,3.533969458,20.2,2.8019076847753,0.5523746271435265,3.704812993746433,0.7890161356628959
I01-11216-4 (I02P14),business,0.414,0.09586073875868442,0.688031849,20.2,0.47948939556810005,0.11102465624665009,37.6918817109229,7.267151664359185
I01-11216-4 (I02P14),business,0.486,0.12161927879041888,2.253658819,20.2,1.8437182798239,0.46138207301418604,37.6918817109229,7.267151664359185
I01-11216-4 (I02P14),developed open space,0.217,0.03558707832292528,23.222217388999997,20.2,8.482688975245216,1.3911249629081395,37.6918817109229,7.267151664359185
I01-11216-4 (I02P14),multi-family,0.485,0.13696337177934276,0.088725431,20.2,0.07243692062558332,0.02045609255709796,37.6918817109229,7.267151664359185
I01-11216-4 (I02P14),open space,0.078,0.01509272325584778,4.451024152,20.2,0.5844194711576,0.11308309414757141,37.6918817109229,7.267151664359185
