Jurisdiction,Inspected,ObsWeather,FacilityID,AvgDischarge,ObsRecordDate,FlowContribution,FlowCondition,PersistentFlow,FlowConnectivity,IDIC,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,SampleWet,OCFSLocation,MaintenanceIssue,PointY,PointX
Lake Forest,Verified,1,J01-9046-3,0.004993,9/4/2024,NA,NA,Yes,NA,NA,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Outfall inaccessible due to overgrown vegetation,NA,NA,NA,NA,NA,Overgrown,33.65613772,-117.659406
Lake Forest,Verified,1,J01-9785-1,0.027279,9/4/2024,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Not A Priority,NA,1227,NA,NA,20% Or More Above Average Discharge,Not present,Not present,"Not enough flow for velocity and volumetric measurements, difficult to access due to metal grate",Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.61715691,-117.6936529
Lake Forest,Verified,1,J01-9275-2,0.001661,9/4/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,Trash,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.65086149,-117.6606345
Lake Forest,Verified,1,J01-9264-1 (J01P06),0,9/4/2024,Major Fraction (>50%),Pooled or Ponded,Yes,Direct Connection,Oil sheen,Not A Priority,NA,NA,NA,NA,Equal,Yellow tint,Not present,"Peculiar floating patches, sheen, and chemical odor at J01-9264-1 (near Lake Forest Sports Park and preschool). I left a message with Devin as I suspect an ID.",Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,NA,33.6634603,-117.6540564
Lake Forest,Verified,1,J01-9033-1,0.006837,9/4/2024,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,2783,0.004114,0,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,Overgrown,33.67100869,-117.6262673
Lake Forest,Verified,1,J01-9040-1,0.290204,9/4/2024,Small Fraction (<10%),Flowing,Yes,Partial - Significant Distance,NA,Not A Priority,NA,1886,0.04,NA,Below Average Discharge,Not present,Green tint,Dragonflies. Tadpoles. Flow from outfall.  Dissipator deeply ponded.  Depth of flow estimated for flow measurement.,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,NA,33.67802615,-117.623525
Lake Forest,Verified,1,J01-9377-2 (J01TBN8),4.20E-05,9/4/2024,NA,NA,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Too little flow for floating leaf/conductivity,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.6600133,-117.653399
Lake Forest,Verified,1,J01-9349-1,NA,9/4/2024,Small Fraction (<10%),Pooled or Ponded,Unknown,Direct Connection,Trash,Not A Priority,NA,1231,NA,NA,NA,Not present,Not present,"Possible ponded due to clog, smelled",Sparse (<10 Items),Within area surrounding outfall,No,NA,NA,Clogged,33.64411766,-117.6658042
Lake Forest,Verified,1,J01-10006-1,0,9/10/2024,Small Fraction (<10%),Pooled or Ponded,Yes,Partial - Significant Distance,Trash,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Odor at outfall,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,None,33.6283627,-117.6836585
Lake Forest,Verified,1,J01-9782-1 (J01TBN3),0.001588,9/10/2024,Small Fraction (<10%),Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,Trash,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Clear,Clear,Outfall has moisture inside pipe,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.63275125,-117.6769095
Lake Forest,Verified,1,J01-9785-1,0.027279,9/10/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Not A Priority,NA,1203,0.241379,NA,20% Or More Above Average Discharge,Not present,Not present,"Lot of leaf debris, palm tree stump in front of outfall.",Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.61715691,-117.6936529
