Jurisdiction,Inspected,ObsWeather,FacilityID,AvgDischarge,ObsRecordDate,FlowContribution,FlowCondition,PersistentFlow,FlowConnectivity,IDIC,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,SampleWet,OCFSLocation,MaintenanceIssue,PointY,PointX
Laguna Niguel,Verified,1,J01-9005-3,0.303774,5/1/2024,NA,Flowing,Yes,Direct Connection,None,Priority,52,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Conductivity sensor removed from high flows.,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,None,33.54616957,-117.7030321
Laguna Niguel,Verified,1,J01-9005-3,0.303774,3/8/2024,Minor Fraction (10 - 50%),Pooled or Ponded,Yes,Direct Connection,None,Priority,52,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Outfall ponded from lake overflowing into outfall area. Much deeper than usual.,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,None,33.54616957,-117.7030321
Laguna Niguel,Verified,1,J01-9005-3,0.303774,7/17/2024,Major Fraction (>50%),Pooled or Ponded,Yes,Direct Connection,Surfactants,Priority,52,3320,NA,NA,20% Or More Above Average Discharge,Not present,Not present,"Per JH, City of LN:  catch basins covered; no discharge in gutters.   No measurable flow - small stream to the side contributes. Large amount of bubbles, possible IDIC.",Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.54616957,-117.7030321
Laguna Niguel,Verified,1,J03-9234-8,0.302939,8/14/2024,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,NA,NA,2180,0.095122,0.041,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.51991517,-117.7154209
Laguna Niguel,Verified,1,J03-9234-8,0.302939,5/17/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,NA,NA,2219,0.176417,NA,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.51991517,-117.7154209
Laguna Niguel,Verified,1,L03-418-1,0.064963,7/22/2024,Small Fraction (<10%),Flowing,Unknown,Direct Connection,None,Priority,50,2540,0.089552,0.005,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.54734199,-117.6744562
Laguna Niguel,Verified,1,L03-418-1,0.064963,6/11/2024,Small Fraction (<10%),Other - See Comments,Unknown,Direct Connection,NA,Priority,50,2631,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Leaf float could not be performed due to low flow. Volumetric could not be performed due to wide spread trickle flow.,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.54734199,-117.6744562
Laguna Niguel,Verified,1,L03-708-5,0.005715,7/15/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Priority,43,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.5611267,-117.6765479
Laguna Niguel,Verified,1,L03-708-5,0.005715,5/13/2024,NA,NA,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Priority,43,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,NA,33.5611267,-117.6765479
Laguna Niguel,Verified,1,K01-12138-1 (K01TBN1),0.063607,5/20/2024,Small Fraction (<10%),Pooled or Ponded,Yes,Direct Connection,None,Priority,18,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.51195858,-117.6970925
Laguna Niguel,Verified,1,J03-9234-6,0.981972,5/17/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,32,4257,0.088367,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.51963608,-117.7065155
Laguna Niguel,Verified,1,J03-9234-6,0.981972,8/14/2024,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,Surfactants,Priority,32,4990,0.163636,0.041,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.51963608,-117.7065155
Laguna Niguel,Verified,1,J03-9234-6,0.981972,3/8/2024,NA,Flowing,Yes,Undetermined,None,Priority,32,4.24,0.294433,0.084,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.51963608,-117.7065155
Laguna Niguel,Verified,1,J01-9224-2 (J01P25),0.108437,5/22/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,79,2683,0.085896,0.031,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,None,33.5576113,-117.7176679
Laguna Niguel,Verified,1,J01-9224-2 (J01P25),0.108437,4/24/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,79,NA,0.045164,0.039,20% Or More Above Average Discharge,Not present,Not present,SWN Sensor back online,Moderate (11-50 Items),Within area surrounding outfall,Yes,NA,NA,None,33.5576113,-117.7176679
Laguna Niguel,Verified,1,J01-9224-2 (J01P25),0.108437,3/6/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,79,NA,0.01035,0.045,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,Yes,NA,NA,NA,33.5576113,-117.7176679
Laguna Niguel,Verified,1,J01-9224-2 (J01P25),0.108437,7/30/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,79,2828,0.610909,0.027,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,Yes,NA,NA,None,33.5576113,-117.7176679
Laguna Niguel,Verified,1,K01-12036-5,0.052474,8/14/2024,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,55,1768,0.058824,0.032,Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,None,33.51166424,-117.7180234
Laguna Niguel,Verified,1,K01-12036-5,0.052474,5/17/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,55,1925,0.018679,NA,Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.51166424,-117.7180234
Laguna Niguel,Verified,1,K01-12156-6,0.522546,5/22/2024,Major Fraction (>50%),Flowing,Yes,Direct Connection,NA,NA,NA,5547,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.49532901,-117.7149027
Laguna Niguel,Verified,1,K01-12156-6,0.522546,7/30/2024,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,NA,NA,5669,0.27,0.121,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.49532901,-117.7149027
Laguna Niguel,Verified,1,J01-9144-1 (J01P23),0.050193,8/27/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,52,1203,0.002,0.002,Below Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,NA,33.55488917,-117.7189388
Laguna Niguel,Verified,1,J01-9144-1 (J01P23),0.050193,3/6/2024,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,NA,Priority,52,NA,0.57096,0.283,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.55488917,-117.7189388
Laguna Niguel,Verified,1,J03-9215-1,NA,7/15/2024,Minor Fraction (10 - 50%),Pooled or Ponded,Yes,Direct Connection,None,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.53115354,-117.7056505
Laguna Niguel,Verified,1,J03-9215-1,NA,5/15/2024,Small Fraction (<10%),Pooled or Ponded,Yes,Direct Connection,None,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.53115354,-117.7056505
Laguna Niguel,Verified,1,K01-12156-1,NA,5/20/2024,NA,NA,Yes,NA,NA,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,Inaccessible due to overgrown vegetation,NA,NA,NA,NA,NA,Overgrown,33.49693232,-117.712858
Laguna Niguel,Verified,1,K01-12058-1 (K01P08),0.166967,5/20/2024,NA,NA,Yes,NA,NA,Priority,67,NA,NA,NA,Below Average Discharge,Not present,Not present,Inaccessible due to two enclosed chain link fences and overgrown vegetation,NA,NA,NA,NA,NA,NA,33.51129517,-117.694608
Laguna Niguel,Verified,1,K01-12036-1,0.026632,5/17/2024,Small Fraction (<10%),NA,Yes,Direct Connection,Trash,Not A Priority,NA,2342,0.091095,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,None,33.50710457,-117.7188813
Laguna Niguel,Verified,1,K01-12036-1,0.026632,8/14/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Not A Priority,NA,2150,0.045349,0.002,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.50710457,-117.7188813
Laguna Niguel,Verified,1,J04-9249-1,1.180767,7/17/2024,Major Fraction (>50%),Pooled or Ponded,Yes,Direct Connection,Other - see comments,Priority,68,4200,NA,NA,Below Average Discharge,Not present,Not present,"Strange sulfuric odor, trash, bubbles rise from the ground(not soapy). Depth of pool/pond is 0.95 m",Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,None,33.55391762,-117.7098513
Laguna Niguel,Verified,1,J04-9249-1,1.180767,3/8/2024,Major Fraction (>50%),Pooled or Ponded,Yes,Direct Connection,None,Priority,68,4.97,NA,NA,Below Average Discharge,Not present,Not present,NA,Abundant (>50 Items),In flow path of outfall,NA,NA,NA,Sediment,33.55391762,-117.7098513
Laguna Niguel,Verified,1,L03-418-8,0.155072,7/30/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,61,2938,0.295652,0.037,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,Yes,NA,1,Graffiti,33.55756487,-117.6762969
Laguna Niguel,Verified,1,L03-418-8,0.155072,5/22/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,61,2875,0.293625,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,1,Graffiti,33.55756487,-117.6762969
Laguna Niguel,Verified,1,L03-455-6,0,6/11/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.54322639,-117.6748448
Laguna Niguel,Verified,1,L03-455-6,0,7/22/2024,Small Fraction (<10%),Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,lots of trash within,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.54322639,-117.6748448
Laguna Niguel,Removed From Inventory,2,K01-12156-4,1.06669,1/21/2024,NA,Flowing,Yes,Direct Connection,NA,Not A Priority,NA,810,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.50593426,-117.7074745
Laguna Niguel,Removed From Inventory,1,K01-12156-4,1.06669,1/18/2024,Major Fraction (>50%),Flowing,Yes,Direct Connection,None,Not A Priority,NA,4866,0.414,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.50593426,-117.7074745
Laguna Niguel,Verified,1,J01-10041-2 (J03P13),2.4525,7/17/2024,NA,NA,Yes,NA,NA,Priority,53,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,"extremely overgrown, unable to access",Sparse (<10 Items),NA,NA,NA,NA,Overgrown,33.55263395,-117.7088174
Laguna Niguel,Verified,1,K01-12036-10,0.016851,5/17/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,22,2314,0.012705,NA,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.51221236,-117.7167359
Laguna Niguel,Verified,1,K01-12036-10,0.016851,8/14/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,22,1717,0.005106,0.001,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.51221236,-117.7167359
Laguna Niguel,Verified,1,L03-418-3,7.22E-04,7/15/2024,NA,Pooled or Ponded,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.55476269,-117.675949
Laguna Niguel,Verified,1,L03-708-13,0.059417,7/15/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,37,1479,0.139175,0.019,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,None,33.56460646,-117.6737882
Laguna Niguel,Verified,1,L03-708-13,0.059417,5/13/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,37,2014,0.024165,0.004,20% Or More Above Average Discharge,Not present,Not present,Mouse poop in outfall tunnel.,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.56460646,-117.6737882
Laguna Niguel,Verified,1,J03-9368-2 (J03TBN2),0.04806,3/8/2024,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,NA,Priority,49,NA,0.055588,0.019,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.54010288,-117.6953706
Laguna Niguel,Verified,1,J03-9368-2 (J03TBN2),0.04806,5/15/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,49,5950,0.077961,0.006,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,Graffiti,33.54010288,-117.6953706
Laguna Niguel,Verified,1,J03-9368-2 (J03TBN2),0.04806,7/17/2024,Major Fraction (>50%),Flowing,Yes,Direct Connection,None,Priority,49,5110,0.414947,0.072,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.54010288,-117.6953706
Laguna Niguel,Verified,1,J03-9216-5,NA,5/15/2024,Small Fraction (<10%),Pooled or Ponded,Yes,Direct Connection,Trash,NA,NA,NA,NA,NA,NA,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Sediment,33.52816788,-117.7097581
Laguna Niguel,Verified,1,J03-9216-5,NA,7/17/2024,Small Fraction (<10%),Pooled or Ponded,Yes,Direct Connection,None,NA,NA,1802,NA,NA,NA,Not present,Not present,"area connected to outfall is ponded, connects to RW through small stream",Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.52816788,-117.7097581
Laguna Niguel,Verified,1,K01-12177-1 (K01P07),0.235946,7/30/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,77,NA,0.069474,0.029,Below Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,Yes,NA,1,Graffiti,33.50859606,-117.7073686
Laguna Niguel,Verified,1,K01-12177-1 (K01P07),0.235946,9/11/2024,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,77,2516,0.16,0.088,Below Average Discharge,"Brown ""tea"" tint","Brown ""tea"" tint",NA,Moderate (11-50 Items),In flow path of outfall,Yes,NA,1,Graffiti,33.50859606,-117.7073686
Laguna Niguel,Verified,1,K01-12177-1 (K01P07),0.235946,5/22/2024,NA,Flowing,Yes,Undetermined,NA,Priority,77,2719,0.1485,0.14,Below Average Discharge,Not present,Not present,Vol estimate 4L in 1 sec,Abundant (>50 Items),In flow path of outfall,Yes,NA,1,NA,33.50859606,-117.7073686
Laguna Niguel,Verified,1,J03-9234-5,0.012591,8/14/2024,NA,Pooled or Ponded,Yes,NA,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.51975532,-117.7070077
Laguna Niguel,Verified,1,J03-9234-5,0.012591,5/17/2024,Small Fraction (<10%),Pooled or Ponded,Yes,Direct Connection,FOG,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.51975532,-117.7070077
Laguna Niguel,Verified,1,L03-455-7,0.052413,6/11/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,56,6117,NA,0.006,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,NA,33.54508563,-117.6746544
Laguna Niguel,Verified,1,L03-455-7,0.052413,7/22/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,56,5500,0.044211,0.004,Below Average Discharge,Not present,Not present,lots of trash; had a hard time getting a connectivity reading,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,None,33.54508563,-117.6746544
Laguna Niguel,Verified,1,J03-9215-3,0.051159,3/8/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,51,5.65,0.06972,0.048,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.53409748,-117.7015627
Laguna Niguel,Verified,1,J03-9215-3,0.051159,7/17/2024,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,51,4580,0.073043,0.013,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.53409748,-117.7015627
