Jurisdiction,Inspected,ObsWeather,FacilityID,AvgDischarge,ObsRecordDate,FlowContribution,FlowCondition,PersistentFlow,FlowConnectivity,IDIC,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,SampleWet,OCFSLocation,MaintenanceIssue,PointY,PointX
San Juan Capistrano,Verified,1,L02-571-3,0.007712,6/3/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,26,NA,0.026549,NA,20% Or More Above Average Discharge,Not present,Not present,Outfall observed with some trickle flow reaching the receiving water,Not Present (0 Items),NA,NA,NA,NA,None,33.4952933,-117.6657881
San Juan Capistrano,Verified,1,L02-541-6,0.002973,6/3/2024,Small Fraction (<10%),Other - See Comments,Unknown,Direct Connection,None,Priority,34,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Trickle flow was a yellow color. Outfall observed to have trickle flow. Unable to perform leaf float test since lid is covering the outfall.,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.49977597,-117.6660928
San Juan Capistrano,Verified,1,L01-766-8,0,6/10/2024,Small Fraction (<10%),Pooled or Ponded,Unknown,Direct Connection,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,NA,33.49262323,-117.6623404
San Juan Capistrano,Verified,1,L01-749-3,0,6/10/2024,Small Fraction (<10%),Other - See Comments,Unknown,None - Flow Infiltrates or Outfall is Dry,Other - see comments,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Large tree and fence are collapsed into outfall area. Unable to take measurements on trickle flow.,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,Other - See Comments,33.50819168,-117.6389092
San Juan Capistrano,Verified,1,L01-517-2,0,6/10/2024,NA,Dry,Unknown,NA,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,"Outfall filled with ~5% sediment. Sediments look damp, signifying potential recent flow.",Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.51859815,-117.6257087
San Juan Capistrano,Verified,1,L01-748-2,0,6/10/2024,NA,Pooled or Ponded,Yes,NA,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.50405528,-117.6428032
San Juan Capistrano,Verified,1,L01-618-5 (L01S09),0.170796,6/10/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Not A Priority,NA,5361,0.14,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.50198317,-117.648108
San Juan Capistrano,Verified,1,L01-517-1,0,6/10/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.51866418,-117.6256699
San Juan Capistrano,Verified,1,L01-748-1,0,6/10/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Sediment,33.50404364,-117.6428201
San Juan Capistrano,Verified,1,L01-726-9,0,6/10/2024,Small Fraction (<10%),Dry,Unknown,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Site was observed to be dry. White Metal lid,NA,NA,NA,NA,NA,None,33.47841414,-117.6780933
San Juan Capistrano,Verified,1,L01-726-8,4.43E-04,6/10/2024,Small Fraction (<10%),Other - See Comments,Unknown,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Trickle flow observed. Unable to obtain leaf float measurement,Not Present (0 Items),NA,NA,NA,NA,None,33.47849053,-117.6786716
San Juan Capistrano,Verified,1,L01-601-1,0,6/10/2024,Small Fraction (<10%),Other - See Comments,Unknown,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Trickle flow observed to be exiting the lid. Not enough to take flow measurement due to algae accumulation and steep slope,Not Present (0 Items),NA,NA,NA,NA,None,33.48171911,-117.677876
San Juan Capistrano,Verified,1,L01-618-4,0,6/10/2024,NA,Pooled or Ponded,Yes,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Ponded with overgrown vegetation on flow path.,Not Present (0 Items),NA,NA,NA,NA,Overgrown,33.50249598,-117.6485057
San Juan Capistrano,Verified,1,L01-747-1,0.045,6/10/2024,NA,Pooled or Ponded,Unknown,Undetermined,None,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,Overgrown,33.50889937,-117.634494
San Juan Capistrano,Verified,1,L01-556-1,0.013841,6/10/2024,NA,Other - See Comments,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Outfall was overgrown with vegetation. We made it to the outfall and it was a trickle flow too low to quantify. Flow was tricking out of outfall and infiltrating into the ground outside.,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Overgrown,33.50552589,-117.6451307
San Juan Capistrano,Verified,1,L01-766-4,0.012121,6/10/2024,Small Fraction (<10%),Flowing,Unknown,Direct Connection,None,Not A Priority,NA,NA,0.093264,NA,20% Or More Above Average Discharge,Not present,Not present,Trickle flow observed. Able to get leaf float test,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.48773917,-117.6675777
San Juan Capistrano,Verified,1,L01-766-3,0.04353,6/10/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,9,NA,0.140351,NA,20% Or More Above Average Discharge,Not present,Not present,Outfall observed to be flowing. Only able to get center leaf float measurement due to algae accumulation.,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.48600546,-117.6702767
San Juan Capistrano,Verified,1,L01-766-5,0,6/10/2024,Small Fraction (<10%),Other - See Comments,Unknown,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Trickle flow observed coming from the outfall lid,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,None,33.48753792,-117.6667832
San Juan Capistrano,Verified,1,L01-766-7,8.05E-04,6/10/2024,Small Fraction (<10%),Other - See Comments,Unknown,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Trickle flow. Unable to take leaf float since it is such a small amount of water.,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.49229156,-117.6631709
San Juan Capistrano,Verified,1,L01-747-2,0.025477,6/10/2024,Small Fraction (<10%),Flowing,Unknown,Direct Connection,Surfactants,Not A Priority,NA,3742,0.005114,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.51060752,-117.6329997
San Juan Capistrano,Verified,1,L01-517-8,0,6/10/2024,NA,Dry,Unknown,NA,NA,NA,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.51873217,-117.624488
San Juan Capistrano,Verified,1,L03-455-3 (L03P37),0,6/11/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.53869777,-117.67557
San Juan Capistrano,Verified,1,L02-502-1,0.025518,6/11/2024,Small Fraction (<10%),Flowing,Yes,Unsafe to Access,Other - see comments,Not A Priority,NA,5242,0.004308,NA,20% Or More Above Average Discharge,Not present,Not present,"Homeless activity appeared present, grey sheen observed on the top of the water. There is a mattress and a shopping cart in the flow path of the outfall",Abundant (>50 Items),In flow path of outfall,NA,NA,NA,Other - See Comments,33.52457874,-117.6683539
San Juan Capistrano,Verified,1,L03-455-2,0.005926,6/11/2024,Small Fraction (<10%),Other - See Comments,Unknown,Direct Connection,NA,Not A Priority,NA,1442,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Flow was too low to quantify. Trickle flow was present.,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.53742708,-117.6756682
San Juan Capistrano,Verified,1,L01-749-2d,0.081752,6/25/2024,NA,Flowing,Yes,Undetermined,NA,NA,NA,NA,NA,NA,Above Average Discharge,Not present,Not present,Poison hemlock - unsafe access,Not Present (0 Items),NA,NA,NA,NA,NA,33.50765555,-117.6402739
San Juan Capistrano,Verified,1,L01-749-2,0.077331,6/25/2024,NA,Pooled or Ponded,Yes,NA,NA,Priority,10,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,NA,NA,33.50830057,-117.6401666
San Juan Capistrano,Verified,1,L01-724-1 (L01S01),0.093815,6/25/2024,Small Fraction (<10%),Flowing,Yes,Partial - Significant Distance,NA,Priority,36,4689,0.1344,0.025,Below Average Discharge,Green tint,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,NA,33.48318127,-117.6770506
San Juan Capistrano,Verified,1,L01-766-9,0.173904,6/25/2024,NA,Pooled or Ponded,Yes,Undetermined,NA,Priority,48,NA,NA,NA,Below Average Discharge,Green tint,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,NA,NA,33.49653017,-117.65563
San Juan Capistrano,Verified,1,L01-724-4 (L01P03),0.16548,6/25/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,40,3793,0.08,0.057,Below Average Discharge,Not present,Not present,Poop in outfall,Moderate (11-50 Items),In flow path of outfall,Yes,Yes,NA,NA,33.48469927,-117.675346
San Juan Capistrano,Verified,1,L05-503-1,0.096261,6/25/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,53,3088,0.162,NA,20% Or More Above Average Discharge,Not present,Not present,Spiders fish plastic bottles in creek,Moderate (11-50 Items),Within area surrounding outfall,Yes,NA,NA,NA,33.51066817,-117.657297
San Juan Capistrano,Verified,1,L01-749-3,0,7/22/2024,NA,Other - See Comments,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,several fallen branches and logs preventing measurements from being taken,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Overgrown,33.50819168,-117.6389092
San Juan Capistrano,Verified,1,L03-455-3 (L03P37),0,7/22/2024,Small Fraction (<10%),Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,outfall is covered in rat droppings,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.53869777,-117.67557
San Juan Capistrano,Verified,1,L01-748-2,0,7/22/2024,Major Fraction (>50%),Pooled or Ponded,Yes,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.50405528,-117.6428032
San Juan Capistrano,Verified,1,L01-749-5,0.008383,7/22/2024,Major Fraction (>50%),Pooled or Ponded,Unknown,Direct Connection,None,NA,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,part of the tunnel was fairly clogged with sediment,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Sediment,33.50917817,-117.636409
San Juan Capistrano,Verified,1,L01-748-1,0,7/22/2024,Major Fraction (>50%),Pooled or Ponded,Unknown,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.50404364,-117.6428201
San Juan Capistrano,Verified,1,L03-455-2,0.005926,7/22/2024,Small Fraction (<10%),Flowing,Unknown,Direct Connection,None,Not A Priority,NA,1134,0.007692,0.002,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.53742708,-117.6756682
San Juan Capistrano,Verified,1,L01-747-1,0.045,7/22/2024,NA,Other - See Comments,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,completely overgrown and inaccessible,NA,NA,NA,NA,NA,Overgrown,33.50889937,-117.634494
San Juan Capistrano,Verified,1,L01-556-1,0.013841,7/22/2024,Small Fraction (<10%),Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,overgrown with plants on both sides,Not Present (0 Items),NA,NA,NA,NA,Overgrown,33.50552589,-117.6451307
San Juan Capistrano,Verified,1,L01-747-2,0.025477,7/22/2024,NA,Other - See Comments,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,could not find a way to safely access from trail,NA,NA,NA,NA,NA,NA,33.51060752,-117.6329997
San Juan Capistrano,Verified,1,L02-502-2,0.0185,7/24/2024,Small Fraction (<10%),Flowing,Unknown,Direct Connection,NA,Not A Priority,NA,NA,0.03,NA,20% Or More Above Average Discharge,Not present,Not present,Silt,Not Present (0 Items),NA,NA,NA,NA,NA,33.52201642,-117.6692035
San Juan Capistrano,Verified,1,L01-766-8,0,7/25/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,None,33.49262323,-117.6623404
San Juan Capistrano,Verified,1,L01-726-9,0,7/25/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Outfall lid was closed and no flow,Not Present (0 Items),NA,NA,NA,NA,None,33.47841414,-117.6780933
San Juan Capistrano,Verified,1,L01-726-8,4.43E-04,7/25/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.47849053,-117.6786716
San Juan Capistrano,Verified,1,L02-571-5 (L02TBN2),0.053191,7/25/2024,NA,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,3340,NA,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.4977193,-117.6660362
San Juan Capistrano,Verified,1,L02-541-2,0,7/25/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,None,33.49814985,-117.665777
San Juan Capistrano,Verified,1,L01-601-1,0,7/25/2024,NA,Pooled or Ponded,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,7490,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.48171911,-117.677876
San Juan Capistrano,Verified,1,L02-571-1,0,7/25/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.49086494,-117.6661083
San Juan Capistrano,Verified,1,L02-541-7,0,7/25/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Outfall was closed with lid and there was no flow,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.4999239,-117.6664665
San Juan Capistrano,Verified,1,L02-571-3,0.007712,7/25/2024,Small Fraction (<10%),Flowing,Yes,Partial - Significant Distance,None,Priority,26,8060,0.045714,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.4952933,-117.6657881
San Juan Capistrano,Verified,1,L01-766-3,0.04353,7/25/2024,NA,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,None,Priority,9,4300,0.266667,NA,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.48600546,-117.6702767
San Juan Capistrano,Verified,1,L01-766-7,8.05E-04,7/25/2024,NA,Flowing,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,656,2.63E-04,NA,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.49229156,-117.6631709
San Juan Capistrano,Verified,1,L02-541-6,0.002973,7/25/2024,Small Fraction (<10%),Flowing,Unknown,Direct Connection,None,Priority,34,529,0.0065,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.49977597,-117.6660928
San Juan Capistrano,Verified,1,L01-517-2,0,7/29/2024,NA,Dry,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,NA,In flow path of outfall,NA,NA,NA,None,33.51859815,-117.6257087
San Juan Capistrano,Verified,1,L01-618-5 (L01S09),0.170796,7/29/2024,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Not A Priority,NA,7020,0.083571,0.023,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.50198317,-117.648108
San Juan Capistrano,Verified,1,L01-517-1,0,7/29/2024,Small Fraction (<10%),Other - See Comments,Unknown,Undetermined,Surfactants,Not A Priority,NA,NA,NA,NA,Equal,Not present,"Brown ""tea"" tint","outfall has water flowing from it, but the dissipator is ponded and too deep to access outfall with just boots. White bubbles across surface indicating possible surfactant IDIC, coming directly out of outfall.",Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.51866418,-117.6256699
San Juan Capistrano,Verified,1,L02-541-9 (L02P02),0.048641,7/29/2024,Small Fraction (<10%),Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.50398585,-117.6675055
San Juan Capistrano,Verified,1,L01-766-2 (L01S06),0.186044,7/29/2024,Small Fraction (<10%),Flowing,Unknown,Direct Connection,None,Not A Priority,NA,3150,0.309278,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.4859114,-117.6721397
San Juan Capistrano,Verified,1,L01-517-8,0,7/29/2024,Small Fraction (<10%),Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,NA,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),In flow path of outfall,NA,NA,NA,None,33.51873217,-117.624488
San Juan Capistrano,Verified,1,L01-749-2d,0.081752,8/15/2024,Minor Fraction (10 - 50%),Pooled or Ponded,Yes,Direct Connection,None,NA,NA,NA,NA,NA,Above Average Discharge,Not present,Not present,Outfall pipe is in poor condition,Not Present (0 Items),NA,NA,NA,NA,Other - See Comments,33.50765555,-117.6402739
San Juan Capistrano,Verified,1,L01-749-2,0.077331,8/15/2024,Small Fraction (<10%),Pooled or Ponded,Yes,Partial - Significant Distance,None,Priority,10,NA,NA,NA,20% Or More Above Average Discharge,"Brown ""tea"" tint",Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,None,33.50830057,-117.6401666
San Juan Capistrano,Verified,1,L01-724-1 (L01S01),0.093815,8/15/2024,Small Fraction (<10%),Flowing,Yes,Partial - Significant Distance,NA,Priority,36,5505,0.0612,0.021,Below Average Discharge,Green tint,Not present,NA,Moderate (11-50 Items),Within area surrounding outfall,Yes,NA,NA,NA,33.48318127,-117.6770506
San Juan Capistrano,Verified,1,L01-766-9,0.173904,8/15/2024,Small Fraction (<10%),Pooled or Ponded,Yes,Partial - Significant Distance,None,Priority,48,NA,NA,NA,Below Average Discharge,Green tint,Not present,NA,Not Present (0 Items),NA,Yes,NA,NA,NA,33.49653017,-117.65563
San Juan Capistrano,Verified,1,L01-724-4 (L01P03),0.16548,8/15/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,40,1950,0.15,0.074,Below Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,Yes,Yes,NA,Graffiti,33.48469927,-117.675346
San Juan Capistrano,Verified,1,L05-503-1,0.096261,8/15/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,53,2350,0.132,NA,20% Or More Above Average Discharge,Yellow tint,Not present,"L: .22. C: .26 r:  .18; 24, 18,36",Sparse (<10 Items),Within area surrounding outfall,Yes,NA,NA,NA,33.51066817,-117.657297
San Juan Capistrano,Verified,1,L01-618-3,0,8/28/2024,NA,Other - See Comments,Unknown,Undetermined,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Dry at standpipe ; cannot access outfall due to overgrown vegetation,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,NA,33.50155042,-117.6500091
San Juan Capistrano,Verified,1,L02-502-1,0.025518,8/28/2024,NA,Flowing,Yes,Unsafe to Access,None,Not A Priority,NA,5990,0.044,NA,20% Or More Above Average Discharge,Surface scum,Not present,NA,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,None,33.52457874,-117.6683539
San Juan Capistrano,Verified,1,L01-618-4,0,8/28/2024,NA,Pooled or Ponded,Yes,Undetermined,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Clear,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.50249598,-117.6485057
San Juan Capistrano,Verified,1,L01-618-1,0.0585,8/28/2024,Small Fraction (<10%),Flowing,Yes,Partial - Significant Distance,None,Not A Priority,NA,2380,0.036,0.004,Below Average Discharge,Not present,Not present,Volumetric: 0.004 cfs; Animal footprints in mud in outfall. Volumetric 1.2litres/10 sec,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,Sediment,33.50004167,-117.6521586
San Juan Capistrano,Verified,1,L02-502-5,0,8/28/2024,NA,Dry,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.52712556,-117.6698879
