Jurisdiction,Inspected,ObsWeather,FacilityID,AvgDischarge,ObsRecordDate,FlowContribution,FlowCondition,PersistentFlow,FlowConnectivity,IDIC,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,SampleWet,OCFSLocation,MaintenanceIssue,PointY,PointX
San Clemente,Verified,1,SC03-067-1,0,5/22/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Dry. Access from beach.,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.40518596,-117.6066001
San Clemente,Verified,1,M01-047-1,0.392052,5/22/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Priority,65,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,NA,Graffiti,33.44251659,-117.6419381
San Clemente,Verified,1,M02-085-1 (M02P06),0.064764,5/22/2024,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,61,4100,0.029662,0.006,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,None,33.45834137,-117.5945709
San Clemente,Verified,1,M00.1-071-3 (M00S04),0.051583,5/22/2024,NA,Other - See Comments,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Inaccessible due to overgrown vegetation,NA,NA,NA,NA,NA,NA,33.41325022,-117.6028145
San Clemente,Verified,1,M01-099-1,0.038419,5/22/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,56,7734,0.152061,NA,Below Average Discharge,Not present,Not present,60” outfall. Access through golf course,Not Present (0 Items),NA,NA,NA,NA,None,33.45678981,-117.6422717
San Clemente,Verified,1,M02-052-4,0.041791,5/22/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,47,5648,NA,NA,Below Average Discharge,Not present,Not present,Flow was too low to collect data on velocity and volume. Trickle flow and height of outfall were restrictive.,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.4512808,-117.6097105
San Clemente,Verified,1,M02-032-1,0.249153,5/22/2024,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,70,2263,0.127373,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),Within area surrounding outfall,Yes,NA,NA,Graffiti,33.45754256,-117.6008197
San Clemente,Verified,1,M02-085-2,0.260895,5/22/2024,NA,Flowing,Yes,Undetermined,None,Priority,33,1972,0.292941,NA,20% Or More Above Average Discharge,Not present,Clear,NA,Moderate (11-50 Items),In flow path of outfall,Yes,NA,NA,NA,33.45803906,-117.594238
San Clemente,Verified,1,M02-028-2 (M02P08),0.040333,5/22/2024,NA,Pooled or Ponded,Yes,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Overgrown. Ponded. Access from service road.,Not Present (0 Items),NA,NA,NA,NA,Overgrown,33.46680484,-117.5817314
San Clemente,Verified,1,M01-038-3,0.016243,5/22/2024,NA,Other - See Comments,Unknown,NA,NA,NA,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Inaccessible due to 2 chain link fences. Gate locked. Access through outfall pipe also blocked off by fence.,NA,NA,NA,NA,NA,NA,33.46498412,-117.6392495
San Clemente,Verified,1,SC01-077-2,0.019583,5/23/2024,Small Fraction (<10%),Pooled or Ponded,Unknown,Direct Connection,NA,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Ponded outfall. Lots of algae growing. Got access via kiosk at gated community. Got key for gate from property manager.,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.39147614,-117.5979228
San Clemente,Verified,1,M01-050-7,4.00E-06,5/23/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,NA,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,"EXTREME mosquito infestation. Accessed with DA1 key near outfall M01-050-4. Too slippery to walk, had to drive.",NA,NA,NA,NA,NA,None,33.44302922,-117.6437821
San Clemente,Verified,1,SC02-072-4,NA,5/23/2024,NA,Other - See Comments,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Not present,Not present,Could not access due to overgrown vegetation. Tried accessing from railroad tracks.,NA,NA,NA,NA,NA,NA,33.39993318,-117.601128
San Clemente,Verified,1,M00.1-071-2 (M00S04),0.055592,5/23/2024,Small Fraction (<10%),Pooled or Ponded,Yes,Direct Connection,FOG,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,"Orange sludge coming from outfall. Abundant algae. Tree branch inside outfall. Access from beach, walk up channel.",Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.40924767,-117.6086258
San Clemente,Removed From Inventory,1,SC01-077-1,0.06819,5/23/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Not A Priority,NA,1776,0.15859,NA,20% Or More Above Average Discharge,Not present,Not present,Flowing outfall. Got access through kiosk of gated community. Got keys to enter beach from Property Manager.,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.39614302,-117.5998633
San Clemente,Verified,1,SM01-086-1 (M03P01),NA,5/23/2024,NA,Other - See Comments,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,Could not access due to overgrown vegetation,NA,NA,NA,NA,NA,NA,33.45602873,-117.5736302
San Clemente,Verified,1,SM01-086-2,0.02,5/23/2024,NA,Other - See Comments,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Could not access due to overgrown vegetation,NA,NA,NA,NA,NA,NA,33.45607639,-117.5732588
San Clemente,Verified,1,SC09-081-2d,0.072646,5/29/2024,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,Other - see comments,NA,NA,7090,0.060976,NA,Below Average Discharge,Not present,Not present,"Both north and south pipes were flowing but only flow in the south pipe was quantified. The north pipe had flow that was too low to quantify. There were 2 distinct streams coming from the 2 pipes. The stream from the north pipe had bubbles in it. Neither stream reached the RW, both infiltrated within 10 ft of it.",Not Present (0 Items),NA,NA,NA,NA,None,33.43542344,-117.6377743
San Clemente,Verified,1,M02-061-5,0,5/29/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.43437622,-117.6263856
San Clemente,Verified,1,M02-061-4 (SCBS@M02),0.025637,5/29/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,45,8880,0.08547,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.43367233,-117.627245
San Clemente,Verified,1,SC12-068-2,0.009971,5/29/2024,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,5285,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Flow was too a typical to get a reading. Outfall is partially clogged by sediment. Flow is infiltrating into the sand about 30ft before the RW.,Not Present (0 Items),NA,NA,NA,NA,Sediment,33.42060549,-117.6210044
San Clemente,Verified,1,SC12-068-4,0.0089,5/29/2024,NA,Dry,Unknown,NA,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Outfall is about 30% filled with sediments,Not Present (0 Items),NA,NA,NA,NA,None,33.41952553,-117.6201899
San Clemente,Verified,1,SC06-146-1 (M00P02),0.012171,5/29/2024,NA,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.41716959,-117.6177676
San Clemente,Verified,1,SC05-073-1,0.006985,5/29/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Some erosion present. Water pooled inside outfall but no water leaving.,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Other - See Comments,33.41310656,-117.6138318
San Clemente,Verified,1,M00.2-066-1 (M00S07),0.013801,5/29/2024,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,FOG,Not A Priority,NA,6953,NA,NA,Below Average Discharge,Not present,Not present,"Flow is too low to quantify. Id/IC present in outfall, flow infiltrates into sand before reaching ocean",Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.42317285,-117.6230471
San Clemente,Verified,1,M02-061-6,0.021885,5/29/2024,Small Fraction (<10%),Other - See Comments,Unknown,Direct Connection,NA,Priority,34,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Trickle flow too low to quantify,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.43589173,-117.6245852
San Clemente,Verified,1,SC05-073-3,0.003033,5/29/2024,NA,Other - See Comments,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Outfall was dry but there was evidence of a recent flow. Unable to collect flow data,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,Overgrown,33.41570249,-117.6123332
San Clemente,Verified,1,SC06-146-2 (M00P02),0.055893,5/29/2024,NA,Flowing,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Above Average Discharge,Not present,Not present,Outfall was flowing but was unsafe to access to record measurements. Flow infiltrated before reaching RW.,Abundant (>50 Items),In flow path of outfall,NA,NA,NA,None,33.41781321,-117.617879
San Clemente,Verified,1,SC07-079-4,0.027984,5/29/2024,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,6144,0.013559,NA,Below Average Discharge,Not present,Not present,Flow infiltrates before reaching RW,Not Present (0 Items),NA,NA,NA,NA,None,33.42505168,-117.6261067
San Clemente,Verified,1,SC07-079-5,0.201763,5/29/2024,NA,Dry,Unknown,NA,None,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,"Outfall has 2 pipes. The south pipe is dry, the north pipe has pooling towards the incoming side of the pipe but the outgoing side is dry. Both pipes are about 15% filled with sediment.",Not Present (0 Items),NA,NA,NA,NA,None,33.42428496,-117.6252768
San Clemente,Verified,1,M01-042-1 (M01S01),0.018533,6/26/2024,NA,Flowing,Yes,Undetermined,Elevated discharge,Priority,54,4667,0.0602,0.062,20% Or More Above Average Discharge,Not present,Not present,Contacted City via email and message on phones,Moderate (11-50 Items),Within area surrounding outfall,Yes,NA,1,NA,33.4544419,-117.6234322
San Clemente,Verified,1,M01-047-1,0.392052,6/26/2024,Minor Fraction (10 - 50%),Flowing,Unknown,Direct Connection,None,Priority,65,9238,0.987597,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,None,33.44251659,-117.6419381
San Clemente,Verified,1,M02-085-1 (M02P06),0.064764,6/26/2024,NA,Flowing,Yes,Undetermined,NA,Priority,61,6690,0.040985,0.021,Below Average Discharge,Not present,Yellow tint,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,NA,33.45834137,-117.5945709
San Clemente,Verified,1,M02-032-1,0.249153,6/26/2024,Major Fraction (>50%),Flowing,Yes,Direct Connection,None,Priority,70,3122,0.302222,0.101,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,Yes,NA,NA,Graffiti,33.45754256,-117.6008197
San Clemente,Verified,1,M02-085-2,0.260895,6/26/2024,NA,Flowing,Yes,Undetermined,NA,Priority,33,2431,0.0672,0.053,20% Or More Above Average Discharge,Not present,Not present,Mud with white slime in outfall,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,NA,33.45803906,-117.594238
San Clemente,Verified,1,M02-086-1,3.71E-04,8/7/2024,NA,NA,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Unable to access due to vegetation,NA,NA,NA,NA,NA,NA,33.47727151,-117.5999331
San Clemente,Verified,1,M02-061-5,0,8/7/2024,NA,Dry,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.43437622,-117.6263856
San Clemente,Verified,1,M02-061-4 (SCBS@M02),0.025637,8/7/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,Oil sheen,Priority,45,10980,0.054,0.011,20% Or More Above Average Discharge,Not present,Not present,Noticed oil surface on top of the water in direct path of outfall,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,None,33.43367233,-117.627245
San Clemente,Verified,1,SC12-068-2,0.009971,8/7/2024,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,7230,0.030375,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.42060549,-117.6210044
San Clemente,Verified,1,SC12-068-4,0.0089,8/7/2024,NA,Pooled or Ponded,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.41952553,-117.6201899
San Clemente,Verified,1,SC05-073-1,0.006985,8/7/2024,NA,Pooled or Ponded,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Water ponded far back in the outfall,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,None,33.41310656,-117.6138318
San Clemente,Verified,1,SM01-086-1 (M03P01),NA,8/7/2024,NA,Other - See Comments,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,"inaccessible due to overgrown vegetation, poison oak",NA,NA,NA,NA,NA,Overgrown,33.45602873,-117.5736302
San Clemente,Verified,1,M02-061-6,0.021885,8/7/2024,Small Fraction (<10%),Flowing,Unknown,Direct Connection,NA,Priority,34,NA,0.113565,0.001,20% Or More Above Average Discharge,Not present,Not present,Flow is too shallow for conductivity measurement,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.43589173,-117.6245852
San Clemente,Verified,1,SM01-086-2,0.02,8/7/2024,NA,NA,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Could not access due to vegetation overgrowth,NA,NA,NA,NA,NA,NA,33.45607639,-117.5732588
San Clemente,Verified,1,M02-013-1,NA,8/7/2024,NA,Pooled or Ponded,Yes,Unsafe to Access,NA,Not A Priority,NA,NA,NA,NA,NA,Not present,Floating trash,NA,Abundant (>50 Items),In flow path of outfall,NA,NA,NA,None,33.47448179,-117.5975588
San Clemente,Verified,1,SC07-079-4,0.027984,8/7/2024,NA,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.42505168,-117.6261067
San Clemente,Verified,1,M02-028-2 (M02P08),0.040333,8/7/2024,Minor Fraction (10 - 50%),Pooled or Ponded,Yes,Partial - Significant Distance,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Bright green,a portion of the surrounding fence is broken,Sparse (<10 Items),NA,NA,NA,NA,None,33.46680484,-117.5817314
San Clemente,Verified,1,SC07-079-5,0.201763,8/7/2024,Small Fraction (<10%),NA,Unknown,Direct Connection,None,Not A Priority,NA,7270,NA,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.42428496,-117.6252768
San Clemente,Verified,1,M01-042-1 (M01S01),0.018533,8/14/2024,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,54,5832,0.082909,0.025,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,Yes,NA,1,Graffiti,33.4544419,-117.6234322
San Clemente,Verified,1,M01-047-1,0.392052,8/14/2024,Small Fraction (<10%),Flowing,Unknown,Direct Connection,NA,Priority,65,6254,NA,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,None,33.44251659,-117.6419381
San Clemente,Verified,1,M02-085-1 (M02P06),0.064764,8/14/2024,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,61,6945,0.035676,0.015,Below Average Discharge,"Brown ""tea"" tint","Brown ""tea"" tint",NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,None,33.45834137,-117.5945709
San Clemente,Verified,1,M02-032-1,0.249153,8/14/2024,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,NA,Priority,70,2405,0.372171,0.094,20% Or More Above Average Discharge,Not present,Not present,NA,Abundant (>50 Items),In flow path of outfall,Yes,NA,NA,Graffiti,33.45754256,-117.6008197
San Clemente,Verified,1,M02-085-2,0.260895,8/14/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,33,2126,0.374786,0.038,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,NA,None,33.45803906,-117.594238
San Clemente,Verified,1,M01-124-4,0.001617,8/19/2024,NA,Flowing,Unknown,Partial - Significant Distance,NA,NA,NA,2730,0.003653,0.005,20% Or More Above Average Discharge,Not present,Not present,Volumetric: 0.005 cfs; .75 liters in 5 sec,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.46508952,-117.6391094
San Clemente,Verified,1,SC01-077-2,0.019583,8/19/2024,NA,Flowing,Unknown,Direct Connection,NA,Not A Priority,NA,1165,0.08,0.014,20% Or More Above Average Discharge,Not present,Not present,Volumetric:  0.014 cfs; 2 liters in 5 sec,Not Present (0 Items),NA,NA,NA,NA,NA,33.39147614,-117.5979228
San Clemente,Verified,1,M02-015-1,0.020964,8/19/2024,NA,Flowing,Yes,Undetermined,NA,Not A Priority,NA,1129,NA,NA,Below Average Discharge,Not present,Surface scum,Ponded at discharge point - sound of flow back in pipe.  Confined space.,Sparse (<10 Items),NA,NA,NA,NA,Clogged,33.4781524,-117.5832337
San Clemente,Verified,1,M00.1-071-4 (M00S04),0.014497,8/19/2024,NA,Flowing,Yes,Undetermined,NA,Not A Priority,NA,10240,0.03,NA,20% Or More Above Average Discharge,Clear,Not present,Shopping cart.  Deep (3-4 ft) at outlet.  Measurements collected downstream.,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.41248819,-117.6026915
San Clemente,Verified,1,M01-050-7,4.00E-06,8/19/2024,Small Fraction (<10%),Pooled or Ponded,Unknown,Direct Connection,NA,NA,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Mud and dried leaves possibly from outfall,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.44302922,-117.6437821
San Clemente,Verified,1,M01-008-1,0,8/19/2024,NA,Dry,Unknown,NA,NA,NA,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.47783017,-117.627716
San Clemente,Verified,1,SC02-072-4,NA,8/19/2024,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Not present,Not present,Inaccessible from neighborhood,NA,NA,NA,NA,NA,NA,33.39993318,-117.601128
San Clemente,Removed From Inventory,1,SC01-077-1,0.06819,8/19/2024,Small Fraction (<10%),Flowing,Yes,Partial - Significant Distance,None,Not A Priority,NA,2200,0.09,0.019,20% Or More Above Average Discharge,Not present,Not present,Volumetric: 0.019 cfs;  2.75 at 5 seconds,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.39614302,-117.5998633
San Clemente,Verified,1,M00.1-071-3 (M00S04),0.051583,8/19/2024,NA,Flowing,Unknown,Undetermined,NA,Not A Priority,NA,3740,0.144,0.025,Below Average Discharge,Not present,Yellow tint,Volumetric: 0.025 cfs; Tadpole; volumetric: 70% 3.5 in 5 sec  measurements collected downstream,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Overgrown,33.41325022,-117.6028145
San Clemente,Verified,1,M01-038-3,0.016243,8/19/2024,Small Fraction (<10%),Flowing,Unknown,Direct Connection,NA,NA,NA,2150,0.06,0.004,20% Or More Above Average Discharge,Not present,Not present,Volumetric: 0.004 cfs; sprinklers on.   Volumetric is .5 in 5 sec,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.46498412,-117.6392495
San Clemente,Verified,1,M01-050-4,0.058505,8/19/2024,NA,Flowing,Yes,Direct Connection,NA,Priority,62,9090,0.0175,0.03,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,1,NA,33.4458035,-117.6441383
San Clemente,Verified,1,SC06-146-1 (M00P02),0.012171,8/26/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Not A Priority,NA,1130,0.039634,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.41716959,-117.6177676
San Clemente,Verified,1,M00.2-066-1 (M00S07),0.013801,8/26/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Not A Priority,NA,8740,0.008108,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.42317285,-117.6230471
San Clemente,Verified,1,SC06-146-2 (M00P02),0.055893,8/26/2024,Small Fraction (<10%),Flowing,Unknown,Direct Connection,NA,Not A Priority,NA,NA,0.062903,NA,Above Average Discharge,Not present,Not present,Too deep to get conductivity measurements. Lots of trash in outfall.,Abundant (>50 Items),In flow path of outfall,NA,NA,NA,None,33.41781321,-117.617879
San Clemente,Verified,1,M01-124-2,0.01691,9/5/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,48,14610,0.00972,0.004,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,NA,33.45678925,-117.6421943
San Clemente,Verified,1,M00.1-071-2 (M00S04),0.055592,9/5/2024,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,12680,0.012,0.001,Below Average Discharge,Not present,Not present,Volumetric: 0.001 cfs; 30 sec - 0.75 L.  Ocean is receiving water.  Sound of flowing water back inside pipe.,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,NA,33.40924767,-117.6086258
San Clemente,Verified,1,M00.1-071-3 (M00S04),0.051583,9/5/2024,NA,Flowing,Unknown,Partial - Significant Distance,Other - see comments,Not A Priority,NA,4786,0.018,0.006,Below Average Discharge,"Brown ""tea"" tint",Not present,Volumetric: 0.006 cfs; 1.75 in 10 sec.  Foam at outlet. Measurements pop r collected app 15 m ds of concrete structure,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.41325022,-117.6028145
San Clemente,Verified,1,M01-099-1,0.038419,9/5/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,56,10150,0.0138,0.004,Below Average Discharge,Not present,Not present,Elevated turbid flow (cond 4580 uS 11 liters in 10 sec) started after flow measurements,Not Present (0 Items),NA,NA,NA,NA,NA,33.45678981,-117.6422717
San Clemente,Verified,1,M02-013-1,NA,9/5/2024,NA,Pooled or Ponded,Yes,Undetermined,NA,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,Runoff on curb in Corte El Brazo. Sound of flowing water from outfall,Abundant (>50 Items),In flow path of outfall,NA,NA,NA,NA,33.47448179,-117.5975588
San Clemente,Verified,1,M01-050-4,0.058505,9/5/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,62,9450,0.027,0.028,Below Average Discharge,Not present,Not present,Dried pine needles in flow path,Sparse (<10 Items),In flow path of outfall,NA,NA,1,NA,33.4458035,-117.6441383
