Jurisdiction,Inspected,ObsWeather,FacilityID,AvgDischarge,ObsRecordDate,FlowContribution,FlowCondition,PersistentFlow,FlowConnectivity,IDIC,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,SampleWet,OCFSLocation,MaintenanceIssue,PointY,PointX
Laguna Beach,Verified,1,I00-11518-1,0.079534,8/12/2024,NA,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.52971161,-117.7733187
Laguna Beach,Verified,1,I01-11015-2,0,5/7/2024,NA,Dry,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,NA,33.54790127,-117.781545
Laguna Beach,Verified,1,I01-11015-2,0,8/1/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.54790127,-117.781545
Laguna Beach,Verified,2,I01-11021-1,0.028629,1/22/2024,NA,Flowing,Yes,Unsafe to Access,None,NA,NA,120,NA,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,Yes,NA,None,33.54155854,-117.7826149
Laguna Beach,Verified,1,I01-11021-1,0.028629,1/18/2024,NA,Flowing,Yes,Undetermined,NA,NA,NA,3658,0.09,NA,20% Or More Above Average Discharge,Not present,Not present,Storm set up (Isco and Hach),NA,NA,NA,Yes,NA,NA,33.54155854,-117.7826149
Laguna Beach,Verified,1,I00-11468-1,0.039855,8/8/2024,NA,Flowing,Yes,NA,NA,Priority,55,NA,NA,NA,Below Average Discharge,Not present,Not present,Inaccessible,NA,NA,Yes,NA,NA,NA,33.53565305,-117.7690012
Laguna Beach,Verified,1,I00-11468-1,0.039855,6/18/2024,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,NA,Priority,55,NA,NA,NA,Below Average Discharge,Not present,Not present,Overgrown; cannot access for sampling,NA,NA,Yes,NA,NA,NA,33.53565305,-117.7690012
Laguna Beach,Verified,1,I01-11487-1,0,8/12/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.54221091,-117.7852456
Laguna Beach,Verified,1,LC05-11017-2,0.083233,8/12/2024,Small Fraction (<10%),Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,NA,NA,NA,1991,0.045627,0.006,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.51543196,-117.7602067
Laguna Beach,Verified,1,LC05-11017-2,0.083233,7/2/2024,Small Fraction (<10%),Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,NA,NA,NA,2260,0.499835,0.006,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.51543196,-117.7602067
Laguna Beach,Verified,1,I01-11093-2,0,8/1/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.56266681,-117.7697204
Laguna Beach,Verified,1,I00-11518-2,0.0048,7/2/2024,NA,Flowing,Unknown,None - Flow Infiltrates or Outfall is Dry,None,NA,NA,4280,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.52862418,-117.7726239
Laguna Beach,Verified,1,I00-11518-2,0.0048,8/12/2024,Small Fraction (<10%),Flowing,Unknown,Direct Connection,NA,NA,NA,4420,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,NA,33.52862418,-117.7726239
Laguna Beach,Verified,1,I01-11023-4,0,8/1/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Partially clogged,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Clogged,33.55118989,-117.7782578
Laguna Beach,Verified,1,I01-11023-4,0,5/7/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,NA,33.55118989,-117.7782578
Laguna Beach,Verified,1,LC06-11019-1,0.115647,8/12/2024,Small Fraction (<10%),Flowing,Yes,Partial - Significant Distance,None,Not A Priority,NA,2910,0.9,0.004,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.54303374,-117.7894484
Laguna Beach,Verified,1,LC06-11019-1,0.115647,7/3/2024,NA,Flowing,Yes,Direct Connection,NA,Not A Priority,NA,2810,NA,0.004,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Other - See Comments,33.54303374,-117.7894484
Laguna Beach,Verified,1,LC04-11199-1,0.060779,7/2/2024,Small Fraction (<10%),Flowing,Unknown,Direct Connection,None,NA,NA,3570,0.060779,0.02,Equal,Not present,Not present,"3.2 L, 5.32 s volumetric; 0.02 cfs",Not Present (0 Items),NA,NA,NA,NA,None,33.51671018,-117.7612639
Laguna Beach,Verified,1,LC01-11446-1,0.014845,8/12/2024,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,655,0.024138,0.0011,20% Or More Above Average Discharge,Not present,Not present,Volumetric .3lites/10sec; 0.001 cfs,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,None,33.55405068,-117.8159011
Laguna Beach,Verified,1,LC01-11446-1,0.014845,7/3/2024,Small Fraction (<10%),Flowing,Yes,Partial - Significant Distance,Surfactants,Not A Priority,NA,544,0.007692,0.035,20% Or More Above Average Discharge,Not present,"Brown ""tea"" tint",Volumetric 0.5 L in 5.05 s; 0.004 cfs,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.55405068,-117.8159011
Laguna Beach,Verified,1,LC02-11508-2,0.024574,7/3/2024,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,6890,NA,0.014,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.54553099,-117.7953098
Laguna Beach,Verified,1,LC02-11508-2,0.024574,8/12/2024,Small Fraction (<10%),Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,7080,0.045113,0.005,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.54553099,-117.7953098
Laguna Beach,Verified,1,I01-11023-5,0,8/1/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.5512382,-117.7782548
Laguna Beach,Verified,1,I01-11023-5,0,5/7/2024,NA,Dry,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,NA,33.5512382,-117.7782548
Laguna Beach,Verified,1,I01-11065-1,0,8/1/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.55771319,-117.7731287
Laguna Beach,Verified,1,LC06-11509-2,0.043337,7/3/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Not A Priority,NA,3480,0.025,0.009,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.54345499,-117.790776
Laguna Beach,Verified,1,I01-11010-1,0.043362,8/8/2024,NA,Flowing,Yes,Direct Connection,NA,Priority,57,10154,0.009,0.005,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,NA,NA,33.54415971,-117.7833999
Laguna Beach,Verified,1,I01-11010-1,0.043362,6/18/2024,NA,NA,Yes,NA,None,Priority,57,7930,0.063333,0.009,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,NA,None,33.54415971,-117.7833999
Laguna Beach,Verified,1,LC05-11017-1,0,8/12/2024,Small Fraction (<10%),Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.51296016,-117.7553263
Laguna Beach,Verified,1,LC05-11017-1,0,7/2/2024,Small Fraction (<10%),Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.51296016,-117.7553263
Laguna Beach,Verified,1,I00-11453-1,0.013894,7/2/2024,Small Fraction (<10%),Flowing,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,6230,0.013866,NA,Below Average Discharge,Not present,Clear,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.53709197,-117.7805033
Laguna Beach,Verified,1,I00-11453-1,0.013894,8/12/2024,NA,Pooled or Ponded,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,None,33.53709197,-117.7805033
Laguna Beach,Verified,1,I00-11437-1,0.149571,8/8/2024,Major Fraction (>50%),Flowing,Yes,Direct Connection,NA,Priority,48,10154,0.252,0.061,20% Or More Above Average Discharge,"Brown ""tea"" tint",Not present,Tadpoles,Not Present (0 Items),NA,Yes,NA,NA,NA,33.53349088,-117.7702426
Laguna Beach,Verified,1,I00-11437-1,0.149571,6/18/2024,Major Fraction (>50%),Flowing,Yes,Direct Connection,NA,Priority,48,9394,0.165,NA,20% Or More Above Average Discharge,Clear,Not present,GW seepage from seams,Not Present (0 Items),NA,Yes,NA,NA,NA,33.53349088,-117.7702426
Laguna Beach,Verified,1,LC06-11019-2,0.040384,8/12/2024,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,3330,0.080769,0.001,20% Or More Above Average Discharge,Not present,Not present,Volumetric .25litres/10 sec; 0.001 cfs,Not Present (0 Items),NA,NA,NA,NA,None,33.54273769,-117.7866747
Laguna Beach,Verified,1,I01-11487-2,0.008737,8/12/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.54098818,-117.7835083
Laguna Beach,Verified,1,I01-11487-2,0.008737,7/3/2024,Small Fraction (<10%),Flowing,Unknown,Partial - Significant Distance,Elevated discharge,Not A Priority,NA,1350,0.012,NA,20% Or More Above Average Discharge,Not present,Not present,"Recent discharge, black sand",Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.54098818,-117.7835083
Laguna Beach,Verified,1,I01-11023-2,1.87E-04,5/7/2024,Small Fraction (<10%),Dry,Unknown,Direct Connection,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Pipe moist.  Recent small discharge.,Not Present (0 Items),NA,NA,NA,NA,NA,33.55022543,-117.7795746
Laguna Beach,Verified,1,I01-11023-2,1.87E-04,8/1/2024,Small Fraction (<10%),Flowing,Unknown,Direct Connection,None,Not A Priority,NA,NA,1.30E-05,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.55022543,-117.7795746
