Jurisdiction,Inspected,ObsWeather,FacilityID,AvgDischarge,ObsRecordDate,FlowContribution,FlowCondition,PersistentFlow,FlowConnectivity,IDIC,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,SampleWet,OCFSLocation,MaintenanceIssue,PointY,PointX
Aliso Viejo,Verified,1,I01-11503-3,0,8/29/2024,NA,NA,Yes,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,Overgrown,33.59347737,-117.7493067
Aliso Viejo,Verified,1,I01-11503-3,0,6/28/2024,NA,Pooled or Ponded,Yes,Direct Connection,NA,Not A Priority,NA,NA,NA,NA,Equal,"Brown ""tea"" tint",Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.59347737,-117.7493067
Aliso Viejo,Verified,1,J06-10011-1 (J06P01),0.603221,5/29/2024,Major Fraction (>50%),Flowing,Yes,Direct Connection,NA,Priority,98,3449,1.104,NA,Below Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,Yes,NA,1,NA,33.59503612,-117.7157502
Aliso Viejo,Verified,1,J06-10011-1 (J06P01),0.603221,3/5/2024,Major Fraction (>50%),Flowing,Yes,Direct Connection,None,Priority,98,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Abundant (>50 Items),Within area surrounding outfall,Yes,NA,1,None,33.59503612,-117.7157502
Aliso Viejo,Verified,1,J06-10011-1 (J06P01),0.603221,7/31/2024,Major Fraction (>50%),Flowing,Yes,Direct Connection,NA,Priority,98,3855,0.465,NA,Below Average Discharge,Not present,Not present,Wet water mark,Abundant (>50 Items),Within area surrounding outfall,Yes,NA,1,NA,33.59503612,-117.7157502
Aliso Viejo,Verified,1,I01-11217-1,0.001777,6/28/2024,NA,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,"Brown ""tea"" tint",NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.59737354,-117.7462766
Aliso Viejo,Verified,1,I01-11217-1,0.001777,8/29/2024,NA,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,"Brown ""tea"" tint","outfall full of grass clippings, inspection took place right after weed whacking",Not Present (0 Items),NA,NA,NA,NA,None,33.59737354,-117.7462766
Aliso Viejo,Verified,1,J01-10019-1 (J01P33),0.007265,3/6/2024,NA,NA,Yes,Unsafe to Access,NA,Priority,27,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Unable to access due to overgrown vegetation and poison oak.,NA,NA,NA,NA,NA,Overgrown,33.56456168,-117.7184388
Aliso Viejo,Verified,1,J01-9007-1 (J02P05),0.092367,8/6/2024,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,49,3252,0.005,0.005,Below Average Discharge,"Brown ""tea"" tint","Brown ""tea"" tint",NA,Moderate (11-50 Items),In flow path of outfall,Yes,NA,1,None,33.55864031,-117.7378146
Aliso Viejo,Verified,1,J01-9007-1 (J02P05),0.092367,5/29/2024,NA,Flowing,Yes,Undetermined,None,Priority,49,3350,0.020779,0.01,Below Average Discharge,Not present,Not present,Clear water,Moderate (11-50 Items),In flow path of outfall,Yes,NA,1,None,33.55864031,-117.7378146
Aliso Viejo,Verified,1,J01-9007-1 (J02P05),0.092367,3/6/2024,NA,Flowing,Yes,Undetermined,NA,Priority,49,NA,0.02982,0.012,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,1,None,33.55864031,-117.7378146
Aliso Viejo,Verified,1,J01-9144-4 (J01P26),0.003827,3/6/2024,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,0,Below Average Discharge,Not present,Not present,"Heavy traffic, lots of trash, lots of graffiti, Solar panel and sensor vandalized",Abundant (>50 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.55910097,-117.7186845
Aliso Viejo,Verified,1,J01-9144-4 (J01P26),0.003827,8/27/2024,Small Fraction (<10%),Pooled or Ponded,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,SWN vandalized,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,NA,33.55910097,-117.7186845
Aliso Viejo,Verified,1,J06-9079-1 (J06P03),0.130309,3/5/2024,Minor Fraction (10 - 50%),Flowing,Yes,Partial - Significant Distance,NA,Priority,70,2.98,0.0348,0.035,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,1,Graffiti,33.5922578,-117.7156301
Aliso Viejo,Verified,1,J06-9079-1 (J06P03),0.130309,5/29/2024,NA,Flowing,Yes,NA,NA,Priority,70,2777,0.038571,0.031,Below Average Discharge,Not present,Not present,NA,NA,NA,Yes,NA,1,NA,33.5922578,-117.7156301
Aliso Viejo,Verified,1,J06-9079-1 (J06P03),0.130309,7/31/2024,Minor Fraction (10 - 50%),Flowing,Yes,Partial - Significant Distance,NA,Priority,70,2692,0.073171,0.023,Below Average Discharge,Not present,"Brown ""tea"" tint",Wet water mark,Moderate (11-50 Items),In flow path of outfall,Yes,NA,1,NA,33.5922578,-117.7156301
Aliso Viejo,Verified,1,I01-11216-1 (I02P13),NA,6/28/2024,NA,Pooled or Ponded,Yes,Undetermined,NA,Not A Priority,NA,NA,NA,NA,NA,Green tint,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.59874504,-117.7472293
Aliso Viejo,Verified,1,I01-11216-1 (I02P13),NA,8/29/2024,Minor Fraction (10 - 50%),Pooled or Ponded,Yes,Direct Connection,NA,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.59874504,-117.7472293
Aliso Viejo,Verified,1,J01-9131-1 (J01P28),0.082706,8/6/2024,Minor Fraction (10 - 50%),NA,Yes,Partial - Significant Distance,None,Priority,51,2381,NA,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,1,None,33.5747086,-117.715853
Aliso Viejo,Verified,1,J01-9131-1 (J01P28),0.082706,3/6/2024,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,NA,Priority,51,2.77,0.304196,0.051,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,Yes,NA,1,None,33.5747086,-117.715853
Aliso Viejo,Verified,1,J01-9131-1 (J01P28),0.082706,5/29/2024,Small Fraction (<10%),Flowing,Yes,Undetermined,None,Priority,51,3079,NA,NA,20% Or More Above Average Discharge,Green tint,Green tint,NA,Moderate (11-50 Items),In flow path of outfall,Yes,NA,1,None,33.5747086,-117.715853
Aliso Viejo,Verified,1,I01-11216-2 (I02P12),NA,8/29/2024,Small Fraction (<10%),Pooled or Ponded,Yes,Partial - Significant Distance,None,Not A Priority,NA,NA,NA,NA,NA,"Brown ""tea"" tint",Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Overgrown,33.59874519,-117.7471896
Aliso Viejo,Verified,1,J01-10017-1 (J01TBN4),0.017361,8/20/2024,NA,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,None,Priority,43,4720,0.038077,0.001,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.57090351,-117.7170616
Aliso Viejo,Verified,1,J01-10017-1 (J01TBN4),0.017361,3/6/2024,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,43,NA,0.003887,0.004,20% Or More Above Average Discharge,Not present,Not present,Sediment buildup under sensor,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Sediment,33.57090351,-117.7170616
